985	1279
985	2299
2400	1279
2400	1132
2400	1743
2400	526
2400	2025
2400	115
2400	2068
2400	85
2400	85
2400	2026
2400	953
1152	1812
1152	1413
2119	1853
2119	2353
2119	1793
2119	822
2119	822
2119	1347
2119	2125
2119	1492
2119	677
2119	1475
455	2119
455	1326
455	335
455	467
455	1567
312	14
385	1725
1891	772
1891	581
1891	1177
1891	2299
1891	966
1891	1323
1891	214
1891	2083
710	974
710	875
710	2308
710	1810
710	395
710	448
710	1201
2454	253
2454	262
2454	772
2454	772
2454	2079
2454	748
2454	622
2454	227
2454	2364
2454	996
2454	911
2454	1115
2454	2364
2454	2025
2454	2025
2454	821
2454	2263
2454	1657
2454	2262
2454	2149
2454	1620
2454	992
2454	592
2454	2116
2454	1603
2454	836
2454	85
2454	229
2454	1145
2454	1290
2454	1290
2454	168
2454	2227
2454	1810
2454	2235
2454	120
2454	451
2454	306
2454	214
2454	448
2454	1772
2454	2140
2454	1133
2454	1373
2454	374
2454	775
2454	1563
2454	2402
2454	847
2454	1336
2454	2032
2454	271
2454	389
2454	1626
2454	2474
1146	819
145	2353
145	1216
145	591
145	822
145	1347
145	2177
145	755
145	744
145	85
394	1633
394	637
394	422
394	956
394	1480
394	8
559	2179
633	289
633	372
633	838
633	399
570	678
570	2193
570	435
570	435
570	233
570	927
570	1687
570	1887
570	1399
570	244
1428	496
1428	241
1428	460
1428	449
1428	2322
1428	611
1428	373
1428	85
1428	894
1428	2213
1428	1538
1428	2249
1428	2251
1428	448
1428	1172
1428	1382
1428	244
1428	1988
241	223
241	523
241	2172
241	605
241	1206
241	1503
241	611
241	1184
241	894
241	203
1619	1258
1619	2172
1619	241
1619	2067
1619	1527
1619	787
1619	605
1619	301
1619	191
1619	461
1619	1277
1619	648
1619	2391
1619	2145
1619	362
1619	927
1619	1105
1619	874
1619	304
1619	2348
1619	293
1619	293
1619	1231
1619	1484
1619	2032
1287	1132
1287	2028
1287	1446
1287	1238
1287	1503
190	698
190	2309
190	38
190	1278
190	667
190	439
190	1890
190	1375
582	44
488	1279
488	1132
488	1441
488	1441
488	1943
488	308
488	524
488	91
488	544
488	142
488	1131
488	1256
488	1256
488	63
488	580
488	2268
488	2233
488	2032
1806	1479
1806	368
2461	840
2461	839
1553	1603
1553	1603
1553	481
2061	1598
1450	2095
1364	2446
1257	908
1257	2149
1257	1810
1743	1504
1743	1743
1743	526
1743	1695
1743	2025
1743	2339
1743	515
1743	1173
1743	561
1743	1956
1743	862
1743	2299
1743	1810
1743	2109
1743	1443
1743	1598
557	460
557	1653
273	1855
1039	1788
1039	219
1039	488
1039	910
1039	2025
1039	547
1039	370
1039	1782
1039	798
1039	424
1039	605
1039	1325
1039	2149
1039	1620
1039	2095
1039	1959
1039	925
1039	1866
1039	91
1039	91
1039	609
1039	2128
1039	2391
1039	2336
1039	632
1039	362
1039	723
1039	1169
1039	1818
1039	613
1039	212
1039	160
1039	293
1039	1436
1039	595
1039	1567
1039	2032
889	2009
889	2407
889	1971
313	104
313	2108
1875	210
1875	488
1875	30
1875	323
1875	1139
1875	391
1875	1810
1875	396
1875	558
227	460
227	361
227	1290
227	1093
930	1062
1617	1216
1617	911
1099	2025
2124	2440
1929	1492
1929	1638
1929	214
668	2099
668	1891
668	1086
668	2282
668	2025
668	2193
668	906
668	1276
668	2453
668	2146
668	2379
668	1409
668	2039
668	368
668	214
668	699
668	1565
668	1472
668	1471
1219	1132
1219	974
1219	52
1219	1144
1219	2482
1219	1222
1219	1801
1219	1903
1219	632
1219	1171
1219	885
1219	2197
1219	2299
1219	157
1219	208
1219	305
1219	1096
1219	1803
1219	2243
1527	2161
1527	390
1527	2025
1527	181
1527	52
1527	221
1527	1781
1527	798
1527	833
1527	1206
1527	846
1527	1401
1527	1902
1527	2125
1527	1171
1527	1956
1527	1634
1527	722
1527	2066
1527	1667
1527	214
1527	214
1527	157
1527	400
1527	305
1527	1579
1527	629
1527	2243
1527	1414
1527	1598
2253	1466
2253	1782
2253	798
2253	605
2253	605
2253	594
2253	1982
2253	1638
2253	1554
2253	1414
718	2446
718	2299
718	428
718	426
1220	305
1346	1891
1346	108
1346	1653
533	1242
714	2283
859	1068
859	2166
859	1978
859	1984
859	1983
859	2008
859	2007
859	2010
859	2004
859	1998
859	1902
859	1902
859	1522
859	1082
859	159
859	293
2090	481
2090	484
1769	1633
1769	557
1769	637
1769	422
1769	2384
1769	2182
1769	38
1769	1923
1769	956
