0,175
0,178
0,179
0,183
0,184
0,91
0,185
0,186
0,187
0,188
0,189
0,191
0,192
0,193
0,194
0,199
0,200
0,202
0,152
0,203
0,205
0,206
0,207
0,208
0,209
0,10
0,215
0,223
0,225
0,226
0,227
0,228
0,229
0,244
0,245
0,246
0,248
0,250
0,253
0,257
0,259
0,260
0,261
0,262
0,263
0,264
0,25
0,100
0,271
0,272
0,273
0,274
0,275
0,276
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,304
0,306
0,307
0,308
0,309
0,310
0,311
0,312
0,313
0,314
0,315
0,316
0,317
0,318
0,319
0,320
0,321
0,322
0,323
0,324
0,325
0,326
0,327
0,328
0,329
0,330
0,331
0,332
0,333
0,334
0,335
0,336
0,337
0,338
0,339
0,340
0,341
0,342
0,343
0,344
0,345
0,347
0,348
0,349
0,350
0,351
0,352
0,353
0,354
0,355
0,356
0,357
0,358
0,359
0,360
0,361
0,362
0,363
0,364
0,365
0,366
0,367
0,368
0,369
0,370
0,372
0,373
0,374
0,375
0,376
0,377
0,378
0,379
0,380
0,381
0,382
0,388
1,393
1,394
1,395
1,397
1,398
1,235
1,399
1,400
1,401
1,402
1,403
1,404
1,405
1,406
1,407
1,408
1,409
1,410
1,25
1,100
1,272
1,412
1,413
1,414
1,415
1,416
1,418
1,419
1,420
1,421
1,422
1,423
1,427
2,433
2,434
3,439
3,440
3,395
3,43
3,198
3,441
3,442
3,443
3,244
3,245
3,254
3,444
3,445
3,304
4,446
4,4
4,429
4,449
4,450
4,451
4,452
4,453
4,456
4,458
4,460
4,461
4,462
4,465
4,466
4,467
4,468
4,25
4,100
4,272
4,470
4,121
4,471
4,472
4,473
4,414
4,476
4,477
4,478
4,484
4,485
4,486
4,487
4,490
4,491
4,492
4,493
5,496
5,497
5,498
5,499
5,500
5,501
5,502
5,503
5,33
5,504
5,510
5,511
5,512
5,513
5,514
5,515
5,516
5,517
5,518
5,519
5,520
5,521
5,522
5,523
5,524
5,525
5,526
5,527
5,528
5,529
5,531
6,532
6,533
6,534
6,537
6,175
6,177
6,432
6,538
6,8
6,540
6,541
6,542
6,543
6,190
6,195
6,196
6,197
6,549
6,550
6,551
6,552
6,553
6,554
6,22
6,555
6,556
6,557
6,558
6,201
6,560
6,441
6,205
6,206
6,207
6,208
6,209
6,566
6,567
6,568
6,569
6,570
6,571
6,572
6,235
6,236
6,237
6,238
6,239
6,241
6,242
6,243
6,249
6,573
6,574
6,575
6,577
6,578
6,579
6,582
6,583
6,584
6,585
6,586
6,589
6,590
6,591
6,592
6,593
6,595
6,596
6,605
6,606
6,104
6,607
6,608
6,609
6,464
6,614
6,615
6,616
6,617
6,622
6,626
6,629
6,630
6,631
6,632
6,164
6,634
6,635
6,636
6,637
6,638
6,639
6,640
6,641
6,642
6,643
6,510
6,511
6,512
6,513
6,644
6,514
6,277
6,645
6,280
6,281
6,282
6,283
6,284
6,285
6,515
6,516
6,517
6,518
6,519
6,520
6,521
6,522
6,523
6,524
6,525
6,526
6,527
6,647
6,648
6,649
6,650
6,651
6,652
6,653
6,655
6,528
6,529
6,657
6,658
6,659
6,660
6,661
6,664
6,665
6,670
6,671
6,672
6,673
6,346
6,112
6,674
6,681
6,682
6,683
6,684
6,685
6,686
6,687
6,385
6,691
6,692
6,693
6,694
6,695
6,696
6,697
6,698
6,699
6,700
6,701
6,702
6,703
6,704
6,705
6,706
6,707
6,718
6,719
6,720
6,721
6,722
6,723
6,724
6,725
6,158
6,727
6,729
6,730
6,731
7,494
7,532
7,732
7,535
7,536
7,736
7,393
7,177
7,740
7,741
7,66
7,742
7,743
7,744
7,745
7,746
7,748
7,750
7,751
7,538
7,180
7,181
7,182
7,753
7,754
7,755
7,51
7,756
7,495
7,757
7,758
7,760
7,185
7,186
7,187
7,188
7,189
7,762
7,763
7,764
7,765
7,766
7,767
7,768
7,769
7,770
7,771
7,396
7,773
7,774
7,775
7,776
7,777
7,778
7,779
7,780
7,781
7,782
7,783
7,784
7,785
7,786
7,95
7,787
7,559
7,201
7,156
7,788
7,77
7,792
7,793
7,560
7,795
7,796
7,797
7,205
7,206
7,207
7,798
7,799
7,800
7,801
7,802
7,208
7,79
7,209
7,803
7,804
7,211
7,212
7,213
7,215
7,216
7,114
7,809
7,810
7,80
7,815
7,226
7,227
7,228
7,816
7,817
7,60
7,818
7,819
7,821
7,822
7,823
7,824
7,825
7,826
7,230
7,828
7,231
7,232
7,233
7,234
7,832
7,244
7,245
7,834
7,457
7,12
7,249
7,836
7,838
7,251
7,842
7,843
7,844
7,845
7,846
7,102
7,847
7,84
7,67
7,848
7,849
7,850
7,597
7,598
7,599
7,600
7,851
7,852
7,854
7,401
7,858
7,859
7,860
7,96
7,861
7,97
7,601
7,602
7,603
7,604
7,104
7,607
7,608
7,862
7,863
7,260
7,867
7,868
7,869
7,870
7,871
7,872
7,873
7,874
7,875
