TP53,E2F3,repressor
TP53,GADD45A,activator
TP53,GADD45A,repressor
TP53,IPO7,repressor
TP53,MMP1,repressor
TP53,PRC1,repressor
TP53,REEP5,repressor
TP53,STAT3,repressor
TP53,TP53,activator
TWIST1,ATM,activator
TWIST1,CD44,activator
TWIST1,CDH1,repressor
TWIST1,MAPK3,activator
TWIST1,PFDN4,repressor
TWIST1,SRPX,repressor
TWIST1,TIMP1,repressor
TWIST2,ATM,activator
TWIST2,CD44,activator
TWIST2,CDH2,repressor
TWIST2,PFDN4,repressor
TWIST2,SRPX,repressor
ZFP36,ELAVL1,activator
ZFP36,HIF1A,activator
ZFP36,HIF1A,repressor
ZFP36,IL6,repressor
ZFP36,LATS2,repressor
ZNF143,BUB1B,activator
ZNF143,PCYT1A,activator
ZNF24,CTNNB1,activator
CITED2,BNIP3L,repressor
CREB3L4,G6PC2,activator
CREB3L4,VEGFC,activator
CREB3L4,PCNA,activator
E2F1,CCNA1,activator
ELK1,BIRC2,activator
ELK1,FOSL1,activator
EPAS1,TGFA,activator
EPAS1,VEGFC,activator
FOSL1,ACP5,activator
FOSL1,CTSK,activator
FOSL1,IFNB1,activator
FOSL1,ITGB3,activator
FOSL1,IL6,activator
FOXO3,ATM,activator
FOXO3,CAT,activator
FOXO3,CCNB1,activator
FOXO3,CCNB3,activator
FOXO3,CDKN2D,activator
FOXO3,G6PC2,activator
FOXO3,GADD45A,activator
FOXO3,RAG2,activator
FOXO3,S1PR4,activator
FOXO3,TNFSF10,activator
FOXO3,ATG5,activator
FOXO3,HSPA8,activator
GATA3,GATA3,activator
GATA3,IL2RA,activator
HEY1,ERBB2,activator
HIF1A,TGFA,activator
HIF1A,VEGFC,activator
HIF1A,EGF,activator
HIF1A,EPO,activator
HIF1A,HK2,activator
HIF1A,HK3,activator
HIF1A,NPPA,activator
HIF1A,TEK,activator
HIF1A,TF,activator
HIF1A,TIMP1,activator
HIF1A,BNIP3L,activator
HIF1A,PFKP,activator
HIF1A,PGAM1,activator
IRF1,IFNB1,activator
IRF5,CCL5,activator
IRF5,IL6,activator
IRF9,IL17D,activator
IRF9,IFIT1B,activator
IRF9,MX1,activator
LEF1,BIRC5,activator
LEF1,FOSL1,activator
LEF1,BIRC2,activator
LEF1,NKD1,activator
MAML3,GATA3,activator
MAML3,TBX21,activator
MAML3,HES6,activator
MAML3,HEY1,activator
MAPK3,ELK1,activator
MAPK3,MEF2C,activator
MAPK3,MMP9,activator
MAPK3,NOS1,activator
MAPK3,VEGFC,activator
MAPK3,IL6,activator
MAPK3,PLAU,activator
MAPK9,IL6,activator
NCOA1,KRT17,activator
NCOA1,KRT20,activator
NCOA1,KRT24,activator
NCOA1,TGFA,activator
NFATC3,IL17D,activator
NFATC3,GATA3,activator
NFATC3,IL2RA,activator
NFATC3,TBX21,activator
NFATC3,IL17A,activator
NFATC3,CSF2,activator
NFYA,HLA-DMB,activator
NFYA,HLA-DOA,activator
NFYA,HLA-DPB1,activator
NFYA,HLA-DQA2,activator
NFYA,HLA-DRB5,activator
NOTCH1,HES6,activator
NOTCH1,HEY1,activator
NOTCH1,ERBB2,activator
PIK3CB,HIF1A,activator
PRKAG1,SPHK1,repressor
RBBP5,CDKN2A,activator
RPS6,FGF21,activator
SMAD1,ID1,activator
SMAD1,ID2,activator
SMAD9,ID1,activator
