0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
MAPK14,152.0,287.0,81.0,9.0,121.0,615.0,87.0,303.0,62.0,369.0,335.0,342.0,438.0,171.0,288.0,236.0,415.0,413.0,348.0,393.0,324.0,35.0,0.0,183.0,391.0,7.0,8.0,83.0,52.0,88.0,50.0,65.0,0.0,9.0,4.0,3.0,5.0,4.0,1790.0,405.0,492.0,404.0
SOD2,536.0,1258.0,614.0,39.0,448.0,1542.05,334.0,948.12,4179.0,23727.92,980.0,673.0,926.52,596.0,581.0,600.0,939.0,962.0,884.0,810.0,1284.0,191.0,0.0,401.0,845.0,8.0,102.0,316.0,128.0,355.0,254.0,361.0,0.0,124.0,100.0,33.0,44.0,16.0,14654.01,3541.0,3740.12,28798.1
IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM3,289.0,684.0,307.0,21.0,159.0,1063.0,198.0,658.0,101.0,827.0,655.0,1545.0,1744.0,1151.0,1133.0,1372.0,1766.0,799.0,622.0,817.0,704.0,116.0,0.0,199.0,559.0,20.0,24.0,74.0,19.0,136.0,75.0,96.0,0.0,5.0,6.0,11.0,19.0,6.0,4483.0,1131.0,1301.0,833.0
CD83,4.0,1.0,6.0,0.0,0.0,13.0,6.0,6.0,18.0,152.0,7.0,14.0,14.0,7.0,9.0,10.0,17.0,11.0,12.0,10.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,43.0,37.0,50.0,0.0,51.0,27.0,56.0,95.0,36.0,14.0,7.0,4.0,150.0
BMP5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
BACH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,10.0,8.0,1.0,2.0,2.0,2.0,0.0
FHL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC,171.0,390.0,198.0,15.0,206.0,661.0,189.0,485.0,43.0,248.0,481.0,429.0,452.0,272.0,337.0,266.0,537.0,519.0,510.0,391.0,373.0,48.0,0.0,149.0,284.0,3.0,117.0,267.0,122.0,111.0,60.0,107.0,0.0,26.0,29.0,92.0,191.0,79.0,1287.0,403.0,392.0,358.0
E2F3,80.0,274.0,145.0,8.0,67.0,415.0,37.0,179.0,47.0,278.0,212.0,238.0,342.0,181.0,225.0,254.0,273.0,299.0,249.0,275.0,301.0,45.0,0.0,133.0,258.0,5.0,35.0,69.0,32.0,187.0,92.0,187.0,0.0,129.0,60.0,124.0,162.0,63.0,1189.0,329.0,347.0,271.0
MED23,56.0,148.0,53.0,4.0,64.0,268.0,26.0,146.0,21.0,139.0,186.0,160.0,247.0,136.0,213.0,125.0,204.0,222.0,240.0,259.0,136.0,19.0,0.0,54.0,109.0,7.0,13.0,72.0,33.0,62.0,48.0,83.0,0.0,24.0,14.0,40.0,28.0,13.0,1009.0,256.0,277.0,152.0
PERP,1003.95,2112.94,908.0,82.0,937.0,3620.86,789.0,2401.78,249.82,1460.5,2420.8,2203.89,2231.81,1526.0,1490.86,1500.95,2350.84,2515.0,2115.0,2000.95,2621.0,377.0,0.0,953.0,2013.63,52.0,357.0,731.0,397.0,390.0,198.0,266.0,0.0,13.0,13.0,14.0,8.0,10.0,5137.73,1408.93,1393.89,2152.78
HECA,28.0,34.0,12.0,0.0,7.0,75.0,9.0,46.0,9.0,25.0,36.0,32.0,35.0,23.0,43.0,24.0,48.0,66.0,46.0,43.0,65.0,8.0,0.0,29.0,68.0,1.0,14.0,46.0,18.0,12.0,14.0,20.0,0.0,11.0,9.0,10.0,33.0,13.0,160.0,68.0,51.0,45.0
CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.42,0.0,0.0
SLC22A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
CCND3,607.0,1359.0,531.0,66.0,535.0,2487.0,441.0,1398.0,160.0,1335.0,1511.0,1676.0,1633.0,825.0,895.0,1227.0,1419.0,1216.0,958.0,1193.0,1503.0,263.0,1.0,668.0,1401.0,28.0,64.0,121.0,40.0,242.0,81.0,142.0,0.0,17.0,5.0,5.0,9.0,4.0,4609.0,999.0,1230.0,1120.0
TBP,28.0,109.0,33.0,2.0,45.0,210.0,27.0,98.0,17.0,123.0,124.0,96.0,152.0,99.0,81.0,72.0,135.0,140.0,117.0,112.0,106.0,10.0,0.0,36.0,98.0,4.0,0.0,29.0,1.0,21.0,11.0,14.0,0.0,5.0,2.0,6.0,18.0,1.0,486.0,153.0,163.0,131.0
SRF,94.0,162.0,92.0,8.0,74.0,295.0,34.0,148.0,49.0,350.0,172.0,238.0,250.0,128.0,148.0,232.0,246.0,201.0,164.0,241.0,217.0,40.0,1.0,138.0,265.0,8.0,5.0,55.0,8.0,174.0,63.0,149.0,0.0,51.0,20.0,40.0,40.0,15.0,1434.0,237.0,387.0,312.0
VEGFA,75.0,148.0,62.0,9.0,41.0,335.0,39.0,159.0,39.0,210.0,130.0,157.0,188.0,108.0,136.0,235.0,209.0,194.0,170.0,189.0,179.0,35.0,0.0,55.0,152.0,4.0,11.0,48.0,12.0,279.0,157.0,326.0,0.0,158.0,83.0,78.0,97.0,50.0,686.0,181.0,202.0,214.0
TTK,22.0,79.0,44.0,0.0,11.0,102.0,25.0,79.0,19.0,110.0,99.0,198.0,317.0,181.0,238.0,192.0,379.0,230.0,222.0,185.0,61.0,7.0,0.0,20.0,33.0,0.0,16.0,52.0,16.0,13.0,16.0,21.0,0.0,0.0,6.0,3.0,4.0,0.0,954.0,355.0,288.0,173.0
SLC29A1,141.0,316.0,140.0,11.0,87.0,502.0,94.0,283.0,61.0,420.0,268.0,517.0,500.0,289.0,470.0,531.0,630.0,332.0,291.0,388.0,297.0,62.0,0.0,125.0,384.0,9.0,7.0,32.0,15.0,59.0,37.0,36.0,0.0,3.0,4.0,4.0,3.0,5.0,1106.0,282.0,345.0,396.0
MEP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX18,184.0,354.0,208.0,12.0,128.0,823.0,96.0,465.0,43.0,284.0,477.0,407.0,604.0,464.0,436.0,403.0,548.0,714.0,560.0,581.0,372.0,49.0,0.0,158.0,418.0,16.0,88.0,181.0,111.0,117.0,75.0,108.0,0.0,8.0,1.0,2.0,3.0,1.0,2139.0,553.0,666.0,306.0
GHR,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0
HBEGF,14.0,22.0,6.0,2.0,12.0,64.0,10.0,22.0,5.0,37.0,33.0,34.0,17.0,13.0,7.0,27.0,21.0,23.0,18.0,22.0,44.0,5.0,0.0,7.0,29.0,0.0,0.0,7.0,1.0,27.0,14.0,29.0,0.0,13.0,4.0,17.0,18.0,17.0,63.0,22.0,30.0,46.0
LOX,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,7.0,3.0
SPARC,26.0,59.0,22.0,3.0,18.0,94.0,16.0,75.0,12.0,81.0,72.0,71.0,69.0,55.0,37.0,47.0,74.0,74.0,47.0,70.0,54.0,3.0,0.0,9.0,45.0,0.0,0.0,5.0,8.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,290.0,276.0,119.0
HMGCR,95.0,235.0,107.0,13.0,90.0,465.0,59.0,291.0,104.0,733.0,266.0,270.0,329.0,244.0,226.0,218.0,331.0,535.0,511.0,573.0,229.0,31.0,0.0,99.0,193.0,12.0,40.0,74.0,28.0,189.0,120.0,209.0,0.0,96.0,51.0,52.0,69.0,24.0,2105.0,569.0,617.0,762.0
IL12B,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0
CCNG1,187.0,524.0,191.0,35.0,224.0,868.0,208.0,555.0,93.0,437.0,567.0,490.0,581.0,324.0,693.0,346.0,742.0,1081.0,920.0,857.0,536.0,64.0,0.0,223.0,378.0,11.0,110.0,375.0,143.0,106.0,44.0,86.0,0.0,76.0,26.0,96.0,110.0,45.0,2647.0,867.0,765.0,671.0
DROSHA,185.0,403.0,145.0,16.0,125.0,733.0,101.0,368.0,90.0,457.0,388.0,492.0,631.0,598.0,379.0,532.0,622.0,577.0,493.0,498.0,428.0,58.0,0.0,197.0,451.0,6.0,15.0,68.0,22.0,165.0,112.0,181.0,0.0,66.0,36.0,53.0,134.0,44.0,2772.0,733.0,812.0,527.0
CDH6,20.0,49.0,11.0,1.0,10.0,57.0,0.0,22.0,0.0,17.0,33.0,33.0,33.0,41.0,12.0,24.0,30.0,43.0,43.0,41.0,33.0,7.0,0.0,8.0,41.0,2.0,5.0,15.0,7.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,62.0,59.0,22.0
LNPEP,164.0,381.0,145.0,8.0,139.0,776.0,123.0,457.0,88.0,525.0,456.0,362.0,586.0,343.0,364.0,319.0,606.0,608.0,536.0,501.0,357.0,52.0,0.0,147.0,331.0,9.0,63.0,177.0,60.0,113.0,58.0,77.0,0.0,15.0,11.0,8.0,11.0,4.0,3946.0,1187.0,1089.0,683.0
PRLR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,1.0,0.0,0.0
PPP2CA,908.0,2008.57,901.0,57.0,729.0,3145.74,642.88,1983.0,306.0,1722.87,2014.02,1936.65,2193.81,1150.83,1650.65,1401.0,2235.51,2345.0,2112.86,2006.73,2073.0,281.0,0.0,657.0,1407.0,26.85,198.0,526.73,180.94,362.92,166.0,305.89,0.0,148.0,83.89,314.76,473.95,173.82,9488.12,2856.37,2579.78,2344.64
FGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NR3C1,541.0,1360.0,672.0,42.0,375.0,2159.0,252.0,1229.0,143.0,789.0,1253.0,1049.0,1519.0,1114.0,1179.0,912.0,1465.0,1710.0,1400.0,1588.0,1627.0,191.0,0.0,529.0,1116.0,28.0,180.0,656.0,312.0,1317.0,896.0,1547.0,0.0,939.0,464.0,127.0,155.0,62.0,7377.0,1879.0,1768.0,1121.0
TCERG1,207.0,497.0,182.0,21.0,175.0,921.0,95.0,437.0,91.0,464.0,570.0,521.0,759.0,722.0,489.0,613.0,621.0,733.0,586.0,565.0,471.0,64.0,0.0,192.0,471.0,14.0,65.0,178.0,117.0,248.0,151.0,248.0,0.0,110.0,81.0,281.0,400.0,173.0,2290.0,681.0,618.0,554.0
SMAD5,136.0,312.0,146.0,17.0,80.0,641.0,76.0,353.0,49.0,239.0,377.0,367.0,500.0,279.0,262.0,233.0,471.0,539.0,413.0,419.0,324.0,36.0,0.0,129.0,298.0,2.0,39.0,149.0,57.0,99.0,47.0,89.0,0.0,15.0,10.0,50.0,89.0,32.0,1300.0,418.0,378.0,282.0
CSNK1A1,568.56,1271.23,489.01,40.0,481.68,1898.93,403.03,1164.42,187.3,1029.15,1162.37,1166.06,1387.13,675.43,1048.77,701.01,1430.97,1514.73,1276.3,1235.5,1149.61,221.61,0.0,471.24,938.19,13.15,123.66,323.47,126.64,307.1,147.06,227.52,0.0,106.99,56.96,141.32,177.78,90.21,5930.47,1521.81,1584.14,1437.74
PDGFRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0
CDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0E1,899.0,2279.0,988.0,84.0,1330.0,3544.0,1634.0,3339.0,276.0,1445.0,2469.0,2044.0,1879.0,1024.0,1814.0,960.0,2477.0,2539.0,2547.0,2108.0,2282.0,339.0,1.0,647.0,1539.0,15.0,516.0,701.0,344.0,157.0,78.0,120.0,1.0,49.0,21.0,192.0,291.0,89.0,7062.0,2657.0,2003.0,2749.0
EHHADH,18.0,37.0,17.0,2.0,9.0,99.0,14.0,65.0,8.0,58.0,46.0,56.0,77.0,62.0,50.0,56.0,84.0,93.0,98.0,54.0,49.0,4.0,0.0,13.0,26.0,0.0,4.0,9.0,0.0,6.0,1.0,8.0,0.0,0.0,0.0,3.0,4.0,3.0,309.0,87.0,107.0,77.0
BCL6,126.0,257.0,73.0,7.0,47.0,331.0,47.0,138.0,20.0,133.0,121.0,169.0,209.0,135.0,132.0,200.0,221.0,340.0,220.0,265.0,435.0,57.0,0.0,131.0,300.0,9.0,16.0,35.0,6.0,127.0,76.0,132.0,0.0,74.0,19.0,53.0,54.0,33.0,2115.0,464.0,470.0,126.0
CD86,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0
OGG1,88.0,194.0,79.0,6.0,72.0,245.0,30.0,160.0,15.0,149.0,169.0,233.0,227.0,131.0,185.0,227.0,261.0,161.0,123.0,157.0,196.0,34.0,0.0,50.0,149.0,0.0,24.0,22.0,9.0,26.0,11.0,21.0,0.0,2.0,1.0,3.0,1.0,0.0,703.0,169.0,184.0,146.0
RNF7,346.0,931.0,345.0,39.0,416.0,1216.0,442.0,866.0,103.0,621.0,1131.0,709.0,718.0,411.0,667.0,510.0,786.0,883.0,846.0,670.0,762.0,142.0,0.0,338.0,744.0,12.0,148.0,296.0,143.0,146.0,84.0,136.0,0.0,24.0,10.0,12.0,16.0,19.0,2401.0,871.0,749.0,795.0
TFDP2,107.0,178.0,92.0,9.0,79.0,356.0,36.0,221.0,32.0,171.0,196.0,272.0,272.0,159.0,187.0,199.0,291.0,287.0,245.0,331.0,201.0,22.0,0.0,102.0,171.0,9.0,13.0,34.0,11.0,53.0,29.0,41.0,0.0,6.0,4.0,3.0,12.0,7.0,1266.0,308.0,299.0,198.0
KAT2B,51.0,99.0,70.0,2.0,25.0,213.0,18.0,109.0,36.0,156.0,129.0,128.0,159.0,131.0,187.0,160.0,254.0,183.0,136.0,183.0,145.0,17.0,0.0,44.0,84.0,4.0,21.0,80.0,21.0,29.0,15.0,24.0,0.0,13.0,8.0,10.0,15.0,5.0,763.0,186.0,214.0,226.0
WNT5A,14.0,12.0,13.0,0.0,8.0,68.0,0.0,43.0,4.0,12.0,23.0,26.0,26.0,30.0,19.0,21.0,34.0,44.0,23.0,20.0,25.0,3.0,0.0,6.0,27.0,0.0,6.0,17.0,12.0,9.0,8.0,18.0,0.0,8.0,1.0,0.0,0.0,0.0,55.0,9.0,11.0,19.0
HES1,19.0,63.0,17.0,0.0,25.0,118.0,14.0,71.0,4.0,11.0,53.0,66.0,65.0,39.0,59.0,67.0,80.0,36.0,62.0,53.0,43.0,5.0,0.0,11.0,26.0,0.0,7.0,19.0,7.0,194.0,118.0,200.0,0.0,175.0,82.0,43.0,81.0,20.0,357.0,91.0,76.0,11.0
GNAI2,280.0,409.0,248.0,24.0,170.0,798.0,112.0,337.0,95.0,809.0,398.0,670.0,556.0,294.0,391.0,533.0,587.0,510.0,336.0,638.0,685.0,101.0,0.0,283.0,668.0,20.0,21.0,129.0,32.0,147.0,42.0,83.0,1.0,2.0,6.0,2.0,7.0,2.0,3708.0,660.0,900.0,734.0
HYAL1,1.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,1.0,8.0,6.0,2.0,2.0,0.0,7.0,7.0,0.0,9.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,5.0,5.0,0.0
CISH,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,5.0,2.0,9.0,5.0,1.0,5.0,5.0,6.0,13.0,12.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,53.0,13.0,12.0,4.0
MAPKAPK3,153.0,293.0,204.0,20.0,104.0,513.0,95.0,283.0,24.0,275.0,310.0,359.0,373.0,198.0,188.0,272.0,324.0,314.0,234.0,310.0,344.0,83.0,0.0,124.0,314.0,10.0,12.0,30.0,12.0,51.0,21.0,39.0,0.0,5.0,6.0,2.0,5.0,1.0,1145.0,222.0,296.0,268.0
FOXP1,15.0,69.0,23.0,1.0,16.0,91.0,14.0,77.0,20.0,128.0,60.0,80.55,92.0,53.0,63.0,76.0,86.83,132.0,97.0,108.93,76.85,14.0,0.0,32.0,76.0,0.0,6.0,31.0,11.0,64.0,31.0,73.0,0.0,65.0,43.0,47.0,66.0,31.0,734.54,180.0,173.71,100.88
ADAM23,55.0,105.0,57.0,4.0,45.0,164.0,13.0,91.0,27.0,142.0,90.0,125.0,136.0,110.0,66.0,120.0,155.0,127.0,98.0,99.0,170.0,11.0,0.0,51.0,117.0,0.0,19.0,26.0,6.0,19.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,78.0,88.0,216.0
IL1A,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19.0,65.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,20.0,20.0,0.0,4.0,4.0,0.0,5.0,4.0,7.0,1.0,6.0,142.0
CCL20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,5.0,0.0,9.0,4.0,2.0,0.0,0.0,0.0,17.0
KCNIP3,6.0,8.0,5.0,1.0,0.0,13.0,0.0,1.0,0.0,6.0,2.0,4.0,2.0,6.0,11.0,11.0,13.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7.0,2.0,5.0
STEAP3,152.0,328.0,146.0,12.0,86.0,442.0,41.0,232.0,34.0,180.0,221.0,358.0,306.0,143.0,191.0,334.0,324.0,248.0,196.0,251.0,353.0,64.0,0.0,162.0,381.0,23.0,10.0,24.0,11.0,68.0,19.0,51.0,0.0,5.0,3.0,0.0,1.0,0.0,645.0,144.0,171.0,152.0
TP53I3,407.0,786.0,346.0,34.0,376.0,1273.0,293.0,809.0,127.0,815.0,688.0,869.0,838.0,477.0,612.0,621.0,824.0,698.0,633.0,621.0,846.0,154.0,0.0,404.0,774.0,23.0,55.0,239.0,54.0,154.0,82.0,160.0,0.0,27.0,12.0,10.0,16.0,6.0,2492.0,653.0,702.0,898.0
POMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
TLX2,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,6.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,2.0
HTRA2,100.0,220.0,100.0,6.0,71.0,336.0,64.0,224.0,27.0,214.0,220.0,296.0,257.0,142.0,174.0,200.0,255.0,224.0,161.0,188.0,237.0,39.0,0.0,100.0,262.0,3.0,31.0,83.0,26.0,55.0,33.0,62.0,0.0,9.0,2.0,7.0,15.0,1.0,743.0,175.0,198.0,193.0
ACADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
FN1,6643.0,11427.0,6308.0,514.0,3433.0,20538.0,1890.0,9576.0,1939.0,13593.0,10374.0,13488.0,17616.0,12264.0,10260.0,15364.0,16457.0,17762.0,14053.0,20673.0,17548.0,2575.0,2.0,8042.0,19890.0,496.0,460.0,1070.0,329.0,4198.0,1510.0,3071.0,3.0,167.0,61.0,18.0,14.0,14.0,169594.0,28933.0,35009.0,13493.0
STAT1,576.0,1156.0,693.0,39.0,493.0,1931.0,274.0,980.0,627.0,3354.0,988.0,1091.0,1229.0,913.0,782.0,819.0,1198.0,1247.0,1030.0,1180.0,1372.0,245.0,0.0,467.0,923.0,17.0,76.0,165.0,79.0,147.0,95.0,113.0,0.0,12.0,15.0,20.0,21.0,14.0,59039.0,15003.0,15565.0,5703.0
GLS,1706.0,4074.0,1386.0,141.0,1294.0,9029.0,1564.0,5176.0,456.0,2802.0,5499.0,4371.0,6191.0,3429.0,3412.0,2702.0,5259.0,5013.0,4032.0,4000.0,4544.0,569.0,0.0,1574.0,4050.0,107.0,636.0,1544.0,736.0,632.0,334.0,566.0,5.0,62.0,31.0,73.0,127.0,43.0,5809.0,1726.0,1671.0,3462.0
IGFBP5,16.0,41.0,14.0,1.0,5.0,78.0,2.0,54.0,3.0,4.0,47.0,110.0,119.0,76.0,64.0,123.0,106.0,157.0,119.0,240.0,57.0,7.0,0.0,15.0,60.0,0.0,4.0,2.0,2.0,19.0,5.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,482.0,68.0,112.0,9.0
OTX1,2.0,15.0,12.0,1.0,1.0,22.0,0.0,10.0,3.0,23.0,11.0,21.0,18.0,15.0,20.0,36.0,29.0,23.0,9.0,21.0,11.0,4.0,0.0,16.0,13.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,107.0,18.0,29.0,20.0
ST3GAL5,214.0,569.0,258.0,27.0,163.0,997.0,176.0,628.0,70.0,569.0,642.0,697.0,800.0,397.0,560.0,429.0,716.0,714.0,630.0,572.0,667.0,101.0,0.0,193.0,411.0,2.0,48.0,122.0,55.0,225.0,145.0,209.0,0.0,53.0,33.0,20.0,22.0,8.0,2561.0,714.0,729.0,668.0
KDM3A,133.0,355.0,149.0,5.0,103.0,392.0,45.0,201.0,78.0,542.0,215.0,191.0,294.0,231.0,207.0,214.0,282.0,427.0,341.0,343.0,373.0,61.0,0.0,138.0,327.0,9.0,24.0,79.0,31.0,193.0,151.0,184.0,0.0,119.0,71.0,103.0,127.0,49.0,2851.0,777.0,731.0,655.0
