0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PDK4,6.106072846,7.903091582,4.959037943,9.209702517,5.289572419,6.980406778,6.655641592,6.992520407000001,9.382954397999999,5.599356091000001,10.159143199999999,7.720975722,7.0959629689999995,5.323387073999999,9.747727415,8.540947406,5.405411622000001,7.520628011,6.090501801,5.809449803,8.615566257000001,4.343592629,5.757317951,3.494949815
CALCR,1.498385906,1.44344414,1.869253835,4.57120995,1.317394153,1.424599213,2.153606424,4.253859375,3.8361943910000003,2.121430794,3.512691572,3.1953014810000004,1.9540239430000002,0.065663286,2.9369456780000003,0.153268187,0.22542330300000002,0.143652487,0.157665776,0.085185947,0.197533662,0.118441268,2.09502417,0.012740548999999999
HOXA11,-0.441593464,0.065033777,0.9308709890000001,1.5512565759999999,0.309284699,0.824649634,1.98160243,-0.189508719,2.138303248,2.108738741,-0.246670497,2.064003069,-0.33738764600000004,-0.442656877,-0.439308295,0.22541220399999998,-0.35074460700000004,0.5878923079999999,0.23202574,-0.431661928,-0.36709552799999995,2.649789822,-0.45978684200000003,-0.472109999
CREBBP,9.34662801,9.498874723,9.320005522999999,9.719939082,9.851708732,9.664836985,9.279485451000001,9.202539944,9.441183976,9.876806698,9.797809979,9.680602424,8.806155018,9.803905546000001,9.133114302000001,9.380370004,10.07008269,8.649256452000001,9.253077214,9.012691404,9.198813907,10.52874888,9.186571232,9.314207663
MPO,-0.8026137170000001,0.37073436,2.246315001,1.8062883680000001,0.94402854,-0.7686567959999999,-0.7348661259999999,1.71213985,1.336024927,-0.592857678,0.295162437,0.686704737,-0.697612346,-0.803710094,-0.8002595229999999,-0.7528562809999999,-0.7108161159999999,-0.75844985,-0.75029733,-0.792400022,-0.01033385,-0.7731029009999999,0.088573305,0.043443054
PON1,2.7017489880000003,4.450785999,2.211654481,5.155332788,2.833202598,1.105557757,3.5943306689999996,4.363882903,2.9616170960000003,3.2001661830000003,3.7782091510000004,3.013389011,4.371629128,2.696480684,1.0533918070000001,3.130101802,4.26543705,1.1225595640000001,3.8463121510000002,3.2402453560000004,4.056875656,4.1499036060000005,3.933010996,0.997996645
ABCB4,3.8529788989999996,4.112812073,4.3187734330000005,6.70556867,4.9779641230000005,3.557269353,5.723510866,4.571919209,4.558210938,4.662255211000001,4.581830763999999,5.240916742,3.674089738,2.884938431,4.061989989,1.328613015,4.871047484,3.6090145039999997,1.80980216,1.683895324,1.3779876919999998,2.054605777,4.245916455,1.1757389
ITGAL,5.174506621,6.290100461000001,6.428521518999999,7.530332016,6.22383509,5.957638941,6.58999241,7.237328289,8.063358269,6.185880243,6.724133462999999,6.121159874,3.53430467,4.589162426000001,3.4063725469999997,1.9316099340000001,2.7524308360000003,1.920917655,1.936511106,1.856622554,4.911631961,5.819423394,2.380399664,3.46898972
PDK2,6.545638502,6.715870371,6.8118978189999995,6.7275886289999995,7.036071017,6.883269833,6.531986702,6.358984382999999,6.072717344,5.616097006,6.4954046629999995,6.73076396,4.385049588,4.769811795,5.397798647999999,6.326198978,3.129835837,7.457447229,2.77442967,6.729464061,5.689398951,5.255720131,7.184044388999999,4.667899648
ITGA2B,3.3312448260000003,2.8580202669999997,4.227955304,6.85595047,3.998724619,5.56756699,3.529278695,2.941284047,2.742822363,2.994138603,3.092588544,2.378357953,1.883062835,1.515586486,3.524844523,0.821867239,0.8923464729999999,2.586964544,0.8261376020000001,0.75613726,2.263841405,1.623464356,1.683512315,0.68690061
CRLF1,5.15798213,0.671331415,6.222618061,4.193938351,2.9918049680000003,3.218380385,2.799713759,2.002716025,2.046964101,1.143372764,1.107608153,1.737432731,3.91506806,2.18528995,5.549371827000001,2.71460871,2.7704635939999998,3.896433514,3.9411263830000003,5.006350757,0.859717776,0.76135727,4.986537178,0.6278028529999999
KRT33A,0.63054241,2.5385462469999998,1.232497365,0.46424399899999996,0.40262857700000004,0.677858172,1.136786319,1.348222051,1.3802917019999998,0.45342945700000004,0.9241549090000001,0.433496555,0.782631471,0.375781021,0.376802405,2.08529412,0.406012648,0.38978690899999996,3.11122083,0.379156977,1.95602314,0.385106345,0.37064838299999997,0.36705078799999996
TAC1,0.196174039,1.237629208,4.656610639,8.910323679,0.9266638229999999,3.4782914710000004,0.886881163,1.883231885,3.1649830889999997,2.0901010980000003,3.2394571919999997,2.1634454830000003,0.335222683,0.19475340300000002,0.19922655399999997,0.261305348,0.317393546,0.253917632,0.264690818,0.209437868,0.295577996,0.23464501399999999,2.612520112,0.15536555400000002
TNFRSF12A,10.7794317,10.21013317,11.55917251,10.81548428,11.50643081,10.17459624,11.37497711,8.825452715,9.501536685,9.087954032,9.00461969,10.75953132,10.33261186,11.88968816,11.36445502,11.72198948,11.74713953,12.49820641,12.54412925,12.67523121,10.81764303,11.73188915,12.61850382,13.47134442
ETV1,3.7696887539999997,5.772475581,5.850504575,7.45205964,6.513341886,5.856378742,7.625175186,6.33218037,8.506853773,6.990560899,7.328965297000001,7.64152045,2.2708401030000003,3.349425756,6.1054756779999995,5.471546595,4.336592939,4.527024835,2.5399999,2.098994136,2.2162180069999997,3.9113886939999998,7.328534353999999,2.026448641
CCL26,2.577261349,3.20163501,4.461457004,4.497083969,3.506435948,2.346788202,4.551594328,3.2454215810000004,5.118559441,4.257538028,4.302536733,4.674057404,1.5781778169999998,1.824112063,2.589025762,0.873831413,1.914952609,0.86332432,3.2076683060000004,0.79959524,2.527987124,0.835812234,4.7219414969999995,0.72093158
DBF4,8.463160612000001,8.1522118,8.988288455,7.27820569,8.197499049,7.887792637,8.346498987999999,8.008899318,8.241473689,8.139791577,7.960591957999999,7.6816629139999995,8.928314935,8.191663927,6.900702077999999,8.276408454,7.948688313,8.74151131,8.461577404,7.7724851820000005,8.789275091,7.447749352000001,8.449561237000001,7.428046522000001
TBXA2R,3.041352605,3.7764233239999996,4.106889524,5.939469032000001,3.118271552,4.254138932,4.2879994319999994,4.435339283999999,5.502639011,3.357715708,4.26389467,3.79823896,3.085147043,4.580595533,2.168113501,2.850165842,4.2404612969999995,4.46820934,3.2009748819999997,3.9796984539999998,3.20371589,1.294462158,2.085461525,1.189792723
ADIPOR2,9.927693683,9.025324725,10.0504233,9.313802783,8.947403826,10.52522673,9.068618397,9.820238323,9.891182719,8.821998055,9.267459165,8.753131843,10.61189714,9.082028643,9.571388318,9.27856915,9.817558059,9.667920481,10.10062705,9.419696077000001,10.49158523,9.507523203,9.80331131,8.620562784
NOS2,1.353382186,2.550038086,1.5289892840000001,3.267805023,1.8519263609999999,0.857648139,2.925596455,1.060997661,1.0984221109999999,0.151159648,0.916746858,1.275036157,0.032055675,-0.08215185900000001,-0.078536754,0.9090516190000001,1.892070065,-0.034204633,-0.025446346,0.444912751,0.612513751,-0.049852943,1.4097558540000001,0.336495914
PAX6,6.2261884279999995,4.62366416,6.406430555,3.718730623,4.520404017,4.2863648119999995,7.062258558,4.2285863710000005,5.002776862,4.640281742,4.566973494,4.747499746,5.072062464,4.52476852,4.28433371,3.065061282,3.9808631389999998,5.513556615,7.19496293,3.4639866360000005,4.292824137,4.074927144,3.250002808,4.8237717280000005
TEAD3,8.234950246,7.278927863,8.158765195,8.225194534,7.96972028,6.906649144,7.965495852999999,6.682397073,6.955646298,7.454101495,7.901892205,7.5636998989999995,7.009728729,7.561001953,8.125002415,7.3399018510000005,7.041428966000001,6.565696426000001,8.052390479,6.701524841,6.751397934,7.8464539879999995,8.192294617,7.726419909
SELE,1.7256546769999999,4.897603695,4.05528022,6.782104696,3.191044549,5.355470109,3.1205346510000003,5.003131497,8.391608733,6.795561027000001,7.424714282999999,5.3337474380000005,7.700467902000001,2.770011481,0.870690931,0.992442823,1.097702384,0.978269651,3.6596014980000002,0.8911605290000001,1.0572253740000002,1.486260598,0.8148381729999999,0.780431867
NOX1,2.905013682,3.8603077060000004,2.854502953,3.8333864639999997,2.1305254419999997,3.3576892610000004,2.915664309,4.324594676,3.2083189689999996,2.7940216710000003,2.460958401,2.845853185,3.070452462,4.507193347,2.398606514,2.8399506189999997,3.972114725,2.562953678,3.1469792610000002,3.565035658,3.737690197,2.356517855,3.965680561,2.8272529260000003
E2F2,5.4534022339999995,5.470870289,6.773438281000001,6.888998783,5.441511772999999,6.270555955,5.908486486,4.891531943,4.541819079,4.647965916,4.271926657,3.8964822789999998,6.431332225,6.188062406,3.409377291,7.945358494,4.502839593,6.529770775,7.003641171,7.544705062999999,6.5600942579999995,2.3972725180000003,6.6959034420000005,2.552356976
SYN1,1.474934084,1.775371763,1.5031311330000001,4.373052072,1.77910993,6.751048257999999,0.558015426,2.052104135,2.9034301410000003,1.927530899,1.4406559230000002,2.670619503,0.606637454,1.235534591,0.935957961,0.5349322129999999,0.5892754579999999,4.345760071,0.538200172,4.931324892,2.661828121,0.50925391,0.449192052,0.43351943600000004
TFAP2B,3.876143515,9.35305054,4.98495769,7.145988377,10.16982003,10.27614596,7.802417734,6.694909585,4.909496521,6.8124687,7.593443213,9.193540412,3.829551977,4.28228586,9.892040996,7.601457217999999,9.714965778,9.147850786000001,7.332732676,4.715205183999999,3.800725235,8.145402075,8.350770459,10.4675901
MGST1,14.00380154,11.34481946,13.89210499,11.82262791,12.16239109,11.03435534,13.535179600000001,15.49836606,12.76183028,13.10411825,13.98178067,12.08716752,16.62166265,14.30868144,14.37615011,14.64544809,13.88703641,13.81365543,15.25019923,13.96074527,16.21645042,14.35270933,14.20283936,14.26529548
CRY1,8.400680542,8.221620019,7.651591809,7.995309719,7.3089059370000005,8.181874268,7.589907243,7.240869421,8.251452332000001,7.60243974,8.589624802000001,8.467316427,7.86485778,7.752397065,8.299839267000001,8.031246068,8.110624328,8.295520126,7.552652374,7.531294914,8.572074325,8.069055869,8.083333586,7.808664491
NFIX,9.173208628,9.586585026,9.788132566,7.902849879,6.525155009,6.992491535,6.884585347000001,7.247172811,7.460315801,8.102496017,7.518296954,6.999390837999999,7.653362236,7.3143830460000006,7.863799199,8.558810289,4.829754015,6.194187311,6.948888092000001,7.3108940239999995,6.746704858999999,9.795676863999999,7.618424069,6.78675586
ST3GAL1,9.415539385,9.910806669,10.20060998,9.763991687999999,9.758475437000001,11.46282586,10.09097877,11.13491871,10.15258555,10.20710011,9.730819083,9.329369237,9.187365954,7.612624257,10.242418800000001,9.688608275,10.93982549,11.83957797,8.298040489,10.47477929,9.844546513,9.152417587,9.619472035,9.221778638
IL32,13.01658136,11.41771353,12.695426600000001,12.85084919,12.29008083,11.95716068,13.65871172,11.46725908,12.57742993,12.70364333,11.48228551,12.18195466,13.77663944,11.51717774,11.52530582,11.81550286,10.74029214,12.48689576,11.80207651,13.98314628,12.8989924,14.22120549,12.53376493,14.28546322
MLXIPL,2.8439922319999997,4.090361513,5.43289175,6.986629755,5.464262969,3.446790089,3.985425338,2.47595033,3.447940949,2.750143275,4.458366401,4.322715335,2.080833806,6.875909468,4.654896097,2.4598964469999998,4.8875743,1.490594208,2.9534146210000003,4.043504507,3.0501511619999997,5.521886701000001,1.3877666990000002,1.9611606169999998
CD4,6.422472357999999,8.149950386,7.3586506620000005,8.003234147999999,7.347251342000001,7.3827150679999995,8.096170586,9.165901315,9.523440139,7.496909987,8.217243598,7.866271714,4.647220702,4.224809993,5.517700314,3.76776685,2.72438723,3.346863033,6.162393766,2.864064695,3.01765135,2.627330262,2.556522895,6.361552725
PTBP1,9.294171425,9.527492574,9.634347812,8.924773607999999,8.713603627000001,8.959229812,9.207734793,7.935409402,8.443302387000001,7.661856458,8.15105537,7.928846116,8.912555176,9.725335162999999,9.88498349,9.527314131,9.649732227000001,9.171622617999999,10.06324005,9.297783772999999,7.885701485,9.137376637000001,9.457714038999999,9.437644501
PLAUR,10.17459448,10.69698777,10.55485515,11.46472016,12.18799103,11.24712608,12.17074859,11.48643936,11.81518041,11.69089445,10.8149023,11.49237938,11.29095363,9.479834373,10.35143146,10.85203314,10.53070265,12.29800164,10.73130015,10.72100336,10.19086104,9.352978211,11.14335929,11.35108629
DCN,10.37461311,11.32119957,11.275705,13.28358729,13.67528504,12.45408857,13.80040378,15.27345792,16.31638643,18.98068831,17.03594861,18.56703971,8.835885545,7.517456141,7.2294976470000005,7.234402629,7.340172502000001,7.233781277,7.234690936,7.230256775,8.211774693999999,8.377706834,12.74984463,7.226434058
BRCA1,7.88370733,7.292960442,8.164692505,8.110656797,8.177228552,8.043119613,7.614406175,7.813659365,7.32710616,7.124335832000001,7.546524797999999,7.1571091110000005,7.225629933,7.680487681000001,6.5325703729999995,8.489474685,6.870971471,7.971634358999999,7.614596597999999,7.01717515,7.285105622000001,5.774093606,7.741714869,6.830671306
ERCC1,10.71885694,9.922758232,10.10271116,10.38415869,10.68345234,10.50867986,10.70866664,9.462029877,9.012384203,8.985475064,9.200532239,9.615279185,9.40909429,9.631142836,9.627929662,9.833696815,8.990144041,10.5152766,10.56154041,10.70267043,8.792528057,9.397675911,10.66324529,9.577502378
CD22,3.2971958189999997,5.794728352000001,3.12579569,6.263283072,6.070880981,4.352280655,3.4358684310000003,4.527130034,5.57117446,4.114594977,4.578014775,4.195847969,1.1290623,2.817729978,1.394856521,1.90345703,4.173900873,1.5306219819999998,1.0172384620000001,1.4206496769999999,4.180494628,2.750134182,0.865077952,0.837334081
NR1H4,-1.405920385,-1.410600623,-0.396028407,0.46165883799999996,-0.759753186,-1.392345385,-0.45183211799999995,-0.419479672,-1.2933566509999999,-1.316567572,-0.533039101,-0.594106726,-1.362747271,-0.13679382199999998,-1.404991963,-1.385898171,-1.3683632819999998,-1.3881897890000001,-1.3848464669999998,-1.4018785040000001,-1.375209713,-1.39414488,-1.4132769440000001,-1.418222879
ALOX5,7.638267646,6.917070033,6.662578191000001,6.78068821,8.040315465,7.505680872,8.153862076000001,8.00439351,7.939103045,7.783016277000001,6.92100452,7.425710596,7.1639986570000005,5.519685537999999,8.793136152999999,8.242789783,5.964593063,7.76397151,3.5775682539999996,6.632486716,4.330962031,6.960709907000001,6.703673643999999,6.5218419789999995
MVP,7.707844354,9.281044631,8.583420885,9.765793452999999,10.84184424,9.170661232999999,9.220354939,8.483155146,8.404479666,9.180716829,8.396569281,8.887608002999999,7.391680719,8.519686708,9.402754877000001,9.37485626,8.802067934,8.651315937,8.240351533,8.268012505,7.480249263999999,10.85206966,9.188461306,9.413174779
RNF14,8.35161352,9.54983236,8.555208745,9.123963851000001,8.557856382,8.537699627,8.362954647999999,10.18096235,9.528813519,10.28923324,9.735225597000001,9.932951699,9.727888112999999,9.419923156,8.25424442,8.499400512000001,8.927458398999999,9.673585999,7.556355149,9.456512262,10.94440514,8.629503063,8.698421857,8.438644205
ZMYND11,9.463218069,9.306334685,9.428902856,9.309101043,9.044177873999999,9.909801456,9.093381824,9.27918,9.467175255,9.954610848,9.565109045,9.819813695,10.48933583,10.30636824,9.704518807000001,9.883327812000001,9.980322067000001,9.521264211,9.851916276,9.096653125,10.66529223,9.679402724,9.806133508,9.336666866
BID,9.710681541,8.919879635,10.34405574,9.556712051,9.580871795,9.106320071,10.39114514,8.597693673,8.189319231,8.220073138,8.302848912,8.841272857,9.798203823,9.572859318999999,9.235298275,10.83637411,9.290171829,10.63032299,10.49216107,10.89032477,8.517921288,9.542863127999999,10.45085038,10.66211687
NPC1L1,2.344886179,7.2450329,2.879795122,4.910153132,2.87861552,2.7887309719999998,5.182348424,1.4473835469999998,2.69155717,2.5040641519999998,2.4421087669999997,1.26347294,1.1364444759999999,4.554046165,6.102835803,1.5554522130000001,5.094283798,5.0641274880000005,2.587169231,3.49773676,4.86246424,1.489183054,1.327630737,5.035524608
ISL1,0.116208834,0.103509104,0.538982502,1.789079303,0.210301828,-0.084966645,1.023227771,0.43747603799999996,0.76233231,-0.054507398,0.35682366600000004,0.315382352,0.238495822,-0.089591065,-0.089154079,-0.082742946,-0.07637487700000001,-0.08354039099999999,0.518498669,-0.088144142,-0.07891835,-0.085576419,-0.091776773,-0.09329859
ATP2C1,10.17778803,9.659741363,9.127084885,8.707233927999999,8.546242663,9.17390689,9.429411066,9.679259799,9.49187007,10.02194823,9.375103748999999,9.442154837,12.03864637,9.345316034,10.52832854,9.924468137,9.557155282,9.489443006,9.634360126,10.02139618,10.7609095,9.203949384,9.830462033,9.672159955
IGF1,5.593192403,7.114740737999999,6.033615202999999,9.451074957000001,6.422333344,6.7236670929999995,6.9874928039999995,7.244618883999999,9.233492104,6.392311911,9.904111687,9.267816149,3.207255649,1.7514460509999998,1.7587318269999999,1.858980726,1.948466958,2.964761601,2.285039802,1.7753293430000001,1.913759784,2.7228675819999997,3.283096998,1.686853575
WWTR1,10.05228372,8.653595636,10.57837482,9.669825379,8.784822662,8.405045756,9.252197853,9.538507133,10.29867083,10.17374265,10.369706800000001,10.4074796,10.36957336,9.087739931,10.22256837,10.14524916,9.009085018,7.862201134,8.54799913,8.428101779,8.50619201,8.958974829,9.709545907,8.804079077
ATP1A2,2.393229694,4.466315362,2.171109619,6.571418515,1.6218425280000002,3.261127802,2.466290844,2.24723134,4.338032546,0.797212368,5.443335052999999,4.283600736,1.275697884,4.137507471,1.301586278,1.4942570069999999,0.540750223,0.434118815,1.0982928809999999,0.951955584,2.894303235,0.400721439,0.287908602,2.879786668
CYP24A1,1.9516508869999998,0.6417751939999999,2.7366760230000002,5.4700343479999995,1.415398229,0.805934009,2.118034862,2.0454379190000003,3.8340371280000003,4.074316107,4.940340106,5.248062341,4.173844942,0.055093277,0.063027709,0.169643155,0.261165364,0.157271622,0.175286277,0.08100442299999999,3.3250654060000002,0.124613893,2.2254689880000003,-0.016467358
SNAI2,5.791863454,7.326340485,8.705503972,7.6381099379999995,7.365618415,6.357028302000001,8.857995021,7.690838423,8.851476682000001,9.052893956,8.388455759,9.122122907,4.51426642,3.03050927,8.283171164,3.1763143310000004,2.715329398,4.182190223,2.652058804,2.587434409,2.6889489710000003,2.6166969680000003,8.868273048999999,2.525940437
CD74,13.85866374,15.27050982,14.26562746,15.95842729,15.49403251,15.89216259,16.02279174,18.40740216,18.07237853,16.49590282,15.48720968,15.83506816,11.90098641,11.88878733,12.05096597,11.28782362,10.84420394,14.69168375,10.71087393,13.61749755,14.62943871,15.66409344,12.86498901,13.7469291
HGF,3.5862910230000002,5.941395654,4.3442195980000005,7.316717496,5.647572612,6.25843963,5.65782496,5.629398502999999,7.820011325,7.173922834,6.532550532999999,7.047290805,4.25125167,1.768655602,1.348895961,1.454208091,1.5474535919999999,4.552206216,1.459883038,1.366394136,1.5113727280000002,1.4092833340000002,6.022631634,1.272835954
MNAT1,8.330784015,8.97991448,8.470344527,8.629774386,9.408204989,9.265580926,8.771870899,9.102853844,8.765094662000001,9.347897647,9.660448556,9.231248303,8.874810404,9.195001482999999,9.015159711,9.111181421,9.918609108,9.714062964,9.36071739,9.405715247,8.387765806,9.737423113,9.601949263,9.368500494
SAMD4A,6.381368721,6.4758847379999995,7.990527967,8.962403963,6.942579783999999,6.890024331,7.600027995,7.237878669,8.163869559,7.529207327999999,7.963444445,7.8801108929999995,6.944843542,7.732667505,8.430284011,7.702000685,8.307523322,6.803708501,5.507665316000001,7.992060851000001,6.725015453999999,7.555262081,6.967953558,7.759166929
RUNX3,7.026014055,5.94548485,8.056331343,7.60754516,5.866454489,6.6177372839999995,7.033453851,6.459376164,7.191388783,6.185602417,6.130523275,5.8338153020000005,6.018030702999999,5.165384512,7.107998567,8.649080707000001,6.070295425,6.428483886,5.711987376000001,2.729344063,3.808686642,3.01363942,6.815412189,3.053135852
SERPINB1,9.294966671000001,10.59387165,9.361619843,10.5518858,10.33355276,9.790103388,10.25023663,10.38096307,10.24188758,10.53201051,10.09435072,10.61677029,10.89085786,9.677119725,10.25949554,11.19403456,10.47937415,10.0869239,9.407560272000001,9.867250824,9.319956778,9.507963532,10.45971555,9.628282273
SPAST,8.478305267,8.010257135,8.13004219,10.20550889,7.367710575,7.746259944,7.815115111,7.814200757,8.335924462000001,8.188174585,8.027715248,8.464987222000001,9.340826303,8.253266222999999,8.104463491,7.5496823829999995,7.868196757000001,7.591501895,8.164327007999999,7.585684227000001,8.639029548,6.791956062000001,6.9747886779999995,7.682687004
NLRP2,8.42236746,4.349381243,4.882603608999999,6.843483265,4.255848658000001,8.10058522,8.634132524,7.180918092000001,5.691002547,7.453004803,7.38784221,7.303681619,9.288400475,4.449371961000001,3.1976722,7.142827978,3.3001188060000004,8.064020111,9.871311943,7.226849222999999,3.280255667,8.257812129,7.382249221,8.381436638
RB1CC1,10.59443699,10.05071023,10.37034707,9.609994432,9.438177309,11.09128519,9.826326345,10.22667238,10.75936616,9.906159674,10.02420928,9.857276195,11.42875716,10.277272199999999,10.66724687,10.11440664,10.56898707,11.02937669,11.027158300000002,10.69890944,11.78889762,10.55694896,10.03503148,10.08545122
ERP44,10.41558199,10.28193638,9.758868408,9.693947836,9.642457853,9.284562236000001,9.988097174,10.59148984,10.78103586,10.60472226,10.32606984,10.37866618,11.17333209,9.185968047000001,9.749392154,9.620048221000001,9.665011906,9.87567189,9.616287608,9.90680072,9.985785546,9.646034754,9.813318407,10.09522851
BIRC3,9.361795671,8.642255201000001,10.57334685,10.20414192,8.089501617,8.711441449,8.85035385,9.818752157999999,10.656642399999999,11.12666364,10.53467144,9.724315181,13.28085732,9.035221193,10.32880577,11.74103957,9.609595,11.88974695,7.790146397000001,12.90312327,11.07685505,13.11866209,12.4312452,12.88853457
ABCC2,3.52151587,3.78459751,5.69536717,5.667065674,4.981789727,4.895683424,5.718599397999999,3.228374708,3.5610919,3.101255342,4.841817253,4.280257078,2.9905323960000003,3.9494347889999997,2.136684638,3.4918769739999997,4.932657093,5.58565354,8.727357845,1.7865778159999999,6.022705281,4.67004743,8.138094176000001,8.953976952
HSF2,7.975930967999999,8.092595126,7.566825214,7.433021774,7.757384134,7.68806839,7.3630885820000005,8.353569488,7.948094277,8.902749492,8.682864052000001,8.488842246,8.55300248,7.886626857,8.144229073,7.764400977999999,7.891178987000001,7.922535966,8.082591749,8.403847408999999,9.083649869,8.271612416,7.427425457999999,8.146084789
HSD17B6,4.893910449,6.100399361,6.009251422999999,5.176632529,6.918964045,6.707875898999999,6.842101502,5.967711041,6.372858708,6.098922324,6.25924296,7.745531205,3.341452911,3.963856984,4.732107323,4.592197303,3.4472854539999997,3.9360940739999997,3.422704532,3.545918851,5.329588805,2.119329703,3.9737286039999997,4.452421516999999
NR1H3,8.234021559,8.084317288,8.249894215,8.31907386,8.719619093,8.41164299,8.413252446,7.441971209,8.786617554,7.561822449,7.844761284,7.92045507,6.786580783,7.327494132999999,6.812116705,6.593839117999999,6.831369109,8.532482748,7.231416672999999,6.340798689,6.384233332000001,7.673475513,6.422500154,7.1935007639999995
VIM,12.26515331,11.68828419,11.64942835,12.65437089,11.44066934,11.74935404,12.40395306,10.83040323,12.880987699999999,10.99814778,12.60858049,11.76397625,11.01194931,8.878654121,13.11441632,9.452868005,9.216913438999999,10.91929363,8.913748506000001,6.975507951,7.060162637,9.068140842,13.09229316,7.5022514970000005
FAS,8.468366613999999,7.518182089,8.644211067999999,8.089267057999999,7.418209036,7.350641013,8.00112965,8.314284229,9.814841192000001,9.043341395,9.126453021,9.378240785,9.575819661,8.027053249,7.914870195,8.283240296,5.784495947999999,8.163511024,4.476889577,7.069254654,9.398281039,8.248134408,8.363853472,6.804952749
CD44,9.98685881,11.17883908,11.71866324,12.05014888,11.30196271,13.59611974,12.21667574,12.09708242,12.43856711,13.48853483,12.31020394,12.73659736,12.73564278,11.48973521,12.67477542,12.17169157,12.02897002,13.86870281,12.30231929,12.16935588,13.28753992,12.8876046,12.09064014,12.21299753
IFNGR1,10.82746323,10.60271751,9.728460162000001,10.20972519,10.16665842,9.93412343,10.56631909,11.90266414,11.64156531,12.94996727,11.79912205,11.8123959,11.64366751,10.14354655,10.75324964,9.982799894,10.83990733,11.07849265,10.51102303,9.916880756,13.04431765,11.13416431,10.06415506,11.58405281
TNFRSF1B,5.975547864,7.161779201,6.942823327,8.828440877,6.146431125,7.077988317000001,7.430429561,7.183456306,8.628768004,6.771947317,7.302963607000001,6.385600666,4.846136801,4.19567605,3.681772219,5.428488878,4.227943515,5.502468339,2.84670917,2.746340712,5.138861772,6.416162249,3.881824509,2.648301125
