0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
YY1,24.53,24.06,27.1,18.01,34.96,34.35,16.52,30.39,32.74,42.19,34.83,32.4,37.15,44.05,26.6,40.04,35.23,37.25,34.28,39.39,34.81,28.18,0.0,45.27,29.91,15.22,26.12,42.62,57.93,51.86,65.68,73.31,0.0,69.3,96.21,158.95,156.38,200.97,40.04,36.25,38.2,32.42
APEX1,160.08,172.75,144.42,122.23,166.69,164.27,133.15,171.55,158.12,149.11,166.55,187.52,173.57,210.06,188.71,309.36,166.54,199.75,197.91,200.15,141.74,139.15,0.0,134.29,137.5,97.42,140.96,140.0,132.31,90.53,109.32,117.6,0.0,44.16,63.79,18.87,35.86,29.61,145.64,161.08,160.45,150.28
CHD8,23.6,22.6,14.44,29.32,22.26,26.97,18.8,25.57,28.33,29.55,19.0,28.74,24.69,26.05,29.43,24.11,26.34,33.85,26.63,18.63,20.53,21.63,0.0,22.39,22.94,70.49,13.7,8.56,8.07,60.4,80.88,56.76,0.0,57.89,87.86,57.06,66.44,94.22,43.56,45.17,47.72,31.27
PCK2,49.64,40.36,45.53,39.01,36.19,29.97,15.01,19.75,7.41,11.5,17.79,16.59,15.77,8.31,8.08,9.74,10.73,8.95,10.6,11.87,49.2,58.58,0.0,34.0,43.11,22.44,15.01,27.1,12.22,13.04,12.55,7.55,0.0,1.87,8.73,0.0,1.12,2.22,9.02,7.27,8.02,8.67
NFKBIA,32.86,26.92,18.95,39.32,37.97,35.71,23.36,33.25,233.06,250.88,34.65,34.22,30.14,34.34,31.69,35.34,26.3,23.24,22.59,20.58,45.25,49.38,0.0,59.08,65.39,41.07,65.33,72.05,84.32,850.76,1204.25,994.56,7126.55,2115.79,2227.33,1788.89,1740.11,2115.04,40.96,35.16,38.48,243.48
NFATC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3
PLTP,0.61,0.92,1.15,2.29,0.81,0.76,2.35,1.3,1.81,1.55,1.07,1.17,0.39,0.12,0.86,0.67,0.93,0.74,1.15,1.5,1.01,0.98,0.0,0.39,0.96,4.17,0.0,0.0,0.0,0.34,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.95,0.83,1.14
MMP9,0.12,0.43,0.61,0.0,0.0,0.3,0.46,0.17,5.31,4.52,0.16,0.0,0.1,0.0,0.31,0.13,0.18,0.28,0.58,0.21,0.05,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.45,0.08,3.51
CD40,2.67,2.98,1.73,2.12,1.96,3.12,2.43,4.39,29.75,33.32,3.44,4.95,5.04,2.37,6.89,4.39,4.74,5.7,6.04,7.52,2.17,7.82,0.0,5.91,2.31,0.0,0.0,5.17,3.77,3.31,1.9,3.0,0.0,0.0,1.96,1.43,0.0,4.87,17.13,14.47,20.16,40.27
MYBL2,8.4,8.25,6.46,11.67,7.58,8.33,5.34,5.3,16.64,24.79,6.15,27.3,28.07,22.83,32.12,57.72,39.6,12.55,12.77,18.83,7.46,7.85,0.0,8.83,14.01,6.39,2.93,3.54,1.44,12.68,13.24,6.13,0.0,9.79,2.17,2.6,1.13,4.08,19.47,12.78,18.85,15.45
HNF4A,0.0,0.22,0.37,0.0,0.0,0.28,0.0,0.25,0.0,0.08,0.45,0.0,0.0,0.07,0.0,0.09,0.18,0.1,0.55,0.55,0.27,0.63,0.0,0.26,0.24,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.24,0.42,0.05
NFATC2,0.71,0.64,0.37,2.39,0.49,0.84,0.28,0.24,0.22,0.15,0.36,0.21,0.34,0.24,0.74,0.63,0.39,0.17,0.19,0.31,0.8,0.87,0.0,0.46,1.07,5.7,0.0,0.12,0.0,1.71,0.84,1.75,0.0,8.41,3.98,2.04,4.93,6.27,0.16,0.07,0.17,0.26
SALL4,0.52,0.82,1.35,1.17,0.71,1.1,0.66,0.6,0.15,1.36,0.81,0.93,0.67,1.11,1.35,2.5,0.64,2.07,2.0,1.29,1.06,0.14,0.0,1.52,0.49,0.0,0.0,0.62,0.0,0.61,0.52,1.46,0.0,1.23,8.14,2.1,1.99,6.33,0.94,1.2,0.95,0.76
PFDN4,34.19,66.8,52.17,52.06,56.72,58.06,223.22,87.35,61.55,34.1,74.47,50.46,38.9,59.76,75.32,37.42,55.58,59.85,81.38,51.72,37.21,31.32,0.0,34.06,30.38,70.5,575.48,298.35,419.8,20.72,19.31,31.03,0.0,16.06,19.85,38.2,43.14,37.33,26.12,63.47,30.09,56.34
BMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.05,0.02,0.15,0.03
NELFCD,48.47,41.5,38.36,28.1,31.85,40.65,30.79,38.54,30.1,39.95,33.57,42.42,35.77,42.47,28.03,50.57,33.72,33.62,31.06,35.36,45.74,41.0,0.0,42.68,36.61,44.57,9.68,13.71,14.4,24.99,45.32,29.92,0.0,33.6,22.0,38.91,16.26,13.87,31.3,30.04,33.53,27.89
TCFL5,5.35,3.78,4.67,8.31,1.96,4.14,2.03,4.52,2.88,3.35,4.76,6.56,6.16,3.73,6.52,6.79,6.57,6.08,4.22,4.19,5.04,3.98,0.0,5.93,7.52,0.0,11.51,10.17,6.35,7.81,4.96,6.71,0.0,8.08,3.31,4.31,5.18,4.15,3.8,2.63,4.62,2.39
BIRC7,5.89,5.3,1.78,0.0,7.08,3.53,4.19,4.45,4.63,3.6,5.76,4.77,4.92,2.25,4.12,3.61,6.37,6.83,3.49,2.44,2.46,2.84,0.0,6.5,8.63,0.0,4.53,4.95,2.59,5.5,5.25,2.67,0.0,1.05,2.31,1.59,0.0,0.0,6.22,6.58,10.28,1.92
AVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC25B,128.94,129.9,107.63,137.19,104.23,135.54,94.41,107.17,122.37,141.47,102.42,92.79,87.57,84.39,62.63,112.27,66.25,105.31,75.48,96.6,121.7,118.38,0.0,110.66,133.14,134.88,21.21,35.21,27.27,87.42,97.09,76.54,0.0,32.29,35.04,6.17,8.44,0.6,192.69,148.82,194.96,113.12
TRIB3,15.6,16.11,18.99,22.0,16.72,15.08,8.08,15.94,41.38,50.27,11.88,16.68,14.03,6.04,13.12,16.09,16.32,31.4,25.69,39.31,15.54,14.65,0.0,15.47,19.67,19.22,12.44,7.07,4.34,15.28,16.63,7.19,0.0,8.84,5.58,5.74,1.82,1.22,27.3,17.84,24.51,36.81
ANGPT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
PDYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0
SAMHD1,5.57,6.94,8.13,11.95,4.4,5.37,3.19,5.48,39.71,42.1,5.7,6.31,9.06,5.32,7.32,7.28,5.59,9.48,7.44,6.84,5.84,5.96,0.0,7.63,6.03,10.48,15.78,7.26,9.62,5.8,6.91,5.48,0.0,5.22,18.47,2.47,4.3,0.0,117.84,110.63,123.3,41.23
JAG1,2.77,2.17,5.81,2.9,0.84,3.28,7.74,3.62,12.98,11.78,4.16,3.18,5.05,5.5,2.73,4.26,3.7,2.71,3.11,4.1,6.91,5.15,0.0,4.2,5.65,7.46,1.47,2.42,5.44,28.17,66.76,42.61,0.0,91.66,64.17,9.82,7.27,7.23,6.4,4.04,5.16,10.84
E2F1,18.24,14.5,14.7,10.41,11.2,15.42,16.53,11.65,22.61,18.92,13.93,42.74,41.93,20.42,30.92,40.27,32.07,11.97,12.11,16.43,15.22,17.97,0.0,15.68,23.23,27.43,8.31,8.6,9.52,14.66,15.54,14.32,0.0,4.37,2.15,0.0,0.28,0.0,15.25,13.27,18.8,12.7
MAP1LC3A,11.38,7.6,8.07,0.0,8.53,6.16,3.7,7.8,16.76,17.89,7.74,6.9,5.59,1.07,7.49,8.46,6.44,7.44,7.52,7.19,6.65,13.06,0.0,5.31,7.33,7.4,8.75,2.35,6.36,11.63,8.49,9.37,0.0,39.0,32.48,62.1,64.95,71.53,3.68,3.74,3.29,10.08
ZNF516,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.14,0.0,0.0,0.04,0.09,0.05,0.06,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.01,0.21,0.0
SMAD7,22.34,13.21,25.59,15.97,10.84,9.52,9.44,7.04,14.77,23.14,7.68,10.7,10.33,9.8,5.99,14.2,8.64,5.58,8.78,10.37,20.52,36.94,0.0,16.48,16.89,77.34,22.08,30.8,16.38,39.91,41.95,57.67,0.0,14.91,12.28,9.62,4.88,6.7,7.6,4.97,5.89,10.0
LAMA1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.11,0.0,0.0,0.0,0.36,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.38,0.09,0.01,0.12,0.0
RBBP8,12.81,15.31,10.43,24.52,15.87,11.93,10.78,14.96,9.42,11.68,15.12,16.13,22.11,27.78,15.33,22.52,22.56,15.3,15.45,10.56,11.23,9.49,0.0,8.73,10.02,10.07,23.76,20.2,41.99,13.73,38.4,16.99,0.0,50.22,43.1,22.7,21.79,29.75,13.68,15.44,14.77,13.54
STS,8.49,6.36,8.32,3.71,5.77,7.21,4.36,7.02,6.27,3.68,6.43,6.69,7.49,8.03,4.58,7.62,6.75,6.57,5.8,7.71,8.35,6.33,0.0,7.35,7.48,5.09,3.34,4.35,2.05,2.82,1.25,2.21,0.0,0.82,0.87,0.74,0.56,1.27,20.54,17.83,19.26,4.94
ATP1B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0
SRPX,6.75,9.65,5.48,8.57,10.11,5.2,4.88,10.79,5.0,2.82,7.45,5.16,4.49,4.88,5.1,4.7,5.85,11.11,9.41,9.2,4.94,3.6,0.0,5.17,5.8,45.98,1.33,4.87,0.0,3.6,4.12,1.22,0.0,0.0,1.71,0.57,0.0,0.0,7.16,4.82,5.87,3.9
XIAP,13.28,12.18,15.97,2.15,10.77,11.85,23.84,21.43,20.09,20.09,9.94,9.85,11.34,7.21,17.8,15.88,13.98,20.02,16.55,10.23,8.71,12.2,0.0,11.03,13.58,16.4,7.78,30.48,36.1,4.76,21.02,10.89,0.0,11.78,11.47,22.48,24.53,44.48,15.91,19.03,18.79,21.98
F9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYP,0.94,1.12,0.31,7.52,1.52,0.98,0.0,0.92,0.66,1.03,0.52,0.77,1.02,0.19,1.23,1.5,0.9,1.1,0.84,2.38,0.94,0.98,0.0,1.45,1.15,0.0,0.0,3.41,1.54,0.0,1.12,0.3,0.0,1.94,0.0,8.59,3.46,9.4,0.92,1.2,1.26,0.78
ELF4,7.61,8.2,10.74,6.33,5.14,7.97,6.89,6.01,9.83,12.31,5.48,7.99,8.12,7.48,5.93,11.82,8.18,5.59,5.66,7.59,12.89,10.08,0.0,13.53,13.72,28.31,3.69,4.61,5.77,18.89,14.92,20.14,0.0,23.77,17.68,41.04,20.57,21.69,10.65,7.68,8.18,8.19
SMARCA1,18.6,17.3,18.33,22.45,13.07,21.05,13.25,21.61,26.47,20.04,21.66,19.76,22.37,33.9,20.78,24.6,21.85,26.76,27.74,29.41,20.09,9.41,0.0,21.28,18.11,29.0,18.52,27.36,15.85,17.1,15.89,15.37,0.0,10.87,16.87,8.25,10.85,11.58,25.04,22.65,21.05,22.54
RBBP7,130.84,148.61,116.62,126.25,205.09,158.78,175.41,173.63,144.61,157.57,147.33,185.75,177.92,189.22,259.34,246.96,211.37,218.33,233.54,179.22,116.98,100.11,0.0,114.71,100.31,97.36,87.85,89.41,129.57,60.9,81.66,68.61,0.0,19.91,32.81,35.88,32.01,61.77,208.68,261.38,224.74,158.2
FMR1,9.26,11.14,9.66,7.78,7.89,11.28,11.17,11.5,27.15,16.49,12.63,9.99,18.78,23.81,12.9,21.41,15.01,15.18,14.0,13.82,10.29,7.24,0.0,7.46,9.36,56.25,30.73,20.03,47.75,13.76,17.48,17.62,0.0,17.29,39.65,40.73,41.76,38.88,28.1,28.81,27.98,20.93
PIM2,3.56,3.2,3.31,5.19,1.17,3.59,1.91,3.42,4.41,4.98,3.31,4.22,4.73,1.7,5.51,5.16,4.35,4.29,5.24,5.18,2.63,5.29,0.0,1.4,4.52,7.01,4.37,2.21,4.38,5.33,1.36,0.92,0.0,3.7,1.41,1.93,3.91,4.48,4.55,5.87,3.91,5.15
RS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK1,318.69,340.08,335.3,349.05,348.93,325.05,271.99,316.3,369.09,344.55,324.63,308.99,330.45,292.86,297.43,294.95,300.63,312.72,361.26,359.23,303.86,280.7,0.0,209.16,180.84,102.04,138.59,119.07,154.85,88.2,78.99,41.93,0.0,23.35,13.27,8.28,9.98,14.16,504.38,553.36,559.11,373.46
GATA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40LG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMP1,622.58,675.32,584.85,582.68,775.72,610.8,528.85,569.8,449.84,415.84,593.48,615.63,494.45,272.98,607.94,325.1,516.34,537.19,534.95,467.04,543.36,548.17,0.0,481.79,526.12,294.33,185.07,207.49,184.49,243.18,183.66,180.48,0.0,87.81,26.37,16.46,23.04,16.96,498.82,549.84,514.28,513.06
KLF8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.02,0.0,0.0,0.0
SYTL4,3.39,6.09,3.86,4.21,6.02,4.18,1.6,3.31,3.04,5.0,2.9,5.56,7.14,6.44,5.89,6.95,9.81,2.6,4.29,3.24,3.57,3.39,0.0,2.8,8.69,8.32,6.01,2.07,8.74,4.63,23.24,3.77,0.0,0.0,1.41,0.0,0.0,0.0,5.56,3.94,4.85,5.46
TNFSF13B,0.0,0.1,1.39,0.0,0.66,0.58,0.83,0.32,12.61,12.05,0.92,0.31,0.55,0.59,1.11,0.12,0.52,1.32,1.18,1.16,1.26,3.65,0.0,0.34,0.64,0.0,0.0,2.37,1.49,0.0,0.0,1.01,0.0,6.36,2.24,0.0,0.0,0.0,22.37,28.34,20.68,11.48
KLF5,21.62,22.69,24.52,21.0,16.19,24.04,18.85,19.95,18.87,15.56,18.86,19.34,28.12,33.56,15.52,19.77,21.5,23.17,24.79,20.74,25.83,31.13,0.0,24.27,27.34,40.24,48.29,34.56,49.67,25.68,27.77,28.97,0.0,5.8,29.27,25.95,26.42,18.66,21.24,14.96,19.73,19.82
ACP5,1.1,2.15,1.69,0.0,0.26,0.47,0.0,0.45,0.0,0.62,0.28,1.54,0.34,0.8,0.44,0.23,0.46,0.45,0.37,1.46,1.81,5.76,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.33,0.76,0.08
DNAJC3,9.01,9.0,9.67,8.69,6.05,7.69,4.91,9.31,9.64,7.84,9.04,6.82,8.8,7.47,7.37,7.86,7.03,8.86,7.67,7.53,9.37,7.06,0.0,8.08,8.37,12.57,5.45,7.67,5.81,9.48,15.23,12.7,0.0,11.03,14.08,6.59,8.86,5.63,5.56,5.49,5.23,8.1
FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.0
TSC22D1,96.85,104.98,100.42,69.47,81.07,73.85,58.92,60.72,38.83,39.39,73.97,54.95,61.68,43.82,56.32,55.77,55.43,85.44,84.48,70.64,73.7,59.38,0.0,54.11,52.48,47.27,48.85,39.42,47.54,60.33,64.2,62.23,0.0,52.59,65.46,37.89,42.61,38.82,108.94,120.01,116.49,47.77
MSLN,0.0,0.33,1.42,0.0,0.0,0.47,0.0,0.25,1.8,0.18,0.27,0.48,0.99,0.0,0.81,0.82,0.34,0.63,1.17,0.49,0.46,1.59,0.0,0.59,0.55,0.0,0.0,0.0,0.0,1.41,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.76,0.92,0.21
HSF4,18.64,16.11,14.98,6.3,8.19,17.94,7.71,20.65,53.69,30.66,19.1,20.73,22.59,15.92,40.86,28.43,20.2,33.13,16.6,12.28,11.5,9.1,0.0,20.97,20.71,4.8,28.38,2.9,13.0,23.01,28.87,30.96,0.0,19.68,0.0,2.07,0.0,0.0,25.54,35.32,52.74,16.4
MAPK3,19.96,15.65,17.39,34.52,33.09,16.37,7.96,9.21,20.87,21.76,10.62,22.04,16.09,15.2,18.59,21.63,17.46,14.73,13.98,26.29,21.56,41.32,0.0,23.62,18.43,15.6,3.81,6.77,24.92,13.28,22.85,15.05,0.0,4.95,3.44,1.5,2.71,14.85,19.93,10.82,13.62,15.74
ELMO3,1.23,0.6,0.5,0.0,0.3,0.66,1.41,1.13,1.45,1.24,1.16,1.15,1.41,0.7,1.29,0.61,0.28,0.96,0.91,0.54,1.11,0.64,0.0,0.77,1.1,2.51,2.96,0.83,0.0,1.64,2.05,1.7,0.0,5.77,0.0,0.44,0.0,0.0,1.15,0.95,1.13,0.56
NFAT5,4.15,4.04,5.28,2.33,3.04,6.29,2.65,4.8,7.0,5.06,6.87,3.08,6.97,6.51,3.71,5.34,3.28,5.53,6.71,6.25,4.09,5.61,0.0,6.32,4.46,14.81,3.35,5.79,3.44,15.5,18.18,17.18,0.0,33.78,44.07,94.58,82.67,60.57,6.67,6.66,6.51,5.2
CCL22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.14,0.0,0.13,0.36
CCL17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.62,0.41,0.0,11.88
CTCF,19.55,17.07,16.75,26.63,16.15,17.19,17.9,19.48,19.9,15.87,14.19,20.87,22.02,21.66,21.12,25.84,22.14,19.64,17.02,18.03,18.83,17.14,0.0,24.63,20.14,34.45,14.11,12.67,14.57,28.72,23.84,23.23,0.0,12.69,28.82,9.79,11.11,24.54,19.51,14.9,16.52,16.01
NME3,33.81,44.65,35.81,25.11,48.32,34.64,78.15,30.38,23.5,25.14,34.43,35.01,26.77,7.29,49.65,25.68,31.13,23.05,21.45,21.77,23.07,50.01,0.0,42.94,44.48,130.63,30.37,34.53,13.56,15.19,35.71,11.73,0.0,7.99,0.0,0.0,2.25,0.0,18.21,14.24,19.66,20.98
AXIN1,14.55,8.57,8.95,13.92,6.34,9.35,3.82,5.57,13.41,13.1,5.36,9.36,9.28,5.22,6.38,13.88,9.3,8.0,6.66,12.09,12.15,13.56,0.0,16.53,19.01,21.1,3.34,4.02,1.14,20.74,19.32,21.73,0.0,21.13,13.01,23.01,19.94,25.89,10.66,5.81,10.3,7.58
TSC2,13.62,17.66,8.87,55.76,20.05,17.94,19.33,14.7,30.76,25.52,16.18,14.07,16.45,22.42,31.65,34.83,15.32,16.37,12.09,13.0,12.43,29.35,0.0,27.58,27.6,53.88,2.66,7.35,6.11,22.03,47.58,40.91,0.0,38.14,55.48,14.45,14.38,14.84,17.05,19.63,18.12,13.55
ABCC1,62.18,42.92,54.55,37.25,35.62,46.77,26.43,38.22,45.36,58.51,37.52,38.06,39.9,29.31,30.68,45.1,32.42,45.56,39.71,61.3,58.78,51.82,248.31,77.84,87.06,104.57,23.6,23.24,13.4,92.04,80.38,104.55,0.0,37.58,50.52,19.02,14.84,16.36,130.76,74.24,98.37,41.23
FOXF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.01,0.05,0.03,0.03
UBE2I,105.78,101.81,109.26,70.38,150.4,115.06,76.12,96.64,145.49,165.3,97.01,96.42,96.25,125.5,127.42,170.76,126.52,99.13,89.19,86.56,108.6,137.06,0.0,96.3,111.03,110.34,23.27,65.63,35.07,61.89,82.24,63.04,0.0,100.39,64.4,148.16,161.54,185.01,103.99,96.63,107.65,139.12
MEFV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.81
RBL2,13.71,8.85,7.02,11.5,7.61,14.11,5.95,9.77,10.68,9.36,9.93,9.89,16.39,12.02,11.02,13.31,12.48,13.88,14.63,15.89,9.74,11.17,0.0,10.79,13.57,5.73,8.6,13.85,12.56,8.11,8.58,7.25,0.0,2.37,4.33,1.31,1.14,0.91,13.16,12.61,12.03,10.03
MAZ,71.43,58.16,60.07,85.89,66.32,56.13,27.79,51.63,52.61,73.64,42.46,94.18,68.31,50.35,60.88,110.51,86.73,60.48,42.95,68.92,73.7,98.04,0.0,83.09,92.36,265.46,61.91,30.36,43.34,99.9,72.62,122.25,0.0,57.33,25.11,20.22,12.6,29.9,65.49,40.97,64.24,40.9
ACSBG1,0.12,0.0,0.0,0.0,0.22,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.32,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,4.89,0.0,0.0,0.0,1.61,0.09,0.01,0.17,0.0
OCA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
TJP1,25.4,17.21,23.06,16.14,17.76,27.31,11.07,18.74,39.37,46.05,19.63,19.96,27.14,26.78,22.8,30.22,24.75,20.58,23.61,25.1,24.81,23.75,0.0,24.97,31.47,64.68,16.93,18.14,14.94,64.3,87.04,70.18,0.0,87.57,105.52,85.19,78.1,78.48,33.38,28.65,26.86,35.25
MYEF2,13.5,12.51,8.91,35.83,13.03,16.69,12.07,14.29,13.57,17.36,15.64,17.8,20.67,34.31,22.22,27.81,18.79,18.57,18.64,20.52,9.43,14.56,0.0,19.45,8.19,5.47,45.23,27.23,24.39,29.55,45.52,32.19,0.0,25.8,59.68,39.56,53.05,42.95,15.71,18.26,19.04,14.96
RIPK2,8.79,8.54,8.47,8.28,7.64,8.23,4.92,7.09,21.5,17.67,8.03,7.29,8.73,9.3,8.46,11.82,6.41,9.57,11.1,9.98,7.62,7.29,0.0,9.54,8.45,47.78,8.92,10.85,10.9,17.25,30.14,21.56,0.0,42.34,35.22,18.1,12.87,27.58,9.54,9.76,9.0,24.55
NBN,14.23,11.81,13.94,17.26,10.38,13.29,12.4,10.66,27.64,23.98,13.51,10.8,15.05,19.49,14.18,11.51,14.44,16.45,14.99,15.53,13.29,13.15,0.0,7.34,8.04,8.1,10.43,25.16,21.38,12.65,21.18,9.29,0.0,6.83,17.51,2.2,1.95,1.18,25.0,23.93,25.16,23.19
CALB1,0.0,0.26,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,1.01,0.0,0.07,0.13,0.2,0.0
