0,1,2,3,4,5,6,7,8,9,10
ACHE,0.68,0.91,1.31,3.93,3.64,5.62,4.64,0.15,3.4,2.86
BAX,26.05,7.35,23.41,36.11,22.13,48.69,29.91,55.92,21.56,59.42
PSMC5,41.84,36.06,50.45,63.2,51.6,103.6,61.57,82.45,49.05,57.98
CETP,5.41,3.1,3.19,11.23,5.53,0.94,3.92,2.17,1.4,2.15
MMP2,10.06,4.23,34.87,33.42,22.1,2.25,90.1,33.05,100.53,2.87
GNAO1,3.9,9.19,3.89,1.77,4.35,2.89,2.95,0.67,3.34,0.48
PTHLH,0.13,0.26,0.58,0.5,0.0,0.42,0.24,7.61,1.56,0.07
TFAP2C,0.0,0.0,0.19,0.16,0.03,0.0,0.05,0.0,0.09,0.02
AURKA,0.4,1.57,4.9,1.61,0.64,14.41,2.03,8.67,0.6,25.09
GP6,0.18,0.13,0.0,0.14,0.03,0.16,0.1,0.11,0.16,0.12
KHSRP,16.14,15.71,25.95,24.94,20.47,52.84,26.08,26.29,23.12,37.63
DNMT3B,0.19,0.17,0.58,0.51,0.43,0.38,0.3,0.57,0.47,0.33
SLC15A1,8.42,7.47,10.51,14.23,17.72,9.19,4.18,5.53,7.6,3.26
PPP1R13B,6.94,5.5,8.73,9.85,13.27,6.79,10.26,10.72,14.66,6.47
MAVS,5.32,4.2,7.4,8.46,6.29,9.6,5.52,10.04,6.92,11.34
OAS1,15.9,8.84,21.71,119.78,52.1,9.49,33.99,12.18,9.86,26.84
RPLP0,554.22,541.28,848.11,549.38,567.97,1034.73,716.35,1675.22,621.47,1047.11
PEBP1,921.49,1038.97,586.03,900.36,1169.47,1001.98,796.3,605.11,849.93,482.07
TBX5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.0
ERP29,59.07,69.95,46.03,66.97,70.11,123.54,57.98,87.12,24.06,49.26
NOS1,0.04,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.03,0.0
FUS,130.9,90.11,169.22,249.75,238.06,103.45,244.34,171.14,237.27,245.12
HEPH,0.88,0.37,1.14,1.12,0.75,0.53,1.83,1.14,1.76,0.69
BIRC5,0.95,0.48,2.19,1.95,0.87,6.32,0.88,19.32,0.55,7.05
SLC9A1,2.54,1.33,2.48,4.38,3.16,1.51,4.7,3.58,8.07,1.49
ICAM1,30.73,6.3,25.81,16.58,12.84,61.24,42.58,26.18,20.33,21.54
SI,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
TFAP4,1.33,1.4,3.72,2.84,3.01,1.01,1.85,3.55,1.94,1.72
ZNF268,1.94,2.82,1.93,3.21,2.06,3.66,2.34,2.31,2.49,1.7
NLRC4,0.48,0.32,0.41,1.14,0.41,0.33,1.05,1.62,0.35,0.38
NRCAM,0.0,0.0,0.67,1.24,0.03,19.06,0.95,1.26,0.41,11.25
LAMB1,9.13,9.19,24.59,35.32,15.44,25.42,61.08,59.01,59.26,4.18
SLC26A4,0.05,0.0,0.02,0.03,0.18,0.02,0.18,0.03,0.12,0.04
SLC26A3,0.0,0.08,0.0,0.23,0.09,0.0,0.1,0.55,0.1,0.0
ABCC6,54.89,89.63,49.0,86.93,78.23,36.9,46.1,47.76,34.01,112.08
ITGA6,1.21,1.11,6.84,5.86,2.9,20.01,4.21,4.28,1.76,7.87
TF,5360.32,7127.93,3066.58,7769.7,6168.28,8931.24,5427.24,1108.67,750.16,4390.2
ESR1,3.79,3.37,1.29,2.09,2.42,0.29,3.78,0.65,4.21,0.64
ANGPT2,0.4,0.25,0.86,0.63,0.32,3.41,1.85,1.65,1.4,1.34
MYH7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02
CEBPE,0.1,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
PHGDH,57.89,70.79,29.2,25.09,54.37,27.06,40.91,68.01,64.03,0.48
EZR,15.37,12.76,25.5,33.63,32.03,39.28,45.04,18.95,43.25,14.17
TGFB2,0.27,0.0,2.84,0.42,0.36,0.91,2.75,3.54,1.69,0.02
KRT31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC6,0.24,0.33,0.84,0.68,0.76,3.86,0.94,6.57,0.23,4.44
MSH2,0.74,1.09,2.87,2.37,1.3,1.96,1.7,3.74,0.9,3.02
EPB41L4B,16.36,19.94,10.23,10.96,11.73,14.71,10.71,6.13,5.03,2.78
PTGS1,0.92,0.27,1.07,1.9,0.99,0.18,0.55,1.36,1.05,0.55
BTAF1,5.74,3.3,4.91,6.45,5.89,3.34,5.03,6.95,4.95,4.2
TDRD1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.02,0.0
SORBS1,9.5,7.66,13.33,9.27,8.42,16.25,11.45,7.97,12.77,17.65
BAMBI,5.34,6.56,18.93,14.4,9.28,25.62,7.82,23.89,5.18,1.92
IL11,0.08,0.0,0.08,0.3,0.0,0.0,0.07,0.09,0.22,0.27
CREM,23.58,10.64,19.59,14.42,14.57,17.63,53.8,17.24,24.98,27.64
HSP90AB1,118.81,75.26,233.3,131.22,116.9,278.67,195.68,275.38,118.95,304.27
SIRT1,2.71,3.25,2.42,3.52,2.45,1.89,1.48,3.47,1.65,1.3
JAK2,0.73,1.59,1.0,3.24,1.09,0.28,1.36,0.88,1.94,0.51
IL12RB1,0.6,0.07,3.77,2.17,1.06,0.13,1.9,1.57,1.76,2.94
ABL1,2.66,1.64,5.29,5.54,3.62,6.12,6.75,8.93,6.55,6.28
ACOT7,7.26,8.29,9.12,22.78,13.82,13.3,12.79,18.99,5.32,12.25
SCD,145.31,200.28,90.93,169.69,58.64,134.4,84.91,216.9,30.4,85.09
NRP1,4.71,5.07,11.68,15.1,6.55,6.4,15.64,12.49,19.52,8.37
MZF1,9.56,6.81,6.9,10.75,9.73,5.9,9.26,12.07,14.88,5.82
CDC34,35.28,48.42,35.76,57.11,57.96,48.46,39.44,50.66,40.92,29.89
HCN2,0.07,0.0,1.02,0.26,0.02,1.27,0.06,0.05,0.08,0.02
GADD45B,239.57,181.64,106.16,102.86,112.39,80.33,290.51,39.89,157.75,145.1
MADCAM1,0.28,0.13,1.11,1.43,0.9,0.38,0.89,0.38,0.67,0.2
MMP11,0.7,0.35,2.68,2.41,0.81,4.37,3.37,16.26,0.25,0.77
SMARCB1,8.78,8.03,14.88,15.16,13.69,28.05,17.66,34.31,15.01,14.24
BCL2L13,6.7,9.95,9.4,10.59,9.37,14.3,9.29,12.34,4.69,17.19
GSTT2,0.61,0.0,0.25,0.0,0.53,0.0,0.0,0.0,0.0,0.0
OSM,0.72,0.0,0.69,0.25,0.26,0.59,0.94,1.05,0.35,0.3
CABIN1,6.45,7.3,11.15,20.06,13.45,14.69,12.48,17.42,13.64,8.77
MAPK1,3.89,3.24,6.93,5.16,4.07,10.16,6.12,8.64,5.78,6.22
PRODH,0.87,1.56,1.6,3.11,1.43,30.08,7.94,2.48,1.01,0.0
HIRA,2.49,3.11,4.17,5.52,5.41,7.49,4.36,7.14,3.18,4.94
LGALS1,126.74,100.29,269.07,172.16,176.29,150.18,295.77,347.18,306.84,79.25
SOX10,0.29,0.07,1.2,0.29,1.52,0.24,1.68,2.19,1.27,0.0
SLC5A1,0.36,1.33,1.58,1.65,1.77,0.1,2.46,0.19,1.94,0.0
CYP2D6,132.19,72.9,18.25,143.51,79.09,88.73,105.29,34.36,103.11,133.61
XBP1,143.12,157.61,164.0,167.4,230.79,223.36,224.19,200.02,142.42,210.43
TIMP3,21.94,12.66,45.13,18.21,22.61,10.29,30.98,24.74,21.89,18.08
HMOX1,15.23,8.98,31.82,44.22,13.26,56.09,37.79,65.6,19.34,14.0
MCAT,5.83,7.99,9.43,10.07,11.12,14.52,9.92,15.8,10.36,9.95
MCM5,4.27,2.8,9.08,9.02,5.59,10.69,9.24,29.33,4.42,15.92
APOBEC3H,0.35,0.4,1.31,3.49,0.64,1.01,4.21,1.1,2.6,2.05
CBX7,4.4,3.3,8.72,6.17,6.84,7.89,7.04,7.18,7.96,4.85
PDGFB,0.83,0.45,2.42,1.44,1.63,1.81,3.46,3.56,2.85,1.31
TXN2,48.2,62.59,47.1,57.95,59.41,95.81,56.89,67.04,31.07,61.02
IL2RB,0.67,0.4,2.58,4.92,2.54,0.28,2.21,0.74,1.27,3.08
EP300,4.7,3.97,4.99,5.83,7.79,4.97,5.3,8.71,6.85,2.86
HDAC10,11.97,6.86,14.44,20.09,15.91,16.19,11.78,14.11,10.84,11.13
SOS2,3.32,2.52,2.71,3.75,3.06,3.39,3.67,3.31,3.24,3.08
CDKN3,0.31,0.6,7.8,2.66,0.32,14.82,1.67,26.32,0.37,54.89
CHGA,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.05
HIF1A,5.61,4.31,11.25,6.62,4.86,12.08,15.08,11.74,5.84,10.86
SLC10A1,94.19,130.06,51.82,127.19,122.69,26.96,57.86,7.77,48.78,193.65
SLC8A3,0.07,0.0,0.0,0.02,0.04,0.35,0.0,0.0,0.03,0.21
DICER1,2.55,3.0,3.77,4.62,4.61,2.75,3.06,5.29,4.91,4.93
RPS6KA5,0.23,0.18,0.27,0.48,0.46,0.18,0.48,0.38,0.51,0.17
PSMB5,30.53,29.69,46.44,45.6,34.86,87.46,45.38,64.55,16.98,94.04
YY1,6.72,8.25,12.0,17.42,9.88,20.5,13.02,14.59,9.47,19.07
APEX1,43.25,51.01,67.92,67.86,62.37,70.81,66.25,100.64,52.42,130.73
CHD8,12.37,10.13,13.96,21.68,22.07,15.09,18.66,19.44,25.47,12.46
PCK2,116.3,200.84,91.18,150.43,166.03,96.45,88.51,59.48,45.36,164.14
NFKBIA,327.91,188.0,122.59,118.58,147.16,63.01,140.13,101.21,170.36,92.33
NFATC4,2.46,1.46,6.07,10.61,5.07,4.05,15.66,10.51,10.54,1.32
PLTP,7.07,4.04,16.59,19.44,7.31,6.61,32.33,21.28,27.44,11.16
MMP9,0.46,0.0,10.78,2.27,3.27,0.99,2.64,16.81,0.81,2.66
CD40,4.2,7.46,11.64,17.09,10.55,1.31,12.86,9.49,6.36,10.94
MYBL2,0.0,0.08,1.85,1.39,0.32,1.03,1.05,24.9,0.23,9.67
HNF4A,22.28,35.55,62.0,46.51,61.33,35.37,22.11,32.31,24.59,122.92
NFATC2,2.65,1.48,1.99,3.56,2.69,1.53,1.96,2.11,2.74,0.9
SALL4,1.8,0.49,0.83,0.59,1.07,1.31,0.25,0.93,0.94,0.5
PFDN4,11.4,10.94,19.74,14.2,11.37,14.99,15.77,26.71,8.78,33.4
BMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NELFCD,25.36,28.23,36.71,36.87,39.4,46.48,36.98,52.45,40.71,68.46
TCFL5,0.76,0.99,3.82,2.78,1.62,2.96,1.79,2.3,1.11,2.98
BIRC7,0.38,0.12,0.0,0.0,0.0,0.0,0.06,0.31,0.37,0.38
AVP,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.39,0.0
CDC25B,5.69,3.51,15.88,14.9,12.37,13.9,9.61,30.41,10.53,17.0
TRIB3,7.6,6.97,13.26,9.19,19.44,45.17,10.19,64.87,7.15,11.03
ANGPT4,0.0,0.0,0.01,0.09,0.0,0.0,0.03,0.0,0.0,0.0
PDYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMHD1,13.5,5.98,27.43,34.16,19.81,14.74,21.52,22.75,25.67,38.68
JAG1,1.26,0.75,4.92,4.78,3.23,1.87,7.81,7.17,7.5,1.95
E2F1,0.23,0.03,1.52,1.55,1.79,2.91,1.29,15.9,0.69,13.17
MAP1LC3A,39.68,42.41,25.81,42.09,35.22,28.32,63.62,30.28,39.27,18.87
ZNF516,2.4,2.33,2.58,5.54,1.65,3.19,3.03,4.25,4.88,2.99
SMAD7,1.93,1.52,5.23,6.91,3.48,1.86,8.02,5.62,3.6,4.04
LAMA1,0.0,0.1,0.37,0.5,0.29,0.05,1.18,0.08,0.58,0.16
RBBP8,5.45,7.65,7.39,7.45,8.23,4.83,11.72,16.69,20.37,10.32
STS,0.97,1.77,3.53,3.16,2.08,1.32,4.0,2.13,0.93,6.04
ATP1B4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
SRPX,8.27,2.45,6.89,23.15,10.42,0.56,14.06,0.51,22.03,0.42
XIAP,6.37,3.64,11.3,8.02,10.42,8.31,8.05,15.45,6.5,10.84
F9,77.21,112.69,87.45,56.0,72.27,0.42,79.54,27.42,26.21,77.25
SYP,0.24,0.43,0.52,0.98,0.51,1.52,0.55,0.43,0.81,1.43
ELF4,0.48,0.23,1.17,1.95,1.29,0.86,1.6,1.96,1.4,0.6
SMARCA1,8.59,7.65,11.24,6.19,6.19,8.02,6.84,11.06,4.93,8.2
RBBP7,25.37,22.34,46.25,32.84,35.91,59.51,37.83,57.59,50.17,68.32
FMR1,8.08,12.92,12.38,12.97,9.09,10.42,8.34,10.09,5.76,15.53
PIM2,3.54,2.85,9.17,11.7,9.77,6.34,30.94,4.92,20.6,8.46
RS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK1,29.64,28.66,65.43,40.39,33.97,128.33,39.79,46.01,18.38,96.11
GATA1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.06
BRS3,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
CD40LG,0.21,0.0,2.13,1.02,2.05,0.49,1.6,0.24,0.54,0.4
TIMP1,261.84,99.83,1703.52,980.03,502.85,175.96,1848.3,2590.64,2141.01,164.32
KLF8,0.74,0.34,0.43,0.82,0.29,0.03,0.48,0.41,0.67,0.17
SYTL4,3.75,21.67,37.6,23.94,27.47,11.98,10.96,11.24,4.25,17.29
TNFSF13B,5.26,3.37,6.11,15.05,9.13,4.18,12.43,5.04,16.0,3.17
KLF5,2.01,0.51,1.61,0.77,1.55,3.43,3.92,5.61,6.97,4.92
ACP5,8.5,5.63,28.29,38.31,16.08,4.74,17.78,42.67,12.34,18.95
DNAJC3,8.54,6.69,9.69,8.75,7.17,26.04,9.7,9.01,9.84,6.06
FLT1,0.85,0.63,1.88,1.53,1.07,2.8,4.22,3.78,2.67,5.67
TSC22D1,16.01,11.95,23.13,15.03,15.52,74.97,36.57,18.84,40.55,24.43
MSLN,0.0,0.0,0.55,0.35,0.19,0.0,0.43,0.0,6.76,0.0
HSF4,22.06,17.48,20.95,23.71,30.36,27.28,24.82,14.73,35.29,23.52
MAPK3,4.54,5.6,19.2,19.01,9.44,30.19,17.89,19.84,12.32,11.57
ELMO3,1.16,2.21,4.19,3.2,3.7,5.36,2.52,1.01,3.2,1.49
NFAT5,3.01,2.94,2.7,3.67,4.09,2.56,3.74,4.1,4.31,1.89
CCL22,0.34,0.07,1.06,0.67,1.67,0.04,1.68,2.57,1.42,0.15
CCL17,0.39,0.0,9.77,2.14,0.81,0.15,6.37,0.0,1.62,0.17
CTCF,10.35,10.76,12.33,12.51,12.87,12.9,14.31,17.42,15.88,14.97
NME3,21.9,21.81,33.54,44.95,49.33,12.31,39.54,31.57,41.79,25.86
AXIN1,1.07,1.31,4.48,3.58,3.43,2.52,2.97,4.14,3.53,1.5
TSC2,34.41,29.9,36.31,49.54,45.68,12.42,39.14,40.51,49.48,23.42
ABCC1,1.18,0.48,2.39,3.48,3.08,2.05,4.07,1.76,4.33,1.95
FOXF1,0.71,0.64,2.78,1.48,1.39,0.38,3.54,1.27,2.03,0.11
UBE2I,22.47,21.01,38.17,34.35,26.26,24.42,36.09,41.93,48.28,37.08
MEFV,0.38,0.4,0.07,0.46,0.26,0.02,0.73,0.16,0.21,0.04
RBL2,10.46,10.96,12.63,16.1,12.93,8.7,7.82,3.98,7.54,8.84
MAZ,26.01,27.8,62.81,63.15,46.12,92.9,54.26,129.71,39.96,84.73
ACSBG1,0.13,0.08,0.1,0.3,0.14,0.03,0.41,0.21,0.86,0.19
OCA2,0.0,0.0,0.02,0.12,0.08,0.0,0.1,0.3,0.0,0.0
TJP1,6.89,6.62,7.38,9.88,11.58,10.25,8.06,11.17,11.4,11.69
MYEF2,1.24,0.35,0.86,0.86,0.82,4.11,1.62,2.85,2.61,0.28
RIPK2,2.67,1.23,14.13,3.82,3.79,3.74,6.89,5.16,3.91,7.48
NBN,3.77,5.17,14.15,8.27,3.31,2.57,9.05,10.54,6.57,8.03
CALB1,0.0,0.05,0.11,0.62,0.19,0.0,0.09,0.36,0.08,0.08
SFRP1,0.46,0.92,2.09,1.23,1.83,0.03,1.08,0.24,0.96,0.02
IKBKB,12.51,8.0,11.03,19.96,8.95,10.43,18.6,7.19,18.1,16.23
PLAT,2.63,0.66,5.76,2.0,3.34,1.53,9.7,4.98,8.43,0.52
DKK4,0.0,0.09,0.09,0.2,0.0,1.39,0.1,0.0,0.0,0.59
GDAP1,0.64,0.39,2.13,1.2,0.77,3.37,0.79,1.14,1.34,1.06
NDRG1,18.06,20.86,96.84,26.52,41.07,437.06,41.8,26.56,32.18,40.59
IL7,2.24,0.42,3.6,1.97,0.95,0.67,1.61,1.63,1.07,0.66
TRPS1,0.9,0.39,2.18,0.61,0.33,0.09,0.95,1.06,1.53,3.33
GML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF10A,0.63,0.54,2.32,1.93,2.84,3.06,5.47,1.37,2.05,4.35
MCM4,3.53,3.11,34.28,14.79,7.48,20.05,6.71,42.27,4.34,25.16
BNIP3L,8.73,7.67,10.17,17.2,13.03,45.89,16.55,11.59,20.93,11.47
KCNN4,1.11,0.05,3.32,3.44,3.13,0.51,5.63,3.53,3.11,0.68
NUCB1,86.4,105.86,100.1,121.32,100.79,165.47,131.98,150.47,105.9,179.44
NFKBIB,13.05,12.39,13.82,19.35,8.59,22.49,15.49,12.44,24.68,22.23
LHB,0.42,0.0,0.2,0.0,0.45,0.49,0.0,0.87,0.0,0.0
RELB,16.86,3.54,8.53,10.29,13.39,9.48,14.37,22.49,13.91,12.43
FCGRT,297.12,327.61,280.59,464.3,359.12,268.14,317.45,292.61,235.78,278.55
CKM,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.05,0.3,0.0
ERCC2,4.68,2.38,6.17,5.56,4.66,10.34,5.04,10.75,4.52,7.89
AMH,0.37,0.21,0.39,0.18,0.28,1.05,0.53,1.0,1.89,0.39
LYL1,1.48,0.6,3.24,4.51,1.96,1.18,3.59,4.22,3.85,0.84
RETN,0.0,0.0,0.6,0.0,0.45,0.0,0.0,0.66,0.26,0.0
FCER2,0.38,0.55,0.92,1.09,0.55,0.0,1.36,0.28,0.75,0.46
DMPK,10.54,7.65,8.15,15.78,10.04,8.39,15.92,15.16,20.57,5.86
LILRB1,2.1,1.12,2.88,9.29,2.39,0.45,4.71,2.46,4.8,1.62
ASF1B,0.14,0.09,2.36,1.7,0.72,2.33,1.03,7.72,0.55,9.72
CCNE1,0.33,0.29,1.02,0.94,1.24,5.54,1.06,1.59,0.66,2.47
URI1,7.94,7.68,11.04,10.53,11.62,18.41,11.04,12.49,7.99,20.47
PDCD5,40.2,31.44,75.37,71.61,53.57,67.7,76.42,133.22,55.11,113.23
AKT2,18.35,19.87,22.87,26.26,23.77,38.66,19.99,23.72,17.82,16.41
PIAS4,3.39,3.37,4.45,6.45,3.94,8.2,6.9,7.13,4.62,5.95
EBI3,1.51,0.26,4.27,5.3,1.64,0.98,3.31,0.98,1.37,2.78
SLC1A5,2.05,0.86,9.68,4.92,4.36,1.72,8.23,12.86,6.47,2.08
BBC3,1.54,0.59,3.4,4.71,1.29,6.92,3.21,4.36,3.41,3.87
TGFB1,4.0,1.36,14.29,15.96,9.3,7.7,15.5,31.59,12.48,5.77
CD79A,0.86,0.92,7.39,13.27,13.92,0.18,17.11,0.32,6.84,2.59
CD33,2.35,0.97,5.27,8.04,2.27,1.38,4.81,7.86,1.88,0.63
CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRX,0.09,0.15,0.0,0.33,0.38,0.12,0.03,0.02,0.27,0.26
TYK2,101.4,89.38,96.82,165.56,138.29,98.8,115.81,152.6,176.74,137.68
SULT2A1,266.62,227.02,179.56,417.07,467.72,339.52,206.37,43.09,86.65,451.54
ATP1A3,0.02,0.0,0.08,0.27,0.09,0.0,0.02,0.0,0.08,0.17
ZNF175,0.62,0.47,0.68,1.22,0.76,0.85,1.04,1.07,1.07,1.0
PLA2G4C,23.65,9.24,30.43,19.67,14.25,10.54,20.42,11.88,17.25,11.31
DBP,9.36,9.67,15.16,14.68,20.84,36.75,7.9,18.67,5.77,16.66
FGF21,8.23,8.18,17.21,3.8,3.81,2.64,8.32,9.91,13.92,0.43
KLF1,0.0,0.0,0.0,0.0,0.0,0.12,0.34,0.0,0.0,0.0
DNASE2,10.28,8.86,17.45,14.71,9.81,23.84,14.15,19.0,7.62,17.09
TFPT,3.67,4.3,6.06,12.13,7.73,8.46,6.72,13.11,4.7,10.75
SLC5A5,0.0,0.0,0.0,0.02,0.95,0.0,0.04,0.0,0.07,0.02
PIK3R2,3.27,3.0,8.86,9.83,7.95,25.29,5.94,73.88,4.75,7.87
RAB3A,0.36,0.54,2.37,1.02,1.12,3.6,0.57,2.65,0.08,1.88
ISYNA1,11.03,11.82,23.83,48.97,22.01,26.08,50.85,35.48,65.71,7.49
ELL,5.72,2.81,3.04,4.78,3.29,2.47,4.35,14.12,9.87,2.8
CRTC1,3.18,1.68,2.94,5.71,3.56,2.8,3.52,7.33,5.24,3.15
ETV2,1.46,0.18,1.74,1.53,1.45,2.54,1.23,2.55,1.23,2.44
HAMP,528.41,447.1,436.89,1656.56,1440.6,19.78,532.61,58.61,1493.36,491.73
USF2,26.47,28.83,48.85,49.18,34.64,59.32,54.1,66.82,34.6,47.27
SUGP1,8.66,10.1,14.51,17.36,15.44,18.45,11.65,24.0,13.97,14.74
ERF,23.14,26.17,18.07,22.06,26.8,21.35,30.58,23.47,30.11,32.64
CDK6,0.78,0.86,1.92,1.33,1.63,1.98,1.44,1.1,0.84,5.37
NAMPT,53.34,35.72,64.8,21.74,22.51,36.16,47.51,12.92,53.71,102.55
PON2,59.45,46.77,126.26,114.95,102.12,63.59,81.9,144.55,60.23,221.84
HBP1,10.81,12.09,17.06,13.73,9.1,17.08,9.43,11.51,8.13,22.0
SP4,0.29,0.28,0.27,0.64,0.32,1.17,0.86,0.64,1.17,0.51
DLX5,0.0,0.0,0.07,0.0,0.0,0.62,0.08,0.0,0.0,0.34
PTN,3.76,1.19,3.3,6.65,3.3,0.59,11.09,1.3,4.36,0.23
CAV1,7.5,2.76,16.31,4.82,6.8,8.01,10.94,11.78,8.3,12.81
MET,7.78,8.04,13.77,5.57,5.87,10.94,3.75,6.3,4.19,16.17
WNT2,0.0,0.2,0.2,0.67,0.06,0.1,0.09,0.18,0.02,0.0
HOXA1,0.04,0.0,0.14,0.08,0.0,0.3,0.34,0.04,0.0,0.07
HOXA5,0.05,0.22,0.78,0.1,0.0,1.56,0.49,0.2,0.0,1.72
EVX1,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.1,0.0,0.0
NOD1,1.39,0.63,2.35,3.1,2.74,0.93,5.04,3.5,3.22,2.62
CASP2,1.99,1.5,5.28,5.62,3.78,3.14,4.46,7.2,4.0,7.11
HSPB1,270.72,109.62,888.59,400.95,277.71,819.39,433.33,931.36,510.73,1525.52
PAX4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE1,170.41,97.68,33.15,14.91,30.54,19.38,64.33,41.83,92.36,19.22
NRF1,2.17,1.78,3.14,3.2,3.02,4.01,3.73,4.84,4.26,4.3
EZH2,0.35,1.17,2.13,2.5,2.68,2.5,2.37,11.83,2.09,7.94
MEOX2,0.36,0.03,0.27,0.19,0.1,0.18,0.47,0.13,0.15,0.19
AGR2,0.47,1.16,1.09,1.09,0.38,0.0,3.39,5.96,3.24,0.0
AHR,4.77,4.54,7.44,3.32,4.08,3.5,2.76,3.89,6.21,4.68
GLI3,0.07,0.05,0.29,0.19,0.2,0.09,0.43,0.21,0.32,0.04
PRKAG2,31.36,28.72,13.42,24.25,25.62,6.97,18.73,12.33,18.67,10.18
GCK,0.11,1.26,0.0,1.09,1.23,0.0,0.12,0.0,0.3,0.0
LHX2,1.1,2.1,1.83,4.68,3.23,0.74,3.03,0.74,3.16,1.9
TGFBR1,2.3,1.1,2.55,2.57,2.23,2.86,2.28,3.67,2.14,2.23
LHX6,0.14,0.06,0.34,1.06,0.44,0.35,0.13,0.02,0.46,0.18
ENG,19.18,19.82,48.34,72.88,32.66,10.43,108.03,43.0,79.01,11.86
KDM4C,2.43,1.85,4.23,3.83,2.9,4.21,3.11,3.76,4.28,5.36
CA9,0.83,0.5,2.46,4.58,4.13,27.74,9.03,18.61,12.06,0.43
TYRP1,0.0,0.0,0.1,0.0,0.32,0.0,0.03,0.11,0.0,4.3
CREB3,9.67,7.51,12.15,18.56,16.45,21.71,21.64,23.94,11.91,18.71
LHX3,0.1,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0
DDX58,3.36,2.01,4.03,6.84,6.21,2.95,4.18,2.82,2.27,5.28
BAG1,16.47,16.66,18.13,22.29,21.62,33.28,22.0,31.17,11.03,26.8
PTGDS,80.72,18.37,310.71,253.19,154.57,2.92,588.76,33.01,313.73,15.55
GATA3,1.19,0.53,2.85,2.66,3.0,0.17,2.74,0.95,3.16,0.98
CXCL12,55.05,52.76,94.53,208.13,99.24,5.04,186.99,14.72,117.66,7.78
MAPK8,5.95,6.39,6.06,5.63,6.32,9.69,5.88,4.92,4.79,7.04
ACTA2,91.92,12.46,87.91,51.33,26.95,87.93,103.33,210.88,120.95,52.58
TLX1,1.0,0.13,5.41,1.98,0.53,4.23,0.21,1.03,0.43,7.15
FGF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKK1,0.19,0.0,0.18,0.09,0.0,0.41,0.38,20.16,0.7,0.5
EBF3,0.24,0.23,0.29,0.71,0.07,0.29,0.59,1.1,0.63,0.51
TFAM,5.06,6.52,7.27,5.87,8.62,7.87,7.44,11.34,6.14,7.06
UBE2S,1.08,0.84,6.34,1.93,5.29,8.92,3.94,17.43,3.77,17.09
KRT23,0.7,0.3,33.76,49.98,4.41,0.81,14.22,31.02,17.24,0.18
WNT3,1.79,3.39,1.39,2.69,3.01,3.16,1.66,3.75,1.76,1.33
KRT37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
KPNB1,16.36,14.59,33.37,33.1,21.09,51.41,32.79,51.61,33.71,40.21
ENO3,56.16,168.16,13.73,81.36,136.43,42.03,75.69,39.84,26.04,5.28
CHRNE,1.53,1.02,1.32,1.22,2.69,0.75,1.05,0.37,1.24,0.35
BLMH,2.28,1.61,4.98,4.57,2.63,11.14,5.51,17.3,6.1,5.2
LGALS3BP,30.2,30.32,111.17,348.08,182.48,179.94,159.48,57.47,51.49,94.32
CCL2,105.28,19.25,123.17,51.54,99.17,26.08,342.93,33.01,209.43,25.23
KRT32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B1,0.45,0.88,0.75,1.08,1.42,2.63,1.16,2.56,0.85,0.95
MLX,14.74,18.03,23.41,23.36,17.65,46.87,20.91,31.24,19.04,19.88
DLX4,0.0,0.0,0.14,0.31,0.12,0.06,0.0,0.2,0.07,0.0
COL1A1,9.55,2.61,51.11,74.73,16.18,52.92,58.3,238.01,33.82,15.2
