0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
AATF,7.53224,3.69044,10.411489999999999,13.7906,8.80233,8.798086999999999,16.415298,23.232262,4.42796,4.63967,14.449001,18.927523,20.724918,11.5028,2.45795,3.3584699999999996,14.2033,6.91153,11.2057,28.775270000000003,10.3196,13.3893,30.2828,18.89682,20.367060000000002,36.2238,36.1207,6.20234,7.50155,6.4362699999999995,25.3648,12.79565,23.61957,6.681080000000001,17.8529,10.375,6.6897,5.66291,7.832439999999999,7.365454,9.7157,22.693189999999998,21.944151,28.86187,29.436766,19.20399,7.430460000000001,12.60321,5.39213,5.69147,19.74241,10.789833,16.86535,5.32106,3.28537,9.7185,6.704860000000001,4.13278,16.60663,12.770756,24.37977,11.117514,9.8648,20.90788,12.7179,20.13288,10.937999000000001,7.959192999999999,35.151061,8.329260000000001,8.07,16.399322,5.0183599999999995,13.5747,29.673579999999998,14.037004999999999,10.445158000000001,33.399646999999995,2.94444,7.331860000000001,3.4983400000000002,20.560420999999998,7.21778,5.93107,6.36525,8.4305,6.6653910000000005,20.1106,12.532789999999999,27.600071999999997,9.83578,6.539969999999999,22.86538,7.269639999999999,15.70765,9.151689999999999,22.677629999999997,15.52405,16.6175,6.20119,8.493395,8.086310000000001,5.833069,12.005999999999998,5.04611,5.741704,10.805378,5.64714,5.58966,5.33069,8.29443,5.9242,8.347824000000001,18.42213,5.98684,7.322752,7.947089999999999,7.553210000000001,10.7081,7.575060000000001,6.1635800000000005,9.16117,7.10279,7.388560000000001,7.922460000000001,20.08725,7.17934,12.4063,7.943110000000001,9.86246
ABCA1,30.505415999999997,34.22716,9.41222,55.069390000000006,39.9895,150.59054,16.57699,16.830741,78.179732,49.872859999999996,15.284042999999999,14.532454000000001,15.939760999999999,10.9465,70.36766,27.220677000000002,7.08368,43.48474,14.97879,52.280015,7.25528,31.829829999999998,18.48541,31.742587,21.3695,19.5629,19.3004,6.2362839999999995,14.972339999999999,14.038242000000002,29.555835,6.862763,73.71825,15.6546,26.637490000000003,3.99756,60.06117,7.920089999999999,48.53794,38.13492,15.133251000000001,18.246206,38.77003,28.634635,25.862101000000003,72.41288399999999,17.184503,33.23407,889.08665,13.2905,34.90424,59.21013000000001,52.606217,22.68163,7.266757000000001,10.9348,46.87632,21.61161,14.607529999999999,73.579678,44.553249,7.479125,10.034839999999999,22.57724,7.3117399999999995,6.116887999999999,53.21665,28.9409,29.444492999999998,32.595121999999996,7.209810000000001,59.207364,105.47243,41.515840000000004,37.576313,42.641804,64.28081999999999,16.537758,7.586906,74.65841999999999,10.332,63.155542000000004,25.878120000000003,7.75213,7.5666850000000005,32.5626,85.00851,57.51065,43.465810999999995,43.64605,63.30582,10.5071,10.1467,11.91,100.477711,54.69024,46.224959000000005,119.7515,16.6384,14.6509,63.1362,21.11037,43.287234999999995,143.10388,7.586206,21.5804,76.71433,36.03386,19.552570000000003,23.723774,15.131260000000001,12.419823,27.463092,98.09334,59.38005,46.788639,12.63211,41.083985999999996,13.7966,18.51503,53.922819999999994,27.92553,27.883453999999997,25.05477,11.4982,28.33548,50.4679,39.49027,24.0555,6.6779399999999995
ABCA3,106.07461,28.33785,39.110659999999996,4.7179,2.97872,53.1929,5.1586300000000005,29.8942,3.5954300000000003,12.579,9.78637,20.91747,3.52227,32.4414,122.011785,18.1145,48.9079,17.0661,14.6202,63.174478,15.51614,2.46234,28.5285,15.574478,52.074327000000004,15.5204,16.4052,67.74582,18.9835,25.4273,180.68466,1.254264,7.1729020000000006,13.599020000000001,44.022647,19.781010000000002,17.3699,58.80582,10.90075,5.542274,38.0136,53.4092,59.54113,17.37346,81.9962,4.15143,16.77526,37.8027,2.276467,1.80135,10.57737,8.10575,11.5575,1.25336,2.97618,1.9402,1.6969849999999997,7.25643,12.722254,5.94488,0.0,44.15538,5.364171,13.471789999999999,3.93839,11.93763,22.243101,17.8458,4.1762239999999995,20.43371,0.0,37.31794,3.030245,8.367462,2.45662,35.82042,40.28001,5.64976,1.23068,45.24945,19.262970000000003,4.340331,4.21605,8.89795,57.5317,15.13309,8.862639999999999,5.336130000000001,52.599380000000004,39.32683,3.24999,28.0036,2.22392,8.251733999999999,56.74916999999999,17.535647,4.2215,21.438554999999997,5.99401,11.115,28.784661,15.963370000000001,12.70605,0.0,9.89303,6.02221,12.16799,78.6197,5.996169999999999,6.53763,24.934392000000003,49.040440000000004,30.32285,6.26539,6.27802,32.014559999999996,9.74217,52.53864,10.7316,6.468459999999999,19.30943,10.7397,41.97444,13.01079,48.3835,3.97095,4.65979,42.80448,5.18952,8.320269999999999
ABCB1,0.0,4.2781199999999995,0.0,1.735336,0.0,1.7850599999999999,0.0,0.0,0.0,0.0,0.0,0.522355,0.0,0.0,2.212848,0.0,0.697854,0.673443,0.0,0.0,1.767854,3.29176,0.401497,0.0,3.3980099999999998,0.7812279999999999,0.495371,0.7106180000000001,0.7934869999999999,1.02973,0.780342,0.0,3.03763,0.0,4.339842,0.0,1.829463,2.8022270000000002,0.0,0.614486,0.0,0.0,0.0,0.0,0.0,0.0,3.6761,1.460223,3.984668,0.0,3.4240489999999997,0.0,5.734336,0.0,1.648007,0.0,0.0,1.17145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594474,1.62971,0.0,0.0,0.0,0.0,0.787029,1.7889849999999998,1.254346,0.0,2.528518,3.2078759999999997,0.0,0.0,0.0,0.445586,0.0,0.0,0.0,1.971259,8.933492,0.744273,2.259082,8.14003,0.0,0.0,2.68531,2.9468,1.01545,0.0,0.0,1.93503,0.0,0.0,7.229839,2.026615,4.1458900000000005,0.0,0.0,0.0,3.9399900000000003,0.0,0.0,1.90799,0.0,0.9569340000000001,1.74948,6.7805279999999994,1.3754600000000001,0.0,0.0,0.0,0.0,4.8419300000000005,1.7402799999999998,0.7709229999999999,0.0,6.2472,0.0,5.157179,3.7401739999999997,0.0,3.7828199999999996,0.0
ABCB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6930109999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.479113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB4,0.0,0.0,0.0,2.195681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2727,0.0,0.0,1.04851,0.0,0.0,0.0,0.484774,0.7042649999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535517,0.0,0.0,0.0,0.389492,0.0,0.0,0.0,0.0,0.0,2.82823,0.0,0.0,0.381287,0.0,0.0,0.0,0.0,0.0,0.0,1.3944860000000001,0.0,6.105019,0.62356,0.0,0.0,0.0,0.0,0.0,4.882238,0.0,0.0,0.0,0.0,2.233994,0.0,0.0,0.517648,7.923217999999999,1.54891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.083614,0.0,0.0,0.0,0.0,5.576567,0.0,5.77114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.678315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35607,0.0,0.9706,6.749975,0.0,0.0,0.0,0.0
ABCB8,3.55398,5.0701480000000005,8.11951,2.8486599999999997,4.246994,2.1448400000000003,7.388969,2.23972,3.9644559999999998,4.8479980000000005,7.175510000000001,4.14912,2.1189430000000002,24.69575,2.1251900000000004,0.91791,7.16782,3.860649,2.79906,10.09839,3.76323,4.481336,4.37566,5.544373,7.0308470000000005,5.68852,6.35761,8.33032,6.62747,4.86543,3.6952300000000005,7.383967,6.455882,6.5496870000000005,5.481394,5.005897,2.5197599999999998,2.1174209999999998,5.22219,3.881797,4.3716099999999996,6.543129,5.5434529999999995,5.574031,3.836469,11.489221,1.68596,2.6523,2.096915,4.551972,10.803127,4.35659,5.370605,4.568275,2.23638,4.574739,3.3997800000000002,6.606822,6.774560000000001,5.919671,0.829674,2.6842799999999998,7.89377,5.434118,4.01428,5.279564,14.852848000000002,2.76658,6.28374,4.893048,7.625802999999999,7.587511,7.551023,2.5764299999999998,14.991010000000001,9.292284,10.63683,8.853241,3.982279,8.531825,1.2500799999999999,6.7198839999999995,4.180847,9.21477,9.696442,7.946039999999999,5.154376999999999,30.424512,3.8646199999999995,5.932958,2.16717,7.80236,3.75791,5.798646,7.599178,2.324948,3.1537509999999997,5.653923000000001,4.626905000000001,10.982969,6.42759,7.438598,1.9969919999999999,2.5239759999999998,3.8763300000000003,4.695805,7.12847,3.842739,5.13298,6.620423,8.318592,12.777660000000001,7.21055,3.00097,5.660159999999999,12.061133,6.948086999999999,0.0,11.342260000000001,10.746029,12.52777,8.822534,1.7048,11.628174000000001,3.74701,6.21499,12.710148,4.09768,7.394645,6.12345
ABCC1,46.517483,19.997865,9.615373,48.394124,35.451271999999996,12.443124000000001,208.78302,7.02107,31.220059999999997,9.468178,27.14456,21.928829999999998,70.136511,15.937000000000001,28.688295,11.039375,4.6104400000000005,10.27937,10.6302,56.463736,20.62973,7.30847,15.697965,16.102412,8.61761,22.5621,24.059071,4.079233,9.228639999999999,11.94412,25.89794,46.912663,50.23212,208.89866999999998,73.228786,32.028748,15.7356,6.84592,24.170301000000002,36.259966,2.763487,27.587048,18.063756,20.503693,11.546501,13.040254,8.145502,4.388928,11.4926,57.088992000000005,76.94977,263.34795499999996,52.119023,68.334687,9.872022,79.7856,39.778909999999996,42.365077,18.204266,10.941367999999999,452.45834,13.672841,43.888553,290.65553,13.055603999999999,21.401712,25.024528,46.807107,19.223109,46.341328000000004,114.46355,37.067801,36.737765,21.7288,83.436748,45.027623999999996,23.392149,11.48676,7.367125,33.782725,7.658055,37.118574,10.453643,16.56083,5.63989,26.031117000000002,19.164675,21.50499,21.241293,39.743352,6.2804,6.1603129999999995,14.032,18.225855,32.468709999999994,9.919942,31.88516,14.139594,16.591655,15.249023999999999,16.404628,15.239198000000002,17.344262,52.598399,5.124576,7.331980000000001,14.34711,9.621853,38.77644,7.049423,3.7949,19.687604,10.95167,40.343474,18.421979999999998,30.365959999999998,22.964392999999998,14.8038,16.92455,7.82365,15.459963,11.269467,6.717286,12.681211,6.22208,23.948647,25.337773000000002,21.851824,12.053180000000001,14.078094
ABCC2,0.0,2.0556200000000002,0.0,0.0,19.1129,0.0,20.233629999999998,0.0,0.0,0.0,0.0,0.0,25.862787,56.46306,0.0,0.0,0.0,0.0,20.2952,0.0,0.0,0.0,15.5035,0.0,5.1835,18.1317,17.263336,0.0,0.0,0.0,0.0,0.0,0.0,39.07313,5.698674,37.2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.588103000000004,0.0,1.24165,0.0,0.0,0.0,0.635152,0.0,0.0,0.0,0.0,2.002846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.818196,0.6110180000000001,0.0,0.0,4.359684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81855,0.0,0.0,3.421771,0.0,0.0,5.395951999999999,0.0,12.8909,29.682190000000002,0.0,0.0,0.0,0.0,0.0,53.328905000000006,0.0,2.832078,0.0,0.0,0.0,0.0,0.0,0.0,1.0980299999999998,6.657710000000001,0.0,0.0,4.4934199999999995,0.0,0.0,0.0,0.0,0.0,0.0,2.306952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45125,0.0
ABCC3,10.20922,40.16536,7.819497,10.76626,68.63574,7.0102199999999995,168.42365,53.26405,19.34371,35.91062,55.99436,126.89491000000001,81.56128000000001,47.0899,7.505,12.598147,46.647,14.291939999999999,80.84899999999999,25.183621,10.14171,104.0593,61.927369999999996,100.86776,11.1389,20.6808,23.5815,39.02012,58.1619,25.464029999999998,8.55476,225.83857000000003,43.50571,102.31799000000001,155.23725,55.6487,1.508856,61.7959,69.24805,17.59349,39.662240000000004,65.61919,8.39608,101.76419,52.62764,114.68753999999998,7.273697,69.61745,16.312707999999997,69.4252,53.70672,7.77866,7.501684,10.669477,2.78317,9.88265,23.108638,10.450973,122.45058,13.107370999999999,12.51035,5.508380000000001,6.502714,0.0,42.007540000000006,0.0,96.95011,7.94057,65.82443,59.38691,13.582294000000001,182.75466,28.253020000000003,12.72477,102.91604,56.608630000000005,17.659689999999998,4.645283999999999,3.127061,14.310735000000001,11.18453,224.48286000000002,78.45326999999999,37.42602,20.1161,5.37849,10.554378999999999,43.55251,42.8302,5.33102,3.9855099999999997,89.82414,22.43994,34.97927,6.551288,89.54061999999999,5.125596,80.07878000000001,10.151010000000001,84.4732,13.551929000000001,62.232139000000004,5.553875,13.095703,15.65151,11.023539999999999,12.86538,122.27051000000002,38.50679,24.901510000000002,49.00398,64.3595,83.64225,72.14057,148.02182,54.36382,73.84919000000001,7.5839300000000005,30.848209999999998,1.90552,81.58051999999999,37.37966,8.38717,29.76721,65.5492,13.1692,85.66359,193.31606000000002,6.97498,52.764590000000005
