352	298
352	1818
352	690
352	805
352	900
352	2003
352	798
352	1922
352	1922
352	1162
352	1251
493	1205
493	735
547	142
547	556
547	1204
547	1233
547	1233
547	1186
547	1143
547	1047
547	1063
547	2268
616	547
616	2106
616	235
616	111
616	1509
1370	1885
1660	1575
1110	1265
1110	1123
1110	1012
1110	1158
1110	29
1110	729
1110	208
1110	795
395	579
395	1918
395	595
395	1850
395	517
1739	1303
1739	2104
1739	1265
1739	1265
1739	796
1739	266
1739	1069
1739	1500
1739	1453
1739	338
1739	99
1739	1780
1739	1453
1739	900
1739	900
1739	1939
1739	1709
1739	1844
1739	1343
1739	384
1739	1256
1739	153
1739	24
1739	376
1739	1230
1739	1922
1739	1777
1739	737
1739	1267
1739	1267
1739	2027
1739	1805
1739	595
1739	1679
1739	2223
1739	1862
1739	1823
1739	208
1739	1850
1739	278
1739	862
1739	2217
1739	1561
1739	1949
1739	465
1739	2000
1739	1644
1739	456
1739	1582
1739	664
1739	79
1739	1665
1739	2077
1739	425
739	1232
1295	556
1295	496
1295	883
1295	1233
1295	1186
1295	1002
1295	1769
1295	388
1295	1922
1073	1079
1073	38
1073	848
1073	1937
1073	1042
1073	112
86	542
1215	567
1215	1685
1215	1234
1215	976
880	1056
880	3
880	1707
880	1707
880	1149
880	1241
880	2064
880	1888
880	1312
880	336
736	1550
736	611
736	1848
736	1822
736	634
736	1922
736	301
736	1623
736	897
736	472
736	189
736	1850
736	718
736	336
736	2253
1550	1499
1550	28
1550	190
1550	1884
1550	1003
1550	931
1550	634
1550	994
1550	301
1550	32
962	995
962	190
962	1550
962	130
962	1832
962	975
962	1884
962	1712
962	1548
962	1535
962	1115
962	105
962	2028
962	1241
962	261
962	1899
962	870
962	1362
962	349
962	349
962	179
962	412
962	664
1740	1818
1740	661
1740	790
1740	2140
1740	931
789	443
789	1981
789	1034
789	482
789	1067
789	1601
789	2263
1784	829
1383	298
1383	1818
1383	8
1383	8
1383	823
1383	80
1383	627
1383	752
1383	2227
1383	1291
1383	1255
1383	202
1383	202
1383	771
1383	2032
1383	1354
1383	843
1383	664
285	2218
285	2085
1452	376
1452	376
1452	2118
652	374
1194	332
816	434
181	453
181	1343
181	595
690	1810
690	690
690	805
690	847
690	900
690	1360
690	1388
690	491
690	138
690	1164
690	2096
690	1158
690	595
690	196
690	740
690	374
875	611
875	225
1715	1606
47	596
47	163
47	1383
47	139
47	900
47	628
47	785
47	1579
47	1182
47	1101
47	1884
47	1736
47	1343
47	384
47	332
47	123
47	1905
47	1096
47	752
47	752
47	1392
47	863
47	105
47	2155
47	59
47	2028
47	2229
47	307
47	1597
47	1130
47	1133
47	2125
47	349
47	714
47	1781
47	1509
47	664
1653	2192
1653	1761
1653	655
342	778
342	662
1335	1287
1335	1383
1335	1065
1335	1849
1335	360
1335	201
1335	595
1335	1074
1335	876
1500	611
1500	1879
1500	1267
1500	1901
992	2176
380	496
380	99
1252	900
1613	182
687	1047
687	1038
687	208
1832	287
1832	1377
1832	900
1832	1050
1832	810
1832	1490
1832	1750
1832	1182
1832	1236
1832	1003
1832	954
1832	917
1832	678
1832	1143
1832	1794
1832	1164
1832	1958
1832	397
1832	129
1832	2220
1832	208
1832	208
1832	1560
1832	1095
1832	1070
1832	1863
1832	2292
1832	1352
1832	888
1832	374
2240	705
2240	1579
2240	1182
2240	1884
2240	1884
2240	620
2240	2205
2240	1038
2240	1261
2240	888
1436	1070
730	1110
730	136
730	225
636	505
396	1886
1943	584
1943	1617
1943	2219
1943	2257
1943	2204
1943	2193
1943	2272
1943	2191
1943	2266
1943	2194
1943	678
1943	678
1943	401
1943	299
1943	2105
1943	349
1610	2118
1610	1177
1104	1079
1104	875
1104	38
1104	848
1104	1851
1104	528
1104	1034
1104	682
1104	1937
1104	1042
1104	112
1104	1352
844	628
844	664
1285	1031
790	1818
790	1906
790	143
790	1182
790	761
790	933
790	376
790	634
790	634
790	1149
790	1143
790	1922
790	490
790	2021
790	2064
790	1324
790	2236
790	261
790	1655
790	1895
790	1505
790	759
790	1888
790	472
790	680
790	1454
790	258
790	208
790	1312
790	1180
790	895
790	63
790	945
558	855
1472	733
1342	688
1342	2274
1342	132
1342	132
1342	578
1342	1441
1342	701
1342	1471
1342	1424
1342	1175
1342	714
1342	184
1342	1622
13	1533
13	900
13	790
13	1834
13	2286
13	244
13	678
13	1859
13	910
13	299
1277	1782
347	1502
347	1328
347	2179
347	790
347	823
347	841
347	780
347	1769
347	1513
347	601
347	2021
347	2021
347	517
347	517
522	604
508	1706
508	1588
508	432
1503	47
1503	1218
1503	1972
453	1264
453	1264
453	690
453	1158
453	1158
453	30
453	30
453	802
453	1606
893	560
1709	611
1709	611
1709	1638
1709	1922
1709	1463
1709	1173
1709	1158
1709	222
1709	1220
1709	277
1709	79
2294	1633
2294	696
2188	1514
513	1154
513	1523
513	1700
1101	1818
1101	646
1884	1370
1884	190
1884	736
1884	1740
1884	130
1884	1143
1884	1241
1884	1623
1884	1067
1884	349
1884	179
1884	843
1884	843
1884	412
903	1818
903	940
1876	1256
144	1119
583	47
532	87
532	2044
532	1158
1012	318
1012	926
1012	143
1012	99
1012	1361
1012	855
1012	970
1012	41
1012	1076
1012	339
1012	1220
1012	2094
1012	1606
1012	375
1012	843
1012	664
815	675
815	1344
1263	1216
778	1320
778	208
778	662
416	287
416	840
416	1739
416	495
416	130
416	1383
416	305
416	503
416	1818
416	318
416	318
416	47
416	1648
416	611
416	496
416	2161
416	1313
416	1766
416	900
416	1361
416	1997
416	1928
416	91
416	26
416	2250
416	1543
416	1012
416	1138
416	674
416	823
416	1736
416	48
416	1107
416	1898
416	2075
416	239
416	2099
416	627
416	1464
416	1005
416	1915
416	1168
416	105
416	941
416	520
416	1273
416	1273
416	1691
416	2172
416	417
416	2141
416	1291
416	1349
416	1130
416	460
416	908
416	1324
416	403
416	1158
416	1093
416	295
416	1382
416	1951
416	1047
416	1234
416	10
416	1673
416	2098
416	1038
416	309
416	1199
416	1840
416	1220
416	1051
416	1687
416	1821
416	2217
416	542
416	2014
416	2014
416	1330
416	1606
416	1606
416	1179
416	1605
416	830
416	1029
416	1251
416	1251
416	1297
416	1627
416	247
416	1910
416	1912
416	664
416	2048
416	203
655	305
655	900
2212	47
2212	47
2212	1543
2212	1839
2212	152
2212	1673
2212	1038
2212	119
2212	1581
2212	665
1736	840
1736	416
1651	416
977	416
1703	1328
1317	521
984	287
984	1361
984	182
568	900
872	2237
836	287
836	1502
836	51
836	51
836	1739
836	1550
836	118
836	611
836	1907
836	900
836	387
836	1750
836	2140
836	984
836	1343
836	384
836	242
836	242
836	80
836	491
836	1200
836	713
836	1003
836	388
836	1852
836	1903
836	699
836	1685
836	1143
836	1267
836	994
836	484
836	1618
836	1463
836	794
836	1675
836	927
836	381
836	1329
836	870
836	45
836	1823
836	1366
836	208
836	461
836	1625
836	162
836	1261
836	1686
836	35
836	2120
836	837
836	2253
836	853
836	1251
836	570
836	664
836	664
836	1541
871	780
871	1326
1942	849
1942	1675
1121	1340
1121	1751
2198	68
2198	2111
831	978
831	1944
831	1412
831	1310
831	825
599	825
599	1637
1564	1775
1564	401
1564	1751
1564	2269
1564	375
427	1750
427	1750
427	2243
427	401
427	1251
946	293
946	544
946	1891
946	286
946	1324
946	258
946	843
625	2148
1483	1769
521	298
521	900
521	416
521	1130
1555	1426
216	1158
384	1533
384	318
384	318
384	47
384	556
384	496
384	900
384	1663
384	1633
384	1012
384	293
384	1002
384	1018
384	1834
384	634
384	1344
384	672
384	2057
384	121
384	401
384	1158
384	1034
384	50
384	1047
384	208
384	133
384	1930
384	247
384	1041
384	1547
384	664
384	2012
738	556
738	938
738	887
738	444
738	1463
738	1932
738	542
738	664
488	298
488	1818
488	900
488	1088
488	1251
526	1470
526	1830
526	1426
1469	1443
1469	1750
1469	855
1469	554
1469	270
1469	340
1469	1469
1469	1200
1469	320
1469	1661
1469	1162
1469	801
1469	343
1469	343
1469	79
1469	618
1469	288
332	489
332	1739
332	1818
332	2137
332	1500
332	1328
332	611
332	900
332	900
332	628
332	1334
332	1709
332	1182
332	1233
332	1650
332	254
332	1019
332	702
332	2106
332	541
332	711
332	1922
332	1798
332	961
332	1801
332	1959
332	543
332	269
332	1790
332	1255
332	2071
332	1031
332	542
332	1674
332	1606
332	1509
332	1561
332	1251
332	2119
332	664
332	1369
332	1240
1222	1218
1222	900
1222	1794
1222	542
1222	1509
1222	1561
1856	1182
1856	1895
1856	1505
1856	1951
1856	895
1856	63
1109	287
1109	333
1109	1671
1109	298
1109	912
1109	556
1109	1178
1109	1435
1109	2224
1109	810
1109	766
1109	836
1109	1469
1109	1412
1109	306
1109	933
1109	601
1109	383
1109	679
1109	1983
1109	1130
1109	2118
1109	1177
1109	401
1109	1324
1109	794
1109	475
1109	1679
1109	1305
1109	1305
1109	1578
1109	1830
1109	303
1109	1447
1109	328
1109	27
1109	133
1109	1606
1109	1163
1109	1568
1109	2284
1109	100
1109	920
1109	2012
1470	333
1470	1671
1470	1119
1470	576
1470	810
1470	1750
1470	1469
1470	1412
1470	320
1470	679
1470	1983
1470	1130
1470	401
1470	98
761	595
761	1850
1898	1321
1898	805
1898	661
1898	1256
1898	1109
1898	1463
1898	1173
1898	1324
1898	208
1898	1606
1898	79
2280	320
1209	503
1209	900
1209	1378
1209	716
1209	1597
1984	2064
1984	1213
1984	1606
1984	1568
544	1443
544	1746
544	1630
544	1110
544	1690
544	611
544	496
544	99
544	900
544	1361
544	1360
544	1943
544	2138
544	1458
544	123
544	746
544	1491
544	574
544	301
544	1861
544	1158
544	1047
544	313
544	2047
544	312
544	68
544	1979
544	63
544	1221
544	1251
544	866
726	611
726	900
726	628
1412	1617
1412	1469
1412	1476
1412	1412
1412	627
1412	434
1412	306
1412	728
1412	1344
1412	1149
1412	2118
1412	774
1412	1213
1412	1606
1412	1568
1412	1568
1769	1052
1769	2063
1769	611
1769	842
1769	347
1769	1884
1769	1892
1769	335
1769	80
1769	226
1769	1769
1769	833
1769	2118
1769	401
1769	401
1769	1158
1769	595
1769	29
1769	29
1769	208
1769	419
1769	1792
1769	164
1769	1695
921	1750
921	437
1891	1197
1891	2296
221	690
221	47
221	1999
221	1891
221	1130
221	794
221	29
221	437
221	2119
983	1628
983	281
983	1818
983	3
983	2200
983	1127
983	2122
983	782
983	1731
983	2153
923	1628
923	99
923	3
