4	45
4	140
111	228
111	195
111	69
16	155
16	155
16	120
175	221
192	12
8	3
225	195
225	195
225	74
230	198
126	87
195	71
195	8
195	210
14	105
160	71
160	16
160	112
160	112
160	92
160	104
160	154
160	102
160	36
160	188
160	242
160	119
160	237
160	80
160	45
160	163
160	163
160	232
153	194
153	207
72	121
72	188
63	206
181	204
181	237
76	139
121	227
91	212
91	32
147	85
221	177
221	8
221	125
221	125
221	29
221	221
221	158
129	125
129	221
101	185
101	125
101	7
101	90
200	222
200	115
97	59
133	115
123	4
180	200
184	185
184	157
184	169
184	125
184	184
184	11
184	19
184	165
102	226
102	185
102	165
31	116
31	238
31	82
31	218
83	233
83	209
109	41
231	239
95	95
65	189
146	226
146	190
213	211
213	22
213	160
213	20
213	223
213	57
213	174
213	34
213	88
213	212
178	136
132	0
148	185
148	47
148	40
148	190
86	183
86	131
86	3
86	10
156	185
156	130
156	86
17	11
206	96
15	234
15	185
15	104
15	23
220	5
137	125
203	176
240	6
215	212
138	120
56	160
11	160
11	2
217	198
43	230
43	2
43	149
43	64
43	87
107	117
205	185
205	160
205	105
74	209
74	55
74	191
28	74
67	185
54	9
54	96
54	210
194	155
194	244
194	190
194	122
194	247
35	160
182	185
182	98
167	50
167	50
167	81
167	43
167	168
70	22
70	26
70	190
134	234
134	234
134	112
134	159
134	195
134	113
134	48
134	184
134	89
134	199
134	210
134	210
134	213
134	13
134	110
134	190
134	188
134	171
134	24
134	247
134	165
134	21
172	165
84	141
46	103
163	111
163	234
163	234
163	78
163	112
163	211
163	126
163	160
163	169
163	120
163	120
163	243
163	198
163	94
163	79
163	134
163	163
165	16
165	226
165	185
165	52
165	162
165	85
165	247
236	16
236	226
236	47
236	162
236	85
21	248
21	184
21	184
21	210
21	108
143	229
143	193
214	126
230	173
201	197
201	98
201	80
160	100
72	246
72	121
63	39
63	98
121	216
121	106
121	223
121	227
121	210
91	16
91	186
91	211
91	25
91	37
91	197
91	120
91	42
91	68
91	212
91	71
91	170
101	101
101	96
180	222
184	39
184	98
184	49
184	125
184	128
184	224
184	115
184	90
184	103
184	247
184	173
184	187
184	152
213	223
178	30
178	210
132	145
132	151
132	27
86	112
86	121
86	246
86	124
144	101
144	235
144	123
144	180
52	72
52	17
52	190
52	150
52	98
52	210
52	142
77	210
137	110
137	1
137	58
137	39
166	145
166	101
166	96
166	235
166	118
166	51
138	164
138	179
138	18
138	208
138	93
60	123
60	180
60	222
38	184
61	12
196	104
73	114
33	69
33	209
202	69
202	209
134	53
134	34
134	245
134	98
134	184
134	234
134	118
134	161
134	213
134	127
134	62
235	101
241	112
241	121
241	246
241	124
84	246
84	112
84	124
163	120
163	66
163	44
163	135
163	207
163	232
163	173
163	75
99	219
99	246
99	112
99	69
99	209
99	124
