genename,ID_REF,rep1_T1,rep1_T2,rep1_T3,rep1_T4,rep1_T5,rep1_T6,rep1_T7,rep1_T8,rep2_T1,rep2_T2,rep2_T3,rep2_T4,rep2_T5,rep2_T6,rep2_T7,rep2_T8,rep3_T1,rep3_T2,rep3_T3,rep3_T4,rep3_T5,rep3_T6,rep3_T7,rep3_T8
cheB,eco_gcs1_t05080,1128.4839880000002,926.7804158,790.392011,896.5992650000001,1129.556448,810.0314599999999,1059.52816,560.8056997,1994.228602,1391.045223,2150.8633489999997,2123.202472,1129.7895429999999,1162.2680480000001,1292.383086,1033.87688,950.6705394999999,904.0763177000001,1129.683674,1230.361785,1177.202017,797.8326889,1159.255303,837.7280574
cheR,eco_gcs1_t05082,1870.652243,1436.658491,1211.8267369999999,1450.81847,1650.6506570000001,1048.3870470000002,1314.040456,764.4496868,2407.547596,1528.718619,2716.5343,2804.733018,1756.793811,1876.137555,2049.767259,1591.1005400000001,1600.925124,1306.960233,1937.0460460000002,2040.1895100000002,1934.666819,1299.2034529999999,2103.290099,1461.850164
cheY,eco_gcs1_t05076,2440.919121,2478.3346420000003,2282.887193,1828.207098,2028.168289,1739.785118,1779.381337,971.8440567,2951.1507079999997,2417.563354,2863.204499,3269.083139,3088.897106,2570.300076,2926.295287,2573.001146,2244.585328,2319.681169,3101.292282,2879.881438,2931.4162760000004,2435.973838,3387.9440689999997,2123.303508
cheZ,eco_gcs1_t11754,778.7666444,771.1464107999999,623.378875,550.4983022000001,530.0547345,450.5388949,452.06385250000005,286.74240360000005,901.9136434000001,674.4038285,840.5105267000001,925.3495232999999,967.9473591,894.5457821,977.4810965,846.9760681,743.7742586,632.3918940000001,798.0964076,868.3375200999999,867.9934784,671.8336392000001,929.9616764,569.6696362
moeA,eco_gcs1_t02033,503.58572819999995,471.0478497,532.85953,446.76766799999996,641.2120828,620.9591256,690.4095354,456.77122,703.7038938999999,653.5215709,832.1731306,921.0715661,430.33748439999994,541.9515547,522.5968697,451.8741068,459.45937869999995,420.44142819999996,582.5704537,511.34258150000005,473.9746068,328.28388010000003,432.20499069999994,609.6826815000001
moeB,eco_gcs1_t11626,280.90901319999995,224.10544860000002,273.0213642,292.7728296,337.6976279,272.0453742,314.548362,295.3170982,294.0643455,237.7412614,346.5775992,327.8728769,195.0524025,191.6766012,197.2641988,177.13852519999998,199.2967419,153.6787767,227.77405499999998,176.95312619999999,202.7728659,189.05851189999998,256.64294920000003,194.5758448
cydA,eco_gcs1_t01834,2207.904991,2439.8904899999998,2859.317877,2042.9278120000001,1917.0270079999998,1772.444901,1769.394498,1373.499456,1208.384226,984.7127201999999,1333.665121,1293.4144119999999,2426.889814,2448.511497,2854.8345449999997,2536.371117,2440.7731280000003,2101.808528,2308.322188,2378.058275,2333.636533,1936.2131350000002,3127.7372760000003,4553.499750999999
cydB,eco_gcs1_t01835,73.86992218,143.2300135,107.3300658,113.7972659,83.51159035,89.97551778,98.46742316,91.4305689,49.86052657,35.85652534,68.31466475,61.82773812,89.38646235,95.084447,92.64111729,81.57212802,83.22882537,71.20244263,106.473781,83.04722043,84.39313501,63.37969308,111.05531640000001,115.2418458
dppA,eco_gcs1_t09316,3603.4660740000004,2501.079348,2372.244823,2510.260785,3720.161207,3139.925018,3734.7892520000005,2032.485315,5638.022319,3995.6210159999996,6014.586982,6463.86279,3574.2700579999996,4557.261486,4019.8668909999997,3875.10581,2635.578746,2833.3910079999996,3256.266943,3505.3391340000003,3301.3688620000003,2412.205469,2924.446079,2837.964003
entF,eco_gcs1_t01446,1540.3045220000001,721.7114448,493.75632,439.632128,621.3467319,516.4173613,659.6431205,208.66152659999997,585.5130974,521.3106328,461.55230610000007,457.37198150000006,208.0006976,181.8848848,160.541717,122.51382340000002,395.7272622,336.4890646,407.3397041,328.9344323,515.2951012,516.766884,516.0291932,142.2916465
acrE,eco_gcs1_t08637,2.640187573,2.762389635,2.7336949710000003,3.1334800680000003,3.1715476610000004,5.05924475,3.14332577,8.16489004,4.690322933,11.16337347,6.1353554720000005,3.04266141,3.0375946010000003,3.463272435,3.261696443,3.314793905,5.698278022999999,4.774901263,2.6981328380000003,3.6093903660000004,3.789736863,4.308955359,3.523159169,8.526556907
acrF,eco_gcs1_t08645,10.80037388,10.92832197,10.57205869,12.20067051,8.808543321,13.83874541,10.88191374,23.58084447,13.06220026,17.11886922,15.62106138,12.08957146,10.50055285,10.87049403,12.1085426,12.946538499999999,17.03078836,16.08378799,14.13241488,9.980945151,10.21429656,12.18233092,7.547417819,10.94132009
fdhF,eco_gcs1_t10668,26.38927618,21.29919047,25.46637139,27.98867022,28.91994206,31.51634368,24.32178245,38.85333659,27.09607928,37.17016403,35.96640966,28.5444914,22.92479397,24.12450165,24.00238476,28.45907027,34.23335673,28.47523956,22.74375039,16.54078572,25.86945683,41.77110407,8.565773622,13.41895044
fepE,eco_gcs1_t01450,2.902959608,2.768937012,2.7416558280000003,2.33708356,3.07559247,1.896047306,2.669774482,1.237229949,2.667240906,1.136017359,2.091169151,3.0119233380000003,3.1673809160000004,2.715593984,3.2769687289999996,2.333054058,2.014144833,2.0167633,2.331968083,3.773046312,3.3988965639999997,1.8003948369999998,4.104731463,11.63982236
fes,eco_gcs1_t01444,19.743039000000003,11.61151583,10.16624587,7.857793784,5.732499145,7.592909432999999,5.907122222999999,12.41773545,8.032460581,8.575389794,6.018870872999999,4.58820501,4.7875257819999995,2.567249156,3.1686167999999997,2.158529181,9.382214299,6.498209746000001,6.174455412,3.6426205830000002,9.526446702000001,16.45704361,5.292909837,8.405169029
frdA,eco_gcs1_t12167,360.8697869,261.74143250000003,352.9540153,397.3536979,530.3474738,537.8886272000001,503.7063732,412.80254510000003,342.8025293,364.8211911,336.28643230000006,430.1727736,308.6061316,274.02000289999995,433.0341331999999,369.1161725,306.8965024,250.5312769,320.32646850000003,268.0470279,341.7415015,294.12028039999996,379.04625939999994,459.98724569999996
frdB,eco_gcs1_t10856,1122.173124,480.33243839999994,737.2174745,1364.553374,2543.982946,2123.833063,2783.524009,1825.221811,2211.313028,1543.557215,2309.763309,2884.5665089999998,525.8888383000001,737.5016121,748.4220178999999,740.8473109,544.9391292,535.2178527,684.3009081,645.0413997,698.1490471,550.1265611,730.4995478999999,1164.1192939999999
frdC,eco_gcs1_t10855,19.02153922,25.06240648,25.52105494,21.5373604,10.64008787,11.61331305,16.87145062,28.9706561,13.37701611,11.62312777,10.27748659,9.857107032,24.02724166,25.186427300000002,23.3688959,22.02706373,24.06552877,20.27426422,29.94832052,25.184019699999997,20.49139749,28.97744923,28.33010053,10.20006091
frdD,eco_gcs1_t12163,49.31324344,83.75050267,83.42464204,62.52312611,44.40122128,54.63424807,47.5598162,80.90581179,37.94428359,46.89445629,35.01540424,33.68715683,86.76235563,74.95804407,72.92426335,60.7413124,77.59603943,64.74195431,84.98030726,76.28956342,65.53206994,81.33178633,98.63535648,75.20913735
fumA,eco_gcs1_t04300,692.9445767999999,807.1582536000001,733.5811201,555.9576844,524.2780418000001,525.2942181,559.4731686000001,380.5935998,649.7701361000001,546.507168,602.7234614,612.4040855000001,857.1508447999998,743.2335197000001,805.953225,875.7694028999999,675.3581944,718.0979639999999,753.6124951,839.371185,916.9090533,715.9926247999999,817.7007651,795.6618844999999
gcvH,eco_gcs1_t07780,931.8454606,754.4310497,678.2146281,737.4638607,999.6047795,816.8774308,978.5871476,596.7906406000001,883.8398525,795.5396065,952.712965,883.1028322000001,544.316695,608.2526842,545.5745845,562.0741102000001,558.6629924,602.3408168999999,565.6853926,551.3908223,618.7685663,399.4552262,533.4002716,530.7376902999999
gltB,eco_gcs1_t08481,2938.206449,3828.823258,4571.34102,4108.890014,5170.05609,4092.1991369999996,4042.690315,3701.829143,2741.7745059999997,2225.432831,4024.790413,3585.101737,4401.830895,4676.833887,6213.292813,4343.809946,5082.204456,3722.578165,5349.5942700000005,4485.30285,4520.404415,3736.24329,4917.292863000001,7853.213016
gltD,eco_gcs1_t08483,1681.0050620000002,1514.390936,1448.255374,2079.4340859999998,2542.399656,1900.675964,2645.9724309999997,2373.966394,2014.5744329999998,1299.55556,2211.5111850000003,1916.659418,1384.432291,1534.6237529999999,1387.429795,1443.6271470000002,1121.782712,1131.296689,1589.552189,1461.750009,1428.710401,1108.275774,1344.460695,1705.5173530000002
gnd,eco_gcs1_t05443,6912.754156,4585.8602789999995,5504.211971,6837.498956,10348.06591,9762.224059,11627.69751,7989.169818,7869.565456,7101.943148,8438.512526999999,9887.136814,4146.3823170000005,3646.2666950000003,4180.740603,4069.1326740000004,3669.97628,3787.7376799999997,3973.3319090000005,4437.710653,4752.116764,3413.04834,4364.88235,5309.437677
hemA,eco_gcs1_t03099,1881.1795370000002,1894.6221920000003,1378.680755,1818.532805,1825.45949,1754.618175,1616.39887,1102.1062630000001,2402.924414,1924.564939,2254.7359539999998,2603.334355,1980.1954829999997,1942.424541,2303.0307589999998,2305.199055,2067.170048,2012.168768,2004.513123,1866.8117920000002,2059.330514,1464.959083,1579.135014,2223.897858
hmp,eco_gcs1_t06869,33.56156892,30.9189234,36.73597344,39.84839322,45.98589795,39.47758468,56.89939995,59.59057191,47.74931903,50.83082822,54.25088056,54.41087308,46.34858752,47.87478648,46.24183483,49.29829041,37.83160069,38.75862081,34.23757829,34.88070283,33.50565138,26.76137585,24.4414141,14.92139618
hypB,eco_gcs1_t07259,384.00710039999996,412.9817397,444.6723317,402.91769680000004,400.090085,288.1422915,267.6122457,247.85890930000002,318.10142260000003,249.00596319999997,351.722469,391.7851221,453.0110138,472.2356375,677.9812463999999,495.8737146000001,526.9378925,416.2258275,527.2267909,436.11221720000003,565.6542637,477.5928422,607.2053527,739.473758
hypC,eco_gcs1_t07260,11.55137292,12.67892799,12.98454028,18.14270368,13.29964363,14.28515375,13.69375458,25.68282107,17.42039329,26.56822351,16.42756896,14.38294436,12.70349918,22.62018775,14.39960553,20.55469187,13.18793609,29.12749618,16.28551518,9.296326495,10.60721604,21.70840242,16.95237796,21.81085797
hypD,eco_gcs1_t07261,15.1721267,20.3279807,22.02146623,15.89364588,15.21906382,12.31291429,14.57103986,19.16260645,18.13127724,16.82746513,12.94936501,12.08758741,22.47931694,17.93236223,21.02463718,29.79187326,16.05654086,16.26280985,16.17823508,17.64630088,18.012991,27.69299684,18.34198168,10.47482742
hypE,eco_gcs1_t11936,31.215461699999995,29.91673412,38.92188661,35.25876838,34.94072606,37.98446134,35.12036881,47.99369475,36.56246301,32.23104954,35.12728446,34.00262746,40.01804157,42.34846453,44.6457071,40.77008065,43.72479717,37.36855634,44.81349323,32.07359261,37.98921222,41.08213866,43.04455202,40.14014296
katG,eco_gcs1_t10337,946.4761557,971.4682324999999,1031.132607,911.5937439999999,871.2773804,916.097973,927.7693267000001,611.509185,849.9488757000001,853.6741141000001,1008.0570150000001,1134.528044,1088.511471,1043.297178,1012.6206099999999,1089.4657849999999,788.5840734,758.4630592,841.8238964999999,803.2066996,829.79395,804.7610715,893.6245988,1110.871169
malP,eco_gcs1_t08989,720.1130806,582.2675914,518.0758713,441.41760139999997,576.8965366,496.62836610000005,635.4188803999999,354.3149107,804.9305833,543.4717558,872.2791094,842.8097175,642.2504792000001,589.6215666,665.0725543,614.9690532999999,728.5678424,722.3463885,875.5941086000001,793.6322367,850.1806414999999,546.8338534,638.4816316,537.5059661
malQ,eco_gcs1_t08978,116.5742929,118.89946040000001,104.9554812,103.78856309999999,133.7090065,97.62404211,122.5134732,87.28858939,154.1678831,115.85926809999998,171.619777,166.9081845,111.4602778,136.2728678,120.43171629999999,89.41318064,150.3940968,125.8683227,150.1413743,128.13761570000003,118.70820330000001,110.49428290000002,120.07712439999999,78.41554531
pstS,eco_gcs1_t09844,497.9403846,489.78987930000005,509.31277080000007,493.0643486000001,387.6406607,389.89842000000004,411.1590678,230.3714925,379.8305801,400.9094236,345.7003104,425.8170279,555.4080640999999,529.0929834,511.29749919999995,490.4099631,450.37008110000005,337.51471769999995,421.94422180000004,533.0043227,469.99900369999995,391.0960463,491.0742728999999,498.0595103
phoU,eco_gcs1_t09838,196.128853,202.7713363,167.17867869999998,154.98962340000003,128.5224528,145.5501815,163.58185559999998,103.2157021,139.5304135,172.7218906,117.1825152,125.6550468,220.6702039,191.892069,156.95504730000002,168.03055619999998,143.8552257,149.68855459999997,109.6269311,189.1274585,131.4791259,112.18656429999999,164.238072,113.8866132
poxB,eco_gcs1_t02135,293.2624039,319.8345325,356.2760533,385.3490418,574.2995295,572.2376917,699.8417097999999,478.6595033,246.37577689999998,182.86561630000003,290.9251216,276.92107400000003,183.2431858,224.61758880000002,199.6260656,218.83683399999998,195.03103069999997,186.50322869999997,273.6895013,213.5382504,190.76149630000003,181.0151604,298.0989949,533.0679203999999
prfA,eco_gcs1_t03101,173.22234699999998,137.1880733,154.9082846,180.35647350000002,178.016809,174.9716382,165.1043681,108.9434953,133.1592662,123.40417749999999,155.049978,180.6467091,202.8729267,185.0180435,187.4230544,164.5001869,170.8566591,175.2201566,175.841825,169.1721796,150.7040482,120.15971299999998,179.1813361,151.55912130000002
pstA,eco_gcs1_t09841,1309.3860960000002,1295.917664,1254.0104279999998,1211.311624,1263.314509,1042.9521220000001,1020.893824,694.9701649,1397.021256,1231.6267269999998,1752.810863,1738.8613679999999,1322.365514,1279.550742,1342.277502,1058.5183630000001,1101.7490480000001,898.9463757000001,1221.869784,1160.9727050000001,1210.7126369999999,940.797203,1397.804375,1290.905385
pstB,eco_gcs1_t09840,249.25584819999997,277.26793860000004,247.57191119999996,259.7749662,261.39361490000005,233.8703077,260.1294073,178.6563392,316.6729285,269.2525503,377.8849387,377.87555249999997,276.7566905,288.4161411,253.2972555,234.080783,221.2216838,198.8705894,243.7534554,237.46552519999997,234.70701380000003,173.3906977,242.62784019999998,273.8551827
pstC,eco_gcs1_t09842,248.9973349,266.9911557,265.5409375,233.4413236,277.6672152,212.1381869,201.91903200000002,167.2787157,220.2979167,219.90732200000002,299.13466289999997,283.9657414,267.61890980000004,239.63898930000002,260.4890659,200.0942283,231.8897594,181.3114885,242.67362119999999,219.9655609,224.2383037,212.3131174,276.6051776,258.5109603
purM,eco_gcs1_t06728,15348.640619999998,14190.881309999999,13823.95257,14524.31171,15664.74408,12525.7341,13958.64267,9229.645318,13703.19111,11513.22354,13683.77715,16262.550480000002,14707.371030000002,16257.64474,17396.468080000002,14955.25837,15853.289030000002,15666.2589,16973.26312,17041.952980000002,17567.6883,13022.82042,15457.45453,17656.87743
