0,1,2,3,4,5,6,7,8,9,10
MECOM,26.0,19.0,75.0,48.0,25.0,44.0,38.0,109.0,74.0,65.0
ABCB1,317.0,276.33,1741.85,917.49,606.55,1503.3,661.45,566.14,434.0,163.15
WNT11,170.0,216.83,53.0,220.89,185.98,128.0,65.89,3.0,50.0,26.0
MGST2,1312.0,1693.0,1437.0,1535.0,1505.0,856.0,1292.0,1467.0,558.0,1755.0
POMGNT1,351.0,289.0,750.65,525.61,470.81,1126.0,522.67,1108.13,409.67,691.49
B4GALT1,1572.0,1332.0,2553.0,1467.0,1431.0,2230.0,2820.0,1814.0,1417.0,3621.0
NFX1,586.0,585.0,613.0,653.0,910.0,718.0,691.0,612.0,835.0,1241.0
EIF2AK1,916.6,986.89,1954.94,1407.75,1180.58,2863.25,1189.25,1593.23,736.29,3137.43
HSD17B2,1163.87,1143.54,1165.0,1779.0,1287.99,145.0,1488.0,943.0,1004.65,368.0
NOX4,1.0,0.0,13.0,1.0,4.0,6.0,4.0,28.0,1.0,16.0
ACOX3,134.0,197.0,222.0,241.0,245.0,180.0,165.0,220.0,125.0,253.0
ACHE,15.0,34.0,45.0,119.0,105.0,216.0,148.0,5.0,87.0,108.0
BAX,173.0,69.0,300.0,364.0,209.0,859.0,343.0,502.0,208.0,702.0
PSMC5,658.0,615.0,885.0,952.12,807.0,2150.0,981.0,1255.0,621.0,1077.0
CETP,112.0,71.0,75.0,233.0,114.0,26.0,83.0,45.0,24.0,54.0
MMP2,189.0,81.0,803.0,442.0,320.0,79.0,1598.0,503.0,998.0,65.0
GNAO1,208.0,483.0,237.0,99.0,136.0,145.0,140.0,39.0,129.0,37.0
PTHLH,2.0,4.0,8.0,4.0,0.0,4.0,6.0,105.0,18.0,2.0
TFAP2C,0.0,0.0,8.0,6.0,1.0,0.0,2.0,0.0,3.0,1.0
AURKA,7.0,47.0,144.0,45.0,17.0,495.0,57.0,230.0,14.0,789.0
GP6,5.0,4.0,0.0,4.0,1.0,6.0,2.0,1.0,4.0,4.0
KHSRP,336.0,403.0,604.0,589.0,448.0,1244.0,554.0,610.0,475.0,963.0
DNMT3B,11.0,10.0,36.0,28.0,23.0,28.0,18.0,30.0,23.0,22.0
SLC15A1,334.0,338.0,470.0,587.0,718.0,486.0,174.0,222.0,259.0,157.0
PPP1R13B,252.05,261.73,414.02,477.07,673.78,439.84,472.48,350.77,638.09,378.5
MAVS,852.0,754.0,1321.0,1376.0,995.0,2018.0,928.0,1565.0,960.0,2171.0
OAS1,325.0,192.0,520.0,2435.0,1114.0,250.0,735.0,247.0,177.0,673.0
RPLP0,7059.36,7586.32,11919.41,7003.6,6936.35,17255.15,9411.52,20840.57,5165.66,15522.17
PEBP1,16129.0,20118.0,11272.0,15872.0,20051.0,22764.0,14480.0,10307.0,12738.0,9961.0
TBX5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
ERP29,1136.95,1539.0,988.0,1314.59,1321.0,3175.0,1164.44,1611.0,371.0,1120.03
NOS1,6.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0
FUS,1533.0,1113.0,2358.0,2636.0,2406.0,1869.0,2629.0,1578.0,2010.0,3355.0
HEPH,50.0,23.0,72.0,64.0,42.0,35.0,108.0,63.0,87.0,27.0
BIRC5,16.0,11.0,81.0,66.0,24.0,260.0,23.0,589.0,16.0,234.0
SLC9A1,92.0,49.0,100.0,154.0,113.0,74.0,208.0,126.0,216.0,83.0
ICAM1,1068.03,253.15,1036.19,614.19,467.05,3045.87,1620.9,962.85,654.56,974.01
SI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TFAP4,26.0,47.0,101.0,82.0,59.0,33.0,51.0,95.0,46.0,63.0
ZNF268,159.0,160.0,171.0,241.0,155.0,388.0,158.0,189.0,166.0,120.0
NLRC4,18.0,16.0,20.0,35.0,18.0,19.0,33.0,36.0,10.0,20.0
NRCAM,0.0,0.0,13.0,35.0,1.0,1147.0,14.0,40.0,13.0,550.0
LAMB1,182.0,173.0,638.07,791.0,297.0,1050.16,1245.39,1085.0,689.0,199.0
SLC26A4,2.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,6.0,3.0
SLC26A3,0.0,3.0,0.0,8.0,3.0,0.0,4.0,19.0,3.0,0.0
ABCC6,1400.55,2287.53,1156.87,2028.29,1807.96,1113.47,1092.06,991.94,624.67,2076.76
ITGA6,90.0,65.0,542.0,365.0,220.0,1864.0,282.0,319.0,117.0,698.0
TF,76018.0,114024.0,50410.0,113256.0,90446.0,171342.0,81518.0,16187.0,8662.0,75762.98
ESR1,329.0,321.0,122.0,179.0,205.0,33.0,341.0,54.0,313.0,65.0
ANGPT2,27.0,14.0,51.0,27.0,22.0,240.0,110.0,116.0,72.0,88.0
MYH7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
CEBPE,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PHGDH,1055.0,1506.0,630.0,486.0,906.0,760.0,847.0,1248.0,781.0,9.0
EZR,599.0,545.0,1095.0,1313.0,1222.0,2000.0,1824.0,715.0,1442.0,657.0
TGFB2,11.89,0.0,111.75,12.01,12.39,16.04,102.91,95.65,46.19,2.0
KRT31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC6,10.0,9.0,40.0,26.0,19.0,161.0,33.0,287.0,12.0,172.0
MSH2,33.86,50.0,130.0,94.88,55.0,108.0,72.66,150.0,40.0,145.0
EPB41L4B,878.0,1188.0,608.0,596.0,620.0,1035.0,598.0,320.0,233.0,178.0
PTGS1,47.0,20.0,67.0,130.0,56.0,16.0,39.0,90.0,59.0,31.0
BTAF1,513.0,328.0,513.0,589.0,533.0,405.0,487.0,631.0,403.0,462.0
TDRD1,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0
SORBS1,488.0,393.0,721.0,467.0,400.0,1126.0,596.0,371.0,519.0,1048.0
BAMBI,115.0,154.0,442.0,310.0,195.0,708.0,174.0,496.0,95.0,48.0
IL11,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0
CREM,335.0,189.0,283.0,184.0,236.0,281.0,773.0,248.0,359.0,470.0
HSP90AB1,3950.0,2772.0,8569.0,4405.0,3831.0,12057.0,6770.0,8918.0,3405.0,11990.0
SIRT1,133.0,169.0,117.0,140.0,133.0,119.0,75.0,89.0,72.0,72.0
JAK2,52.0,52.0,79.0,184.0,77.0,24.0,77.0,48.0,61.0,43.0
IL12RB1,17.0,2.0,73.0,63.0,31.0,5.0,55.0,33.0,41.0,96.0
ABL1,164.0,110.0,406.0,394.0,269.0,550.0,471.0,608.0,356.0,503.0
ACOT7,126.0,165.0,182.88,395.0,234.0,303.63,235.0,327.0,84.0,252.0
SCD,10306.0,15745.0,7144.0,12160.0,4101.0,12420.0,6266.0,14983.0,1861.0,7160.0
NRP1,297.89,344.75,805.16,786.72,303.0,517.0,899.0,674.83,897.0,609.0
MZF1,328.0,265.0,268.74,386.75,343.0,262.0,338.69,415.0,451.9,247.0
CDC34,418.0,570.0,466.0,672.0,674.0,890.0,500.0,648.0,373.0,473.0
HCN2,3.0,0.0,51.0,12.0,1.0,75.0,3.0,2.0,3.0,1.0
GADD45B,4187.0,3484.0,1972.0,1921.0,2012.0,1802.0,5252.0,670.0,2453.0,2898.0
MADCAM1,6.0,3.0,21.0,28.0,19.0,8.0,16.0,8.0,9.0,5.0
MMP11,8.0,6.0,86.0,50.0,16.0,162.0,102.0,412.0,5.0,26.0
SMARCB1,206.22,185.0,358.22,335.86,297.76,721.0,421.23,713.44,204.53,351.48
BCL2L13,293.0,431.0,439.0,453.0,416.0,742.0,413.0,556.0,199.0,802.0
GSTT2,8.62,0.0,3.62,0.0,6.7,0.0,0.0,0.0,0.0,0.0
OSM,17.0,0.0,18.0,6.0,6.0,10.0,23.0,24.0,7.0,4.0
CABIN1,215.0,257.0,418.0,688.0,455.0,821.0,410.0,611.0,424.0,408.0
MAPK1,331.0,384.0,828.0,592.0,429.0,1427.0,637.0,982.0,425.0,754.0
PRODH,34.4,58.99,41.22,80.9,48.01,905.41,215.84,84.85,26.68,0.0
HIRA,126.0,175.0,250.0,291.0,266.0,529.0,246.0,373.0,137.35,318.0
LGALS1,616.0,536.0,1398.0,835.0,821.0,936.0,1487.0,1638.0,1243.0,447.0
SOX10,7.0,1.0,7.0,5.0,13.0,4.0,17.0,9.0,20.0,0.0
SLC5A1,23.0,26.0,113.0,107.0,112.0,8.0,165.0,8.0,109.0,0.0
CYP2D6,2517.23,1542.18,380.52,2719.84,1486.6,2198.81,1980.81,576.95,1504.96,2799.22
XBP1,3390.0,4063.0,4212.0,3975.0,5286.0,6751.0,5416.0,4479.0,2816.0,5766.0
TIMP3,1359.0,869.0,3095.0,1139.0,1380.0,830.0,1996.0,1492.0,1170.0,1328.0
HMOX1,275.0,188.0,673.0,840.0,247.0,1393.0,746.0,1216.0,300.0,318.0
MCAT,78.0,141.0,172.0,185.0,180.0,330.0,157.0,248.0,138.0,211.0
MCM5,141.0,107.0,340.0,327.0,203.0,460.0,330.0,961.0,141.0,648.0
APOBEC3H,4.0,5.0,17.0,41.0,7.0,15.0,37.0,13.0,16.0,15.0
CBX7,186.5,156.0,426.87,283.25,365.8,483.58,370.41,346.66,303.88,286.15
PDGFB,38.0,25.0,133.0,72.0,80.0,117.0,179.0,172.0,122.0,43.0
TXN2,776.0,1115.0,831.0,943.0,932.0,1989.0,952.0,1052.0,428.0,1160.0
IL2RB,36.0,24.0,154.0,268.0,124.0,20.0,124.0,39.0,59.0,197.0
EP300,437.0,436.0,600.0,664.0,613.0,735.0,556.0,860.0,613.0,389.0
HDAC10,273.15,185.02,346.49,454.96,327.69,559.36,259.14,248.29,224.62,283.05
SOS2,221.0,198.0,222.0,281.0,222.0,317.0,280.0,228.0,202.0,260.0
CDKN3,2.0,5.0,58.0,22.0,2.0,135.0,11.0,188.0,3.0,462.0
CHGA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
HIF1A,202.0,157.0,497.0,284.0,187.0,535.0,499.0,396.0,219.0,649.0
SLC10A1,2402.0,3672.0,1457.0,3271.0,3074.0,894.0,1534.0,193.0,1069.0,5843.0
SLC8A3,3.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,1.0,10.0
DICER1,343.0,460.0,421.0,599.0,494.0,452.0,373.0,492.0,486.0,761.0
RPS6KA5,65.0,30.56,71.0,112.0,82.0,37.0,74.0,65.0,86.0,33.0
PSMB5,360.0,398.0,609.0,534.0,395.0,1360.0,569.0,752.0,151.0,1328.0
YY1,525.0,609.0,1145.0,1051.0,813.0,2217.0,878.0,1150.0,639.0,1321.0
APEX1,620.0,805.0,1107.0,997.0,864.0,1569.0,953.0,1327.0,614.0,2227.0
CHD8,272.0,194.0,383.0,424.0,440.0,639.0,400.0,433.0,359.0,396.0
PCK2,2941.0,5496.0,2385.0,3546.0,3785.0,3143.0,2226.0,1217.0,926.0,4858.0
NFKBIA,5303.0,3257.0,2298.0,2017.0,2433.0,1390.0,2501.0,1758.0,2421.0,1913.0
NFATC4,36.0,24.0,135.0,154.0,74.0,108.0,281.0,152.0,126.0,41.0
PLTP,156.6,93.23,384.32,409.24,151.54,191.64,695.29,427.01,480.48,298.39
MMP9,14.0,0.0,359.0,69.0,97.0,39.0,83.0,494.0,21.0,95.0
CD40,85.0,167.0,244.0,323.0,197.0,30.0,250.0,171.0,83.0,244.0
MYBL2,0.0,3.0,71.0,49.0,11.0,47.0,38.0,845.0,7.0,399.0
HNF4A,1373.0,2428.0,4236.0,3005.0,3815.0,2855.0,1462.0,1995.0,1348.0,9117.0
NFATC2,271.0,167.0,225.0,368.0,270.0,204.0,207.0,211.0,204.0,108.0
SALL4,68.0,38.0,32.0,40.0,48.0,76.0,18.0,46.0,43.0,21.0
PFDN4,72.0,72.0,138.0,108.0,67.0,110.0,104.0,157.0,54.0,170.0
BMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NELFCD,545.0,620.0,971.0,782.0,782.0,1353.0,715.0,1011.0,626.0,1801.0
TCFL5,26.0,37.17,142.0,95.32,54.0,129.98,63.0,75.0,32.0,119.0
BIRC7,6.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0
AVP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
CDC25B,228.0,167.0,719.0,577.0,491.0,710.0,415.0,1186.0,332.0,775.0
TRIB3,201.0,207.0,392.0,242.0,512.0,1566.0,284.0,1691.0,162.0,350.0
ANGPT4,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0
PDYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMHD1,375.61,179.0,1052.81,1078.0,565.87,772.64,628.87,578.23,569.0,1782.26
JAG1,102.0,53.0,408.0,343.98,251.0,169.0,552.0,561.0,394.0,167.0
E2F1,8.0,1.0,59.0,55.0,62.0,133.0,47.0,544.0,21.0,548.0
MAP1LC3A,416.0,503.0,281.0,442.0,361.0,372.0,661.0,304.0,350.0,226.0
ZNF516,190.0,180.0,182.0,246.0,157.0,308.0,180.0,244.0,141.0,234.0
SMAD7,61.0,61.0,185.0,215.0,114.0,72.0,256.0,162.0,104.0,160.0
LAMA1,0.0,6.0,23.0,15.0,11.0,7.0,39.0,3.0,17.0,7.0
RBBP8,108.0,142.0,177.0,136.0,128.0,156.0,243.0,354.0,253.0,193.0
STS,85.0,171.0,339.0,279.0,181.0,153.0,365.0,156.0,71.0,611.0
ATP1B4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SRPX,131.0,51.0,177.0,327.0,158.0,17.0,310.0,10.0,216.0,7.0
XIAP,546.0,432.0,825.0,848.0,744.0,657.0,794.0,1003.0,648.0,1017.0
F9,2825.0,4566.0,3532.0,2064.0,2598.0,20.0,3025.0,973.0,823.0,3342.0
SYP,7.0,13.0,17.0,24.0,16.0,58.0,17.0,11.0,20.0,53.0
ELF4,27.0,14.0,70.0,107.0,69.0,62.0,91.0,100.0,67.0,39.0
SMARCA1,450.0,450.0,602.0,332.0,311.0,528.0,344.0,527.0,226.0,487.0
RBBP7,309.91,297.0,833.0,470.0,418.0,1222.0,503.0,718.0,284.0,1135.0
FMR1,397.0,454.0,622.0,646.0,428.0,553.0,372.0,496.0,269.0,851.0
PIM2,94.0,80.0,251.0,297.0,231.0,205.0,792.0,127.0,419.0,257.0
RS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK1,832.0,855.0,2385.0,1052.0,891.0,6335.0,1158.0,1254.0,419.0,3503.0
GATA1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
BRS3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CD40LG,5.0,0.0,55.0,24.0,47.0,15.0,39.0,5.0,10.0,11.0
TIMP1,2143.0,875.0,15306.0,8085.0,3905.0,1873.0,15876.0,19722.0,12571.0,1601.0
KLF8,32.0,20.0,52.0,79.0,33.0,2.0,60.0,47.0,60.0,18.0
SYTL4,142.13,205.71,586.94,277.07,217.25,192.29,226.51,140.48,135.86,228.19
TNFSF13B,75.0,46.0,193.0,353.0,142.0,69.0,273.0,143.0,174.0,93.0
KLF5,82.0,22.0,70.0,30.0,59.0,187.0,159.0,213.0,233.0,234.0
ACP5,135.0,91.0,498.0,585.0,221.0,90.0,297.0,653.0,146.0,331.0
DNAJC3,647.0,562.0,813.0,670.0,536.0,2570.0,765.0,665.0,395.0,545.0
FLT1,81.0,66.0,193.0,137.0,98.0,338.0,407.0,336.0,202.0,610.0
TSC22D1,590.6,488.0,1028.57,569.99,586.0,3727.0,1415.0,741.63,1174.99,1178.0
MSLN,0.0,0.0,12.0,5.0,5.0,0.0,12.0,0.0,123.0,0.0
HSF4,196.15,162.34,223.54,255.56,249.76,293.78,216.64,155.68,230.98,312.69
MAPK3,99.0,104.0,435.0,308.0,186.0,752.0,317.0,285.0,173.0,272.0
ELMO3,35.0,76.0,140.0,99.0,112.0,224.0,79.0,30.0,81.0,57.0
NFAT5,268.8,270.49,292.23,365.01,304.01,297.87,316.21,188.03,267.89,239.41
CCL22,13.0,3.0,45.0,26.0,63.0,2.0,67.0,96.0,47.0,7.0
CCL17,2.0,0.0,55.0,11.0,4.0,1.0,35.0,0.0,7.0,1.0
CTCF,329.0,421.17,536.0,520.0,502.0,650.59,548.0,652.0,472.0,640.0
NME3,230.0,247.0,385.0,445.0,482.0,169.0,419.0,297.0,368.0,336.0
AXIN1,58.0,90.0,240.0,185.0,166.0,160.0,159.0,192.0,176.0,85.0
TSC2,910.86,909.06,1136.68,1246.0,1174.5,399.55,993.76,988.29,1065.25,805.99
ABCC1,92.0,47.0,222.0,265.0,152.0,202.0,346.0,152.0,310.0,156.0
FOXF1,33.0,33.0,144.0,70.0,64.0,23.0,172.0,58.0,82.0,6.0
UBE2I,486.04,453.64,877.43,700.39,587.23,664.01,805.94,821.01,808.82,880.74
MEFV,11.0,11.0,3.0,17.0,8.0,1.0,28.0,6.0,8.0,2.0
RBL2,586.59,700.43,809.03,822.99,712.39,665.99,449.18,227.33,380.3,613.66
MAZ,478.79,575.39,1263.93,1050.4,776.36,2078.98,942.82,2377.68,599.86,1730.22
ACSBG1,11.35,7.14,9.65,26.01,11.82,3.09,35.69,17.35,62.75,19.02
OCA2,0.0,0.0,1.0,5.0,3.0,0.0,4.0,12.0,0.0,0.0
TJP1,377.0,451.0,535.0,745.0,505.0,839.0,518.0,554.0,613.0,838.0
MYEF2,17.0,4.0,41.0,32.0,15.0,143.75,41.0,99.0,71.0,16.7
RIPK2,74.0,42.0,438.0,126.0,108.0,117.0,185.0,138.0,96.0,247.0
NBN,148.0,176.0,515.0,291.0,171.0,169.0,282.0,254.0,136.0,466.0
CALB1,0.0,2.0,6.0,8.0,14.0,0.0,4.0,3.0,5.0,4.0
SFRP1,27.0,56.0,139.0,68.0,104.0,2.0,63.0,12.0,47.0,1.0
IKBKB,352.0,243.0,417.0,631.0,412.0,460.0,582.0,302.0,488.0,569.0
PLAT,66.0,22.0,190.0,72.0,113.0,69.0,337.0,131.0,242.0,25.0
DKK4,0.0,1.0,1.0,2.0,0.0,18.0,1.0,0.0,0.0,7.0
GDAP1,31.0,21.0,82.0,55.0,37.0,205.0,40.0,54.0,56.0,61.0
NDRG1,547.0,625.0,3448.0,703.0,1240.0,19523.0,1291.0,757.0,800.0,1525.0
IL7,25.0,12.0,71.32,45.0,24.0,16.72,43.0,21.0,22.0,17.0
TRPS1,63.0,57.0,177.0,84.0,43.0,8.0,60.0,107.0,77.0,365.0
GML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF10A,22.0,21.0,90.0,68.0,52.0,139.73,115.0,47.0,62.0,167.0
MCM4,73.0,73.0,632.0,221.0,144.0,324.0,193.0,787.0,84.0,671.0
BNIP3L,291.17,289.14,456.0,590.0,398.39,1861.52,622.0,319.0,450.0,460.0
KCNN4,17.0,1.0,79.0,74.0,59.0,10.0,105.0,50.0,32.0,11.0
NUCB1,1897.0,2574.0,2691.0,2489.0,2001.0,6031.0,2951.0,3224.0,1698.0,5300.0
NFKBIB,288.0,276.0,303.0,437.0,202.0,656.0,329.0,280.0,470.0,517.0
LHB,2.0,0.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0
RELB,283.0,50.0,233.0,154.0,212.0,274.0,317.0,410.0,220.0,341.0
FCGRT,2839.0,3776.0,3138.0,4354.0,3163.0,4125.0,3230.0,2781.0,1643.0,3330.0
CKM,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0
ERCC2,104.0,75.0,203.0,194.83,142.0,436.0,164.0,263.9,95.0,365.0
AMH,8.0,5.0,9.0,4.0,6.0,30.0,12.0,21.0,26.0,10.0
LYL1,27.0,12.0,64.0,83.0,35.0,28.0,67.0,74.0,60.0,18.0
RETN,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0
FCER2,7.0,11.0,20.0,22.0,11.0,0.0,28.0,6.0,15.0,11.0
DMPK,239.0,144.0,244.0,435.0,268.0,289.0,341.0,323.0,413.0,146.0
LILRB1,57.89,28.0,112.0,296.85,74.98,22.0,126.16,72.0,131.89,53.0
ASF1B,3.0,2.0,53.0,33.0,15.0,62.0,21.0,144.0,10.0,236.0
CCNE1,7.0,4.0,28.0,17.0,17.0,166.0,24.0,35.0,5.0,55.0
URI1,246.0,288.0,408.0,369.0,372.0,680.0,377.0,378.0,239.0,784.0
PDCD5,280.0,234.0,494.0,468.0,296.0,530.0,491.0,755.0,326.0,855.0
AKT2,863.0,1061.0,1066.0,1229.0,1185.0,2005.0,1037.0,1296.0,813.0,855.0
PIAS4,137.0,151.0,199.0,205.0,157.0,355.0,235.0,281.0,161.0,285.0
EBI3,8.0,4.0,64.0,63.0,22.0,13.0,47.0,13.0,16.0,38.0
SLC1A5,55.19,26.0,283.25,123.0,101.95,63.0,218.0,305.67,127.0,59.06
BBC3,31.0,13.0,75.0,89.0,22.0,159.0,64.0,82.0,60.0,88.0
TGFB1,86.0,55.0,486.0,425.0,239.0,331.0,474.0,991.0,241.0,249.0
CD79A,11.0,13.0,104.0,163.0,169.0,3.0,222.0,4.0,74.0,36.0
CD33,27.0,9.0,54.0,106.0,19.0,16.0,55.0,76.0,28.0,9.0
CEACAM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRX,5.0,5.0,0.0,19.0,19.0,9.0,2.0,1.0,13.0,3.0
TYK2,763.0,691.0,872.0,1154.0,888.0,1205.0,902.0,838.0,946.0,1386.0
SULT2A1,6433.0,6064.0,4775.0,10147.0,11084.0,10649.0,5176.0,1012.0,1796.0,12888.0
ATP1A3,1.0,0.0,4.0,9.0,4.0,0.0,1.0,0.0,3.0,6.0
ZNF175,38.0,46.0,56.0,95.0,62.0,89.0,86.0,63.0,59.0,90.0
PLA2G4C,260.0,98.0,361.0,198.0,118.0,200.0,228.0,104.0,156.0,169.0
DBP,189.2,182.68,301.39,306.42,361.42,837.82,152.82,341.01,132.37,396.17
FGF21,82.0,92.0,187.0,38.0,38.0,34.0,87.0,102.0,118.0,5.0
KLF1,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0
DNASE2,253.0,236.0,464.0,365.0,237.0,751.0,362.0,455.0,161.0,494.0
TFPT,35.46,52.4,75.0,120.84,88.83,140.2,84.0,146.39,41.7,163.51
SLC5A5,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,3.0,1.0
PIK3R2,141.0,177.0,467.0,528.0,361.0,1620.15,300.99,3313.99,218.0,463.0
RAB3A,6.0,11.0,37.0,19.0,16.0,65.0,11.0,36.0,1.0,41.0
ISYNA1,149.1,145.0,416.0,657.0,305.0,454.0,738.0,425.0,632.09,103.0
ELL,212.0,165.0,160.0,219.0,149.0,146.0,205.0,565.0,313.0,156.0
CRTC1,158.0,99.0,189.0,299.0,226.0,232.0,190.0,316.0,200.0,175.0
ETV2,17.0,2.0,19.0,14.0,15.0,32.0,14.0,25.0,10.0,27.0
HAMP,1736.0,1605.0,1511.0,5908.0,4610.0,90.0,2249.0,205.0,4520.0,1922.0
USF2,504.0,626.0,1035.0,984.0,639.0,1451.0,1068.0,1299.0,610.0,1077.0
SUGP1,130.0,209.0,258.0,332.0,269.0,403.0,221.0,397.0,210.0,336.0
ERF,590.0,747.0,636.0,575.0,694.0,843.0,827.0,704.0,681.0,1202.0
CDK6,125.0,133.0,332.0,216.0,257.0,414.0,222.0,172.0,91.0,1021.0
NAMPT,2030.2,1346.21,3492.09,1075.83,1065.83,1801.29,2274.24,561.83,2081.0,6154.2
PON2,1022.09,925.0,2636.0,2048.46,1816.0,1573.0,1568.64,2703.92,967.0,5029.0
HBP1,353.21,458.8,659.92,459.64,315.05,785.9,345.8,387.87,245.28,914.53
SP4,24.0,18.0,20.0,43.0,23.0,55.0,17.0,42.0,22.0,45.0
DLX5,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,7.0
PTN,69.0,24.0,66.0,122.0,59.0,14.0,210.0,23.0,68.0,5.0
CAV1,245.0,93.0,544.0,155.0,192.0,322.0,349.0,365.0,225.0,480.0
MET,703.0,764.0,1369.0,509.0,499.0,1255.0,316.0,542.0,327.0,1677.0
WNT2,0.0,9.0,8.0,27.0,3.0,4.0,2.0,8.0,1.0,0.0
HOXA1,1.0,0.0,4.0,2.0,0.0,11.0,9.0,1.0,0.0,2.0
HOXA5,1.0,5.0,18.0,2.0,0.0,19.0,5.0,4.0,0.0,21.0
EVX1,0.0,0.0,0.0,0.0,0.0,139.0,0.0,2.0,0.0,0.0
NOD1,42.73,14.09,87.51,75.71,76.19,38.68,128.87,106.56,132.12,105.87
CASP2,111.0,92.0,317.0,310.0,192.0,226.0,252.0,382.0,187.0,468.0
HSPB1,2122.0,945.0,8007.0,3244.0,2046.0,8810.0,3617.0,7093.0,3358.0,14808.0
PAX4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE1,7100.0,4509.0,1527.0,627.0,1253.0,1051.0,2788.0,1697.0,3316.0,949.0
NRF1,95.0,71.0,115.0,105.0,139.0,153.0,158.0,175.0,121.0,155.0
EZH2,11.0,22.0,85.0,93.0,54.0,101.0,76.0,345.0,52.0,310.0
MEOX2,11.0,1.0,9.0,6.0,3.0,7.0,15.0,4.0,4.0,7.0
AGR2,10.0,10.0,20.0,15.0,2.0,0.0,30.0,103.0,59.0,0.0
AHR,295.74,302.98,656.23,252.0,256.0,368.0,244.66,270.54,317.0,445.14
GLI3,8.0,6.0,37.0,22.0,23.0,14.0,51.0,24.0,28.0,5.0
PRKAG2,791.0,801.0,375.0,656.0,647.0,237.0,512.0,287.0,395.0,315.0
GCK,1.0,29.0,0.0,22.0,26.0,0.0,2.0,0.0,4.0,0.0
LHX2,17.0,33.0,30.0,64.0,40.0,9.0,50.0,11.0,42.0,34.0
TGFBR1,130.0,97.0,241.0,217.0,183.0,315.0,194.0,247.0,157.0,229.0
LHX6,6.0,3.0,17.0,44.0,19.0,15.0,6.0,1.0,17.0,9.0
ENG,581.86,733.7,1949.0,2680.16,1176.0,465.0,4113.69,1544.0,2510.35,489.54
KDM4C,113.0,93.0,196.0,192.0,147.0,238.0,136.0,172.0,118.0,287.0
CA9,7.0,4.0,15.0,39.0,19.0,424.63,50.0,100.0,55.92,1.0
TYRP1,0.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,160.0
CREB3,178.0,153.0,246.0,344.34,297.0,519.0,414.0,429.0,188.0,407.0
LHX3,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
DDX58,204.0,139.0,259.0,398.0,380.0,226.0,271.0,171.0,122.0,388.0
BAG1,277.0,281.0,362.0,430.0,390.0,629.0,414.0,473.0,236.0,506.0
PTGDS,685.0,178.0,2945.0,2212.0,1314.0,33.0,5250.0,282.0,2307.0,161.0
GATA3,43.0,24.0,114.0,106.0,111.0,9.0,101.0,32.0,95.0,47.0
CXCL12,1282.0,1484.0,2588.0,5304.0,2153.0,180.0,4444.0,279.0,2109.0,262.0
MAPK8,252.0,320.0,277.0,339.0,274.0,435.0,256.0,317.0,246.0,223.0
ACTA2,1490.3,220.29,1551.96,822.99,424.88,1835.39,1727.72,3316.6,1683.03,981.51
TLX1,27.0,4.0,161.0,42.0,14.0,148.0,6.0,27.0,10.0,216.0
