fis,adhE,1,activator
fis,osmE,1,repressor
fis,ansB,1,repressor
fis,apaG,1,activator
fis,apaH,1,activator
fis,bglB,1,repressor
fis,bglF,1,repressor
fis,bglG,1,repressor
fis,carA,1,activator
fis,carB,1,activator
fis,crp,1,repressor
fis,cspA,1,activator
fis,cyoA,1,activator
fis,cyoB,1,activator
fis,cyoC,1,activator
fis,cyoD,1,activator
fis,cyoE,1,activator
fis,cysG,1,repressor
fis,deoA,1,activator
fis,deoB,1,activator
fis,deoC,1,activator
fis,deoD,1,activator
fis,dmsA,1,repressor
fis,dmsB,1,repressor
fis,dmsC,1,repressor
fis,dnaA,1,repressor
fis,dnaN,1,repressor
fis,fadA,1,activator
fis,fadB,1,activator
fis,fis,1,repressor
fis,fumB,1,repressor
fis,glnA,1,activator
fis,glnG,1,activator
fis,glnL,1,activator
fis,glnQ,1,repressor
fis,glpA,1,activator
fis,glpB,1,activator
fis,glpC,1,activator
fis,glpQ,1,activator
fis,glpT,1,activator
fis,gltX,1,repressor
fis,guaA,1,repressor
fis,guaB,1,repressor
fis,gyrA,1,repressor
fis,gyrB,1,repressor
fis,hns,1,activator
fis,hupA,1,activator
fis,hupB,1,repressor
fis,hyaA,1,repressor
fis,hyaB,1,repressor
fis,hyaC,1,repressor
fis,hyaD,1,repressor
fis,hyaE,1,repressor
fis,hyaF,1,repressor
fis,infB,1,activator
fis,katE,1,repressor
fis,lpd,1,activator
fis,malE,1,activator
fis,malF,1,activator
fis,malG,1,activator
fis,mazG,1,activator
fis,mglA,1,repressor
fis,mglC,1,repressor
fis,mtlA,1,repressor
fis,mtlD,1,repressor
fis,nanA,1,repressor
fis,narG,1,repressor
fis,narH,1,repressor
fis,narI,1,repressor
fis,narJ,1,repressor
fis,narK,1,repressor
fis,ndh,1,activator
fis,ndh,1,repressor
fis,nirB,1,repressor
fis,nirC,1,repressor
fis,nirD,1,repressor
fis,nrdA,1,activator
fis,nrdB,1,activator
fis,nusA,1,activator
fis,ogt,1,repressor
