fis,adhE,activator
fis,apaG,activator
fis,apaH,activator
fis,carA,activator
fis,carB,activator
fis,cspA,activator
fis,cyoA,activator
fis,cyoB,activator
fis,cyoC,activator
fis,cyoD,activator
fis,cyoE,activator
fis,deoA,activator
fis,deoB,activator
fis,deoC,activator
fis,deoD,activator
fis,fadA,activator
fis,fadB,activator
fis,glnA,activator
fis,glnG,activator
fis,glnL,activator
fis,glpA,activator
fis,glpB,activator
fis,glpC,activator
fis,glpQ,activator
fis,glpT,activator
fis,hns,activator
fis,hupA,activator
fis,infB,activator
fis,lpd,activator
fis,malE,activator
fis,malF,activator
fis,malG,activator
fis,mazG,activator
fis,nrdA,activator
fis,nrdB,activator
fis,nusA,activator
fis,pdxA,activator
fis,pnp,activator
fis,queA,activator
fis,rpsO,activator
fis,tpr,activator
fis,trg,activator
fis,trmA,activator
fis,tufB,activator
fis,truB,activator
fis,rbfA,activator
fis,marA,activator
fis,marR,activator
fis,sra,activator
fis,marB,activator
fis,proP,activator
fis,emrD,activator
fis,nuoM,activator
fis,nuoF,activator
fis,nuoA,activator
fis,nuoB,activator
fis,nuoC,activator
fis,nuoE,activator
fis,nuoG,activator
fis,nuoH,activator
fis,nuoI,activator
fis,nuoJ,activator
fis,nuoK,activator
fis,nuoL,activator
fis,nuoN,activator
fis,yfaE,activator
fis,alaT,activator
fis,alaU,activator
fis,alaV,activator
fis,alaW,activator
fis,alaX,activator
fis,argU,activator
fis,argW,activator
fis,argX,activator
fis,aspV,activator
fis,glnU,activator
fis,glnV,activator
fis,glnW,activator
fis,glnX,activator
fis,gltT,activator
fis,gltU,activator
fis,gltV,activator
fis,gltW,activator
fis,glyT,activator
fis,glyU,activator
fis,hisR,activator
fis,ileT,activator
fis,ileU,activator
fis,ileV,activator
fis,leuP,activator
fis,leuQ,activator
fis,leuT,activator
fis,leuV,activator
fis,leuW,activator
fis,leuX,activator
fis,lysT,activator
fis,lysV,activator
fis,lysW,activator
fis,metT,activator
fis,metU,activator
fis,metY,activator
fis,pheU,activator
fis,pheV,activator
fis,proK,activator
fis,proL,activator
fis,proM,activator
fis,rrfA,activator
fis,rrfB,activator
fis,rrfC,activator
fis,rrfD,activator
fis,rrfE,activator
fis,rrfG,activator
fis,rrfH,activator
fis,rrlA,activator
fis,rrlB,activator
fis,rrlC,activator
fis,rrlD,activator
fis,rrlE,activator
fis,rrlG,activator
fis,rrlH,activator
fis,rrsA,activator
fis,rrsB,activator
fis,rrsC,activator
fis,rrsD,activator
fis,rrsE,activator
fis,rrsG,activator
fis,rrsH,activator
fis,rrfF,activator
fis,serT,activator
fis,serX,activator
fis,thrT,activator
fis,thrU,activator
fis,thrV,activator
fis,thrW,activator
fis,tyrT,activator
fis,tyrU,activator
fis,tyrV,activator
fis,valT,activator
fis,valU,activator
fis,valX,activator
fis,valY,activator
fis,flxA,activator
rob,aldA,activator
rob,aslB,activator
rob,dapD,activator
rob,fumC,activator
rob,map,activator
rob,narG,activator
rob,nfo,activator
rob,rimK,activator
rob,sodA,activator
rob,tolC,activator
rob,ygiB,activator
rob,ygiC,activator
rob,zwf,activator
rob,nfsA,activator
